doc_typ_id|parnt_id|doc_typ_nm|doc_typ_ver_nbr|actv_ind|cur_ind|lbl|prev_doc_typ_ver_nbr|doc_typ_desc|doc_hdlr_url|post_prcsr|jndi_url|blnkt_appr_plcy|adv_doc_srch_url|rte_ver_nbr|notify_addr|appl_id|email_xsl|sec_xml|ver_nbr|blnkt_appr_grp_id|rpt_grp_id|grp_id|help_def_url|obj_id|doc_search_help_url|doc_hdr_id|
3349|3332|PooledFundValueMaintenanceDocument|0.0|1.0|1.0|Pooled Fund Value Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpooledfundvalue.htm|c36accdf-6a01-463c-95a6-57e1b106e56f|||
3350|3332|PurposeCodeMaintenanceDocument|0.0|1.0|1.0|Purpose Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurposecode.htm|8f61540b-d34d-4ccb-a680-f30afaaf4da9|||
3351|3332|RegistrationCodeMaintenanceDocument|0.0|1.0|1.0|Registration Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fregistrationcode.htm|85bdf360-512d-48be-989b-195c9d36c27e|||
3352|3332|ResponsibleAdministrationCodeMaintenanceDocument|0.0|1.0|1.0|Responsible Administration Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fresponsibleadministrationcode.htm|f64043ed-851a-442c-9c06-2f5d8c10c5b0|||
3353|3332|SecurityMaintenanceDocument|0.0|1.0|1.0|Security Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsecurity.htm|b4e744a4-502e-47ef-ae28-6ef20542515c|||
3354|3332|SecurityReportingGroupMaintenanceDocument|0.0|1.0|1.0|Security Reporting Group Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freportinggroup.htm|309fdbc2-f58e-48bb-b0d6-3520da9c7ebf|||
3355|3332|SubclassCodeMaintenanceDocument|0.0|1.0|1.0|Subclass Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsubclasscode.htm|978472f8-338f-4de9-92dc-9e0589770215|||
3356|3332|TicklerMaintenanceDocument|0.0|1.0|1.0|Tickler Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftickler.htm|32a56cdb-c119-492e-95b5-7fe07dea70a7|||
3357|3332|TicklerTypeCodeMaintenanceDocument|0.0|1.0|1.0|Tickler Type Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fticklertypecode.htm|4b2ba684-04b0-47c5-b078-43f1bd60c71c|||
3358|3332|TransactionRestrictionCodeMaintenanceDocument|0.0|1.0|1.0|Transaction Restriction Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftransactionrestrictioncode.htm|85ca0926-8adc-49b8-966d-92cc517119da|||
3359|3332|TypeCodeMaintenanceDocument|0.0|1.0|1.0|Type Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftypecode.htm|27dcf06e-6580-4e21-9eba-1ffc34ced936|||
3360|3332|TypeRestrictionCodeMaintenanceDocument|0.0|1.0|1.0|Type Restriction Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ftyperestrictioncode.htm|0ce87986-453d-49f1-949f-f77479931e3d|||
3361|3332|UseCriteriaCodeMaintenanceDocument|0.0|1.0|1.0|Use Criteria Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fusecriteriacode.htm|3eca18f3-9f0f-4a01-88a0-043129f8b0a5|||
3362|3332|HoldingTaxLotRebalanceMaintenanceDocument|0.0|1.0|1.0|Holding Tax Lot Rebalance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fholdingtaxlotrebalance.htm|2d3fc9fc-a705-45a0-8381-7820cefe0b1c|||
3363|3332|RecurringCashTransferMaintenanceDocument|0.0|1.0|1.0|Recurring Cash Transfer Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frecurringcashtransfer.htm|2ef7efc3-2278-4831-8b1b-fee0f94c44a1|||
3364|3011|ET|2.0|1.0|1.0|Endowment Transactional Document|3261|||||||2|||||10.0|||||e62cd078-05da-4284-b282-d71e5ea29346|||
3365|3364|ECA|0.0|1.0|1.0|Endowment Corpus Adjustment|||${kfs.url}/endowCorpusAdjustmentDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcorpusadjustment.htm|d60e2f5e-969d-4088-ae06-f56649a13200|||
3366|3364|EUSA|0.0|1.0|1.0|Endowment Unit/Share Adjustment|||${kfs.url}/endowEndowmentUnitShareAdjustmentDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Funitshareadjustment.htm|1cd7230a-9c3a-4cb5-bc3a-d95d52cc18dc|||
3367|3364|EHVA|0.0|1.0|1.0|Endowment Holding History Value Adjustment|||${kfs.url}/endowHoldingHistoryValueAdjustmentDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fholdinghistoryvalueadjustment.htm|16770cb4-21be-4a0f-9a97-f2ddd75bf889|||
3368|3364|ELD|0.0|1.0|1.0|Endowment Liability Decrease|||${kfs.url}/endowLiabilityDecreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fliabilitydecrease.htm|c82753cd-08f5-47ab-93ea-b3460ddfd9f9|||
3369|3364|ELI|0.0|1.0|1.0|Endowment Liability Increase|||${kfs.url}/endowLiabilityIncreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fliabilityincrease.htm|04f34d6a-2995-4af3-b9a6-ee6ae64b61c4|||
3370|3364|EST|0.0|1.0|1.0|Endowment Security Transfer|||${kfs.url}/endowSecurityTransferDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsecuritytransfer.htm|bf42ec64-7693-4c51-a5c6-c9f203f45e38|||
3371|3364|GLET|0.0|1.0|1.0|GL To Endowment Transfer Of Funds|||${kfs.url}/endowGLToEndowmentTransferOfFundsDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fgltoendowmenttransferoffunds.htm|47064c1c-470d-4e01-a30e-db98f99c87b1|||
3372|3364|ECR|0.0|1.0|1.0|Endowment Corporate Reorganization|||${kfs.url}/endowCorporateReorganizationDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcorporatereorganization.htm|37dfe32d-2a4e-4ce7-8deb-187ae9d37213|||
3373|3364|ETB|0.0|1.0|1.0|Endowment Transactional Batch Document||||||||2|||||8.0|||||c848bfce-5b09-444e-8643-87984cee0873|||
3374|3373|EGLT|0.0|1.0|1.0|Endowment To GL Transfer Of Funds|||${kfs.url}/endowEndowmentToGLTransferOfFundsDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fendowmenttogltransferoffunds.htm|0165c459-db85-4432-9331-0a9972171015|||
3375|3373|EHA|0.0|1.0|1.0|Endowment Holding Adjustment|||${kfs.url}/endowHoldingAdjustmentDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fholdingadjustment.htm|95ad08d1-33cd-4c66-a2f4-4654247e87c7|||
3376|3373|EAD|0.0|1.0|1.0|Endowment Asset Decrease|||${kfs.url}/endowAssetDecreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetdecrease.htm|4eb5e26d-1397-4d35-8a55-04c88d2f2147|||
3377|3373|EAI|0.0|1.0|1.0|Endowment Asset Increase|||${kfs.url}/endowAssetIncreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetincrease.htm|5850c336-15a3-4463-92dc-66d30ca121f5|||
3378|3373|ECDD|0.0|1.0|1.0|Endowment Cash Decrease|||${kfs.url}/endowCashDecreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashdecrease.htm|4f5638b1-bd12-4ead-8ca7-656802c0e791|||
3379|3373|ECI|0.0|1.0|1.0|Endowment Cash Increase|||${kfs.url}/endowCashIncreaseDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashincrease.htm|0277a519-47f3-4321-b5bd-9b70c23a82d5|||
3380|3373|ECT|0.0|1.0|1.0|Endowment Cash Transfer|||${kfs.url}/endowCashTransferDocument.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashtransfer.htm|35392f31-c799-4d20-a771-ea6b35a8e6a9|||
3381|3009|KCSM|0.0|1.0|1.0|Kuali Coeus Integration Simple Maintenance Documents||||||||2|||||2.0|||||91ad9dc7-1079-4cec-bce7-cd6f06205ef9|||
3382|3381|AACD|1.0|1.0|1.0|Account Auto-Creation Defaults|3331|||||||2|||||1.0|||||99569cdb-da42-46fb-9fc4-62155bc433d7|||
3383|3011|CTAP|0.0|1.0|1.0|CTS Card Application|||${application.url}/temCTSCardApplication.do?methodToCall=docHandler|||||1|||||1.0|||||fdaf7cc4-087f-417e-9e35-c6fe3fea4ee3|||
3384|3029|TMR|0.0|1.0|1.0|Mileage Rate||||||||2|||||1.0|||||c569e276-e8c9-4fb8-b222-57212bfb7b12|||
3385|3401|ENT|0.0|1.0|1.0|Entertainment Document|||${application.url}/temTravelEntertainment.do?methodToCall=docHandler|||||2|||||2.0|||||2143c140-ae50-4686-9727-e7a29133f3da|||
3386|3029|TTPA|0.0|1.0|1.0|TEM Profile Arranger||||||||2|||||1.0|||||3fec8718-cb2b-43ea-ba90-79c89d176d2a|||
3387|3029|TMRC|0.0|1.0|1.0|Mileage Rate Object Code||||||||2|||||1.0|||||b820a90e-f5cd-46fd-84a9-1ec4fca52b9b|||
3388|3029|TETOC|0.0|1.0|1.0|Travel Expense Type Object Code||||||||2|||||1.0|||||2002afb8-35bb-4d1c-a3af-1a774828d75e|||
3389|3029|TAS|0.0|1.0|1.0|Airfare Source||||||||2|||||1.0|||||22033260-9461-4a90-88b9-cad0d3b5594b|||
3390|3029|TASF|0.0|1.0|1.0|Agency Service Fee||||||||2|||||1.0|||||f53c6ff8-50fc-4a87-83fd-2289b011d831|||
3391|3401|TA|0.0|1.0|1.0|Travel Authorization|||${application.url}/temTravelAuthorization.do?methodToCall=docHandler|||||2|||||4.0|||||7d8802e6-e6f8-4cda-b92a-d3dfe1fac012|||
3392|3029|TCCA|0.0|1.0|1.0|Credit Card Agency||||||||2|||||1.0|||||27fdf908-fc18-4795-bf62-02bf87dd8fb2|||
3393|3029|TPD|0.0|1.0|1.0|Per Diem||||||||2|||||1.0|||||0c315155-dbc5-43e8-b8a6-d702f947fe81|||
3394|3029|TCT|0.0|1.0|1.0|Traveler Type||||||||2|||||1.0|||||b823c4df-2bca-4b1e-b756-3f084adcb205|||
3395|3029|TPUR|0.0|1.0|1.0|Purpose||||||||2|||||1.0|||||df5ddc22-ebf7-4897-8094-7ff17eaac317|||
3396|3029|TCRT|0.0|1.0|1.0|Contact Relationship Type||||||||2|||||1.0|||||05ad70fb-cb8a-4be4-ad56-97baa07aa771|||
3397|3029|TTP|0.0|1.0|1.0|TEM Profile||||||||2|||||1.0|||||f4fc2a34-f1c1-4026-9f0b-e7b6c40e7f6f|||
3398|3029|TAAR|0.0|1.0|1.0|Travel Agency Audit Report||||||||2|||||1.0|||||e79fd3c5-86de-4fae-8166-d1e0e1c4c35c|||
3399|3029|TJC|0.0|1.0|1.0|Job Classification||||||||2|||||1.0|||||fe338e81-53c8-4253-919f-59ccaa9df215|||
3400|3029|TAPR|0.0|1.0|1.0|Advance Payment Reason||||||||2|||||1.0|||||82defeab-ef34-4eff-9a18-8cf811622e63|||
3401|3011|TT|1.0|1.0|1.0|TravelTransactionalDocument|3042|||||||1||||<security>
<securityAttribute class="org.kuali.kfs.module.tem.document.workflow.TEMSecurityAttribute"/>
</security>
|3.0|||||3ce58df2-f13d-4f7e-b6d2-248bb0f7eeaa|||
3402|3029|SPCM|0.0|1.0|1.0|Special Circumstances Question||||||||2|||||1.0|||||61089e23-49a7-42d9-b5f1-48b1c902ce62|||
3403|3029|TAT|0.0|1.0|1.0|Accommodation Type||||||||2|||||1.0|||||5a907b2f-08a7-4fb4-8f59-c3268049ad4c|||
3404|3029|TTT|0.0|1.0|1.0|Traveler Type||||||||2|||||1.0|||||0ec26b53-4dec-4b54-8415-b9a658d759de|||
3405|3401|TR|0.0|1.0|1.0|Travel Reimbursement|||${application.url}/temTravelReimbursement.do?methodToCall=docHandler|||||2|||||1.0|||||d7f4620b-8af4-4eea-bce4-a79f94ddb5d4|||
3406|3011|CCAP|0.0|1.0|1.0|Corporate Card Application|||${application.url}/temCorporateCardApplication.do?methodToCall=docHandler|||||1|||||1.0|||||211ef651-4545-45e4-94ef-f14385634b60|||
3407|3011|TTA|0.0|1.0|1.0|Travel Arranger|||${application.url}/temTravelArranger.do?methodToCall=docHandler|||||2|||||1.0|||||febc8ce1-383f-42ef-a01e-79411d175f41|||
3408|3029|CCIEC|0.0|1.0|1.0|Credit Card Imported Expense Clearing Document||||||||2|||||1.0|||||c07a6cf2-2215-4f71-8662-056b0d19092d|||
3409|3011|TMCP|0.0|1.0|1.0|TEM Correction Process Document|||${application.url}/temCorrectionDocument.do?methodToCall=docHandler|||||2|||||1.0|||||41780f1a-dc49-4326-b14b-d3a053db3f6f|||
3410|3391|TAC|0.0|1.0|1.0|Travel Authorization Close|||${application.url}/temTravelAuthorization.do?methodToCall=docHandler|||||2|||||1.0|||||a8f5988b-0ff4-4708-8010-e73425261082|||
3411|3029|TGT|0.0|1.0|1.0|Group Traveler||||||||2|||||1.0|||||af844b70-a9a8-4096-b739-5a9cb8b1fbde|||
3412|3029|TPRA|0.0|1.0|1.0|TEM Profile Account||||||||2|||||1.0|||||503985a2-dd93-48a1-ad3f-cce01e08b09b|||
3413|3029|ADR|0.0|1.0|1.0|Accounting Document Relationship||||||||2|||||1.0|||||b37ea9a8-dc7a-4014-8ac8-ad4ea9ce0997|||
3414|3029|TRR|0.0|1.0|1.0|Relocation Reason||||||||2|||||1.0|||||918c7d86-bcf1-4404-b7ae-85fdf9123d95|||
3415|3391|TAA|0.0|1.0|1.0|Travel Authorization Amendment|||${application.url}/temTravelAuthorization.do?methodToCall=docHandler|||||2|||||1.0|||||63a7c38d-4725-4cb8-ba01-35d606380774|||
3416|3029|TTM|0.0|1.0|1.0|Transportation Mode||||||||2|||||1.0|||||1bea56e2-cd24-41d5-8b3c-7f565f5fe740|||
3417|3029|TCOS|0.0|1.0|1.0|Class Of Service||||||||2|||||1.0|||||0136a26a-c027-4d18-ac2f-228e91c4542d|||
3418|3401|RELO|0.0|1.0|1.0|Moving and Relocation|||${application.url}/temTravelRelocation.do?methodToCall=docHandler|||||2|||||1.0|||||add46372-6a4c-4b3e-b712-6780dc6a44a4|||
3419|3029|TTRT|0.0|1.0|1.0|Trip Type||||||||2|||||1.0|||||eee77674-74ac-4c66-bc2b-5d2762b71396|||
3420|3011|TXRF|0.0|1.0|1.0|Taxable Ramification|||${application.url}/temTaxableRamification.do?methodToCall=docHandler|||||1|||||1.0|||||8dc1c8df-f238-4fc8-a453-7ffbfd6812ec|||
