fin_coa_cd|org_cd|obj_id|ver_nbr|descrshort|company|setid_location|location|tax_location_cd|manager_unvl_id|manager_posn|budget_yr_end_dt|budget_lvl|gl_expense|eeo4_function|accident_ins|si_accident_num|hazard|estabid|riskcd|fte_edit_indc|dept_tenure_flg|tl_distrib_info|use_budgets|use_encumbrances|use_distribution|budget_deptid|dist_prorate_optn|hp_stats_dept_cd|hp_stats_faculty|accounting_owner|country_grp|iu_org_mail_drp_cd|iu_org_address_2|iu_org_address_3|iu_campus_cd|iu_campus_bldg|iu_campus_room|iu_posn_allow_fl|iu_tenure_allow_fl|iu_title_allow_fl|iu_occ_un_allow_fl|org_fscl_aprvr_uid|last_update_date|
NW|MILS|11400DC3F20D041EE043814FD881041E|1.0|NW-MILS|IU|IUNWA|NW|NW|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|NW-MILS| | | | | | | | |NW|| |N|N|Y|N||20021102000000|
NW|MINR|11400DC3F20E041EE043814FD881041E|1.0|NW-MINR|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-MINR|||||||||NW|||Y|Y|Y|N|3506305224|20041004000000|
NW|MKTG|11400DC3F445041EE043814FD881041E|1.0|NW-MKTG|IU||||1867204529||||||||||||||||||||||||||NW|||N|N|||3506305224|20041004000000|
NW|NURS|11400DC3F20F041EE043814FD881041E|1.0|NW-NURS|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-NURS|||||||||NW|||Y|Y|Y|N|3506305224|20040315000000|
NW|NW|11400DC3F210041EE043814FD881041E|1.0|NW-NW|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-NW|||||||||NW|||N|N|N|Y|3506305224|20041012000000|
NW|OACA|11400DC3F211041EE043814FD881041E|1.0|NW-OACA|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-OACA|||||||||NW|||Y|N|N|N|3506305224|20040315000000|
NW|PARK|11400DC3F3C0041EE043814FD881041E|1.0|NW-PARK|IU||||1867204529||||||||||||||||||||||||||NW|||N||||3506305224|20041004000000|
NW|PART|11400DC3F212041EE043814FD881041E|1.0|NW-PART|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-PART|||||||||NW|||Y|Y|Y|N|3506305224|20041004000000|
NW|PD|11400DC3F213041EE043814FD881041E|1.0|NW-PD|IU||||1867204529||||||||||||||||||||||||||NW|||Y||||3506305224|20040810000000|
NW|PDUP|11400DC3F214041EE043814FD881041E|1.0|NW-PDUP|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-PDUP|||||||||NW|||Y|N|N|N|3506305224|20040315000000|
NW|PHIL|11400DC3F44C041EE043814FD881041E|1.0|NW-PHIL|IU||||1867204529||||||||||||||||||||||||||NW|||N|N|||3506305224|20041004000000|
NW|PHYP|11400DC3F215041EE043814FD881041E|1.0|NW-PHYP|IU||||1867204529||||||||||||||||||||||||||NW|||Y||||3506305224|20040810000000|
NW|POLS|11400DC3F447041EE043814FD881041E|1.0|NW-POLS|IU||||1867204529||||||||||||||||||||||||||NW|||N|N|||3506305224|20041004000000|
NW|PSY|11400DC3F216041EE043814FD881041E|1.0|NW-PSY|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-PSY|||||||||NW|||Y|Y|Y|N|3506305224|20041004000000|
NW|RADS|11400DC3F441041EE043814FD881041E|1.0|NW-RADS|IU||||1867204529||||||||||||||||||||||||||NW|||N|N|N||3506305224|20041004000000|
NW|REG|11400DC3F444041EE043814FD881041E|1.0|NW-REG|IU||||1867204529||||||||||||||||||||||||||NW|||||||3506305224|20050208000000|
NW|RESP|11400DC3F443041EE043814FD881041E|1.0|NW-RESP|IU||||1867204529||||||||||||||||||||||||||NW|||N||N||3506305224|20041004000000|
NW|SACT|11400DC3F3A6041EE043814FD881041E|1.0|NW-SACT|IU||||1867204529||||||||||||||||||||||||||NW|||N||N||3506305224|20041004000000|
NW|SAID|11400DC3F217041EE043814FD881041E|1.0|NW-SAID|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-SAID|||||||||NW|||Y|N|N|N|3506305224|20050208000000|
NW|SOC|11400DC3F218041EE043814FD881041E|1.0|NW-SOC|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-SOC|||||||||NW|||Y|Y|Y|N|3506305224|20041004000000|
NW|SOCW|11400DC3F219041EE043814FD881041E|1.0|NW-SOCW|IU||||1867204529||||||||||||||||||||||||||NW|||Y|Y|Y||3506305224|20040315000000|
NW|SPEA|11400DC3F21A041EE043814FD881041E|1.0|NW-SPEA|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-SPEA|||||||||NW|||Y|Y|Y|N|3506305224|20050124000000|
NW|SSER|11400DC3F21B041EE043814FD881041E|1.0|NW-SSER|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-SSER|||||||||NW|||Y|Y|Y|N|3506305224|20040315000000|
NW|TELC|11400DC3F3C1041EE043814FD881041E|1.0|NW-TELC|IU||||1867204529||||||||||||||||||||||||||NW|||N||||3506305224|20041004000000|
NW|UDIV|11400DC3F21C041EE043814FD881041E|1.0|NW-UDIV|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-UDIV|||||||||NW|||Y|N|Y|N|3506305224|20050208000000|
NW|WKST|11400DC3F224041EE043814FD881041E|1.0|NW-WKST|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-WKST|||||||||NW|||Y|N|N|N|3506305224|20040315000000|
NW|WMNS|11400DC3F225041EE043814FD881041E|1.0|NW-WMNS|IU|IUNWA|NW|NW|1867204529||630.0|D||15||||IU||N|N|N|Y|Y|N|NW-WMNS|||||||||NW|||N|Y|Y|N|3506305224|20041004000000|
SB|ACAD|11400DC3F21D041EE043814FD881041E|1.0|SB-ACAD|IU|IUSBA|SB|SB|6221706714||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ACAD|||||||||SB|||Y|N|Y|Y|6221706714|20031006000000|
SB|ACCT|11400DC3F21E041EE043814FD881041E|1.0|SB-ACCT|IU||||5186102229||||||||||||||||||||||||||SB|||Y||||5186102229|20050222000000|
SB|ACP|11400DC3F21F041EE043814FD881041E|1.0|SB-ACP|IU|IUSBA|SB|SB|4090002966||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ACP|||||||||SB|||Y|N|N|N|4090002966|20030919000000|
SB|ACPU|11400DC3F3D2041EE043814FD881041E|1.0|SB-ACPU|IU||||||||||||||||||||||||||||||SB||||||||20040521000000|
SB|ACSP|11400DC3F220041EE043814FD881041E|1.0|SB-ACSP|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-ACSP| | | | | | | | |SB|| |N|N|N|N||20021102000000|
SB|ADAF|11400DC3F221041EE043814FD881041E|1.0|SB-ADAF|IU||||2056202906||||||||||||||||||||||||||SB||||||Y|2056202906|20040220000000|
SB|ADMS|11400DC3F222041EE043814FD881041E|1.0|SB-ADMS|IU|IUSBA|SB|SB|3830700232||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ADMS|||||||||SB|||Y|N|N|N|3830700232|20030919000000|
SB|ADV|11400DC3F223041EE043814FD881041E|1.0|SB-ADV|IU|IUSBA|SB|SB|4426706986||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ADV|||||||||SB|||Y|N|N|N|4426706986|20030919000000|
SB|AFFA|11400DC3F226041EE043814FD881041E|1.0|SB-AFFA|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-AFFA|||||||||SB|||Y|N|Y|N|2056202906|20040429000000|
SB|ALUM|11400DC3F227041EE043814FD881041E|1.0|SB-ALUM|IU|IUSBA|SB|SB|5876509454||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ALUM|||||||||SB|||Y|N|N|N|5876509454|20030919000000|
SB|ARC|11400DC3F228041EE043814FD881041E|1.0|SB-ARC|IU|IUSBA|SB|SB|4426706986||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ARC|||||||||SB|||Y|N|Y|N|4426706986|20030919000000|
SB|ARSC|11400DC3F229041EE043814FD881041E|1.0|SB-ARSC|IU|IUSBA|SB|SB|||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ARSC|||||||||SB|||N|Y|N|Y||20040521000000|
SB|ARTD|11400DC3F22A041EE043814FD881041E|1.0|SB-ARTD|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-ARTD| | | | | | | | |SB|| |N|Y|N|Y||20021102000000|
SB|ASOC|11400DC3F22B041EE043814FD881041E|1.0|SB-ASOC|IU|IUSBA|SB|SB|5186102229||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ASOC|||||||||SB|||Y|N|N|N|5186102229|20031009000000|
SB|ASSE|11400DC3F22C041EE043814FD881041E|1.0|SB-ASSE|IU|IUSBA|SB|SB|3907601072||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ASSE|||||||||SB|||Y|N|N|N|3907601072|20040521000000|
SB|ASSO|11400DC3F3D5041EE043814FD881041E|1.0|SB-ASSO|IU||||||||||||||||||||||||||||||SB||||||||20040521000000|
SB|ASST|11400DC3F22D041EE043814FD881041E|1.0|SB-ASST|IU|IUSBA|SB|SB|4426706986||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ASST|||||||||SB|||Y|N|N|Y|4426706986|20030923000000|
SB|ASU|11400DC3F22E041EE043814FD881041E|1.0|SB-ASU|IU|IUSBA|SB|SB|4426706986||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ASU|||||||||SB|||Y|N|N|N|4426706986|20030919000000|
SB|ATHL|11400DC3F22F041EE043814FD881041E|1.0|SB-ATHL|IU|IUSBA|SB|SB|6156003233||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ATHL|||||||||SB|||Y|N|N|N|6156003233|20031009000000|
SB|AUX|11400DC3F230041EE043814FD881041E|1.0|SB-AUX|IU|IUSBA|SB|SB|5186102229||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-AUX|||||||||SB|||Y|N|N|N|5186102229|20030919000000|
SB|BOOK|11400DC3F231041EE043814FD881041E|1.0|SB-BOOK|IU|IUSBA|SB|SB|5186102229||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-BOOK|||||||||SB|||Y|N|N|N|5186102229|20031009000000|
SB|BSCI|11400DC3F232041EE043814FD881041E|1.0|SB-BSCI|IU|IUSBA|SB|SB|2210808811||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-BSCI|||||||||SB|||Y|Y|Y|N|2210808811|20030919000000|
SB|BURS|11400DC3F233041EE043814FD881041E|1.0|SB-BURS|IU|IUSBA|SB|SB|5614708043||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-BURS|||||||||SB|||Y|N|N|N|5614708043|20030923000000|
SB|BUS|11400DC3F234041EE043814FD881041E|1.0|SB-BUS|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-BUS| | | | | | | | |SB|| |N|N|N|Y||20021102000000|
SB|BUSE|11400DC3F235041EE043814FD881041E|1.0|SB-BUSE|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-BUSE| | | | | | | | |SB|| |N|Y|N|N||20021102000000|
SB|CAIR|11400DC3F236041EE043814FD881041E|1.0|SB-CAIR|IU|IUSBA|SB|SB|5003409252||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CAIR|||||||||SB|||Y|N|N|N|5003409252|20030923000000|
SB|CAMD|11400DC3F237041EE043814FD881041E|1.0|SB-CAMD|IU|IUSBA|SB|SB|1624505499||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CAMD|||||||||SB|||Y|N|N|N|1624505499|20030919000000|
SB|CART|11400DC3F238041EE043814FD881041E|1.0|SB-CART|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-CART| | | | | | | | |SB|| |N|N|Y|N||20021102000000|
SB|CHAN|11400DC3F239041EE043814FD881041E|1.0|SB-CHAN|IU||||2056202906||||||||||||||||||||||||||SB|||Y||Y|Y|2056202906|20040501000000|
SB|CHCR|11400DC3F23A041EE043814FD881041E|1.0|SB-CHCR|IU|IUSBA|SB|SB|1522307114||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CHCR|||||||||SB|||Y|N|N|N|1522307114|20050303000000|
SB|CHEM|11400DC3F23B041EE043814FD881041E|1.0|SB-CHEM|IU|IUSBA|SB|SB|6218805472||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CHEM|||||||||SB|||Y|Y|Y|N|6218805472|20040521000000|
SB|COCE|11400DC3F23C041EE043814FD881041E|1.0|SB-COCE|IU|IUSBA|SB|SB|1522307114||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COCE|||||||||SB|||Y|N|N|N|1522307114|20050303000000|
SB|COIS|11400DC3F23D041EE043814FD881041E|1.0|SB-COIS|IU|IUSBA|SB|SB|3606307807||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COIS|||||||||SB|||Y|Y|Y|N|3606307807|20040521000000|
SB|COLK|11400DC3F23E041EE043814FD881041E|1.0|SB-COLK|IU|IUSBA|SB|SB|5876509454||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COLK|||||||||SB|||Y|N|N|N|5876509454|20030919000000|
SB|COLS|11400DC3F23F041EE043814FD881041E|1.0|SB-COLS|IU|IUSBA|SB|SB|5163907497||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COLS|||||||||SB|||Y|N|Y|N|5163907497|20040702000000|
SB|COMK|11400DC3F240041EE043814FD881041E|1.0|SB-COMK|IU|IUSBA|SB|SB|5876509454||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COMK|||||||||SB|||Y|N|N|N|5876509454|20030919000000|
SB|COMR|11400DC3F241041EE043814FD881041E|1.0|SB-COMR|IU|IUSBA|SB|SB|1624505499||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-COMR|||||||||SB|||Y|N|N|N|1624505499|20030923000000|
SB|CPH|11400DC3F242041EE043814FD881041E|1.0|SB-CPH|IU|IUSBA|SB|SB|5003409252||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CPH|||||||||SB|||Y|N|N|N|5003409252|20030919000000|
SB|CSCI|11400DC3F3D4041EE043814FD881041E|1.0|SB-CSCI|IU||||||||||||||||||||||||||||||SB||||||||20040521000000|
SB|CSER|11400DC3F243041EE043814FD881041E|1.0|SB-CSER|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-CSER| | | | | | | | |SB|| |N|N|Y|Y||20021102000000|
SB|CTED|11400DC3F244041EE043814FD881041E|1.0|SB-CTED|IU|IUSBA|SB|SB|2595106260||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CTED|||||||||SB|||Y|Y|Y|Y|2595106260|20040707000000|
SB|CTSD|11400DC3F245041EE043814FD881041E|1.0|SB-CTSD|IU|IUSBA|SB|SB|2997600421||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-CTSD|||||||||SB|||Y|Y|Y|N|2997600421|20030919000000|
SB|DAED|11400DC3F246041EE043814FD881041E|1.0|SB-DAED|IU|IUSBA|SB|SB|4780007818||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-DAED|||||||||SB|||Y|Y|Y|N|4780007818|20030919000000|
SB|DEV|11400DC3F247041EE043814FD881041E|1.0|SB-DEV|IU|IUSBA|SB|SB|5876509454||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-DEV|||||||||SB|||Y|N|N|N|5876509454|20030919000000|
SB|EDUA|11400DC3F248041EE043814FD881041E|1.0|SB-EDUA|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-EDUA| | | | | | | | |SB|| |N|N|N|N||20021102000000|
SB|EDUC|11400DC3F249041EE043814FD881041E|1.0|SB-EDUC|IU|IUSBA|SB|SB|1522307114||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-EDUC|||||||||SB|||Y|Y|Y|Y|1522307114|20050303000000|
SB|EDUD|11400DC3F24A041EE043814FD881041E|1.0|SB-EDUD|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-EDUD| | | | | | | | |SB|| |N|Y|N|N||20021102000000|
SB|ENG|11400DC3F24B041EE043814FD881041E|1.0|SB-ENG|IU|IUSBA|SB|SB|3910806448||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ENG|||||||||SB|||Y|Y|Y|N|3910806448|20040702000000|
SB|EXAF|11400DC3F24C041EE043814FD881041E|1.0|SB-EXAF|IU||||||||||||||||||||||||||||||SB||||||Y||20040716000000|
SB|FAFF|11400DC3F24D041EE043814FD881041E|1.0|SB-FAFF|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FAFF|||||||||SB|||Y|N|N|N|2056202906|20040220000000|
SB|FAID|11400DC3F24E041EE043814FD881041E|1.0|SB-FAID|IU|IUSBA|SB|SB|4253800242||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FAID|||||||||SB|||Y|N|N|N|4253800242|20030919000000|
SB|FDEV|11400DC3F24F041EE043814FD881041E|1.0|SB-FDEV|IU|IUSBA|SB|SB|6170904981||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FDEV|||||||||SB|||Y|N|N|N|6170904981|20030919000000|
SB|FINA|11400DC3F250041EE043814FD881041E|1.0|SB-FINA|IU|IUSBA|SB|SB|1586001806||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FINA|||||||||SB|||Y|N|Y|N|1586001806|20030919000000|
SB|FM|11400DC3F251041EE043814FD881041E|1.0|SB-FM|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FM|||||||||SB|||Y|N|N|N|3501703237|20050131000000|
SB|FOOD|11400DC3F252041EE043814FD881041E|1.0|SB-FOOD|IU||||5876509454||||||||||||||||||||||||||SB|||Y|||Y|5876509454|20050222000000|
SB|FORN|11400DC3F253041EE043814FD881041E|1.0|SB-FORN|IU|IUSBA|SB|SB|3608700794||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-FORN|||||||||SB|||Y|Y|Y|N|3608700794|20040701000000|
SB|GENA|11400DC3F254041EE043814FD881041E|1.0|SB-GENA|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-GENA| | | | | | | | |SB|| |N|N|N|Y||20021102000000|
SB|GRAD|11400DC3F255041EE043814FD881041E|1.0|SB-GRAD|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-GRAD| | | | | | | | |SB|| |N|N|Y|N||20021102000000|
SB|GRDP|11400DC3F3D6041EE043814FD881041E|1.0|SB-GRDP|IU||||||||||||||||||||||||||||||SB||||||||20040521000000|
SB|HDEP|11400DC3F256041EE043814FD881041E|1.0|SB-HDEP|IU|IUSBA|SB|SB|5186102229||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-HDEP|||||||||SB|||Y|N|N|N|5186102229|20031106000000|
SB|HIST|11400DC3F257041EE043814FD881041E|1.0|SB-HIST|IU|IUSBA|SB|SB|2456303043||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-HIST|||||||||SB|||Y|Y|Y|N|2456303043|20040702000000|
SB|HONP|11400DC3F258041EE043814FD881041E|1.0|SB-HONP|IU|IUSBA|SB|SB|5507604316||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-HONP|||||||||SB|||Y|N|Y|N|5507604316|20030923000000|
SB|HUMR|11400DC3F259041EE043814FD881041E|1.0|SB-HUMR|IU||||3322109259||||||||||||||||||||||||AI244|SOUTH BEND, IN  46634-7111|SB|SB860|244D|Y||||3322109259|20031014000000|
SB|IACR|11400DC3F25A041EE043814FD881041E|1.0|SB-IACR|IU|IUSBA|SB|SB|5003409252||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-IACR|||||||||SB|||Y|N|N|N|5003409252|20030919000000|
SB|IMS|11400DC3F25B041EE043814FD881041E|1.0|SB-IMS|IU|IUSBA|SB|SB|2683109793||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-IMS|||||||||SB|||Y|N|Y|N|2683109793|20030919000000|
SB|INFO|11400DC3F260041EE043814FD881041E|1.0|SB-INFO|IU|IUSBA|SB|SB|2047009140||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-INFO|||||||||SB|||Y|N|Y|N|2047009140|20030919000000|
SB|INFT|11400DC3F261041EE043814FD881041E|1.0|SB-INFT|IU|IUSBA|SB|SB|2683109793||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-INFT|||||||||SB|||Y|N|N|N|2683109793|20030919000000|
SB|INTP|11400DC3F25C041EE043814FD881041E|1.0|SB-INTP|IU|IUSBA|SB|SB|1567300664||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-INTP|||||||||SB|||Y|N|Y|Y|1567300664|20030919000000|
SB|INTS|11400DC3F37F041EE043814FD881041E|1.0|SB-INTS|IU||||5801508274||||||||||||||||||||||||1700 S. MISHAWAKA|SOUTH BEND, IN 46634|SB|||Y||Y||5801508274|20031014000000|
SB|ISGR|11400DC3F25D041EE043814FD881041E|1.0|SB-ISGR|IU|IUSBA|SB|SB|5186102229||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-ISGR|||||||||SB|||Y|N|N|Y|5186102229|20030919000000|
SB|LBST|11400DC3F25E041EE043814FD881041E|1.0|SB-LBST|IU|IUSBA|SB|SB|4072802651||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-LBST|||||||||SB|||Y|Y|Y|Y|4072802651|20030919000000|
SB|LIBR|11400DC3F25F041EE043814FD881041E|1.0|SB-LIBR|IU|IUSBA|SB|SB|1674805643||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-LIBR|||||||||SB|||Y|Y|Y|Y|1674805643|20030919000000|
SB|MAS|11400DC3F262041EE043814FD881041E|1.0|SB-MAS|IU|IUSBA|SB|SB|3101406141||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-MAS|||||||||SB|||Y|Y|Y|N|3101406141|20040521000000|
SB|MLS|11400DC3F432041EE043814FD881041E|1.0|SB-MLS|IU||||3158308097||||||||||||||||||||||||||SB|||||||3158308097|20040707000000|
SB|MSWK|11400DC3F263041EE043814FD881041E|1.0|SB-MSWK|IU|IUSBA|SB|SB|4226103092||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-MSWK|||||||||SB|||Y|Y|Y|N|4226103092|20030919000000|
SB|NUHP|11400DC3F264041EE043814FD881041E|1.0|SB-NUHP|IU|IUSBA|SB|SB|4780007818||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-NUHP|||||||||SB|||Y|N|Y|N|4780007818|20030919000000|
SB|NURF|11400DC3F265041EE043814FD881041E|1.0|SB-NURF|IU|IUSBA|SB|SB|4780007818||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-NURF|||||||||SB|||Y|Y|Y|N|4780007818|20030919000000|
SB|NURS|11400DC3F266041EE043814FD881041E|1.0|SB-NURS|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-NURS| | | | | | | | |SB|| |N|N|N|Y||20021102000000|
SB|OACA|11400DC3F267041EE043814FD881041E|1.0|SB-OACA|IU|IUSBA|SB|SB|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|SB-OACA| | | | | | | | |SB|| |N|N|N|N||20021102000000|
SB|OCP|11400DC3F268041EE043814FD881041E|1.0|SB-OCP|IU|IUSBA|SB|SB|1183109030||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-OCP|||||||||SB|||Y|N|N|Y|1183109030|20040719000000|
SB|PARK|11400DC3F269041EE043814FD881041E|1.0|SB-PARK|IU|IUSBA|SB|SB|2247204558||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PARK|||||||||SB|||Y|N|N|N|2247204558|20031009000000|
SB|PAUA|11400DC3F378041EE043814FD881041E|1.0|SB-PAUA|IU||||5876509454||||||||||||||||||||||||1700 MISHAWAKA AVENUE|SOUTH BEND|SB|||Y|||Y|5876509454|20030919000000|
SB|PD|11400DC3F26A041EE043814FD881041E|1.0|SB-PD|IU|IUSBA|SB|SB|2247204558||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PD|||||||||SB|||Y|N|N|Y|2247204558|20030919000000|
SB|PDUP|11400DC3F26B041EE043814FD881041E|1.0|SB-PDUP|IU|IUSBA|SB|SB|3312302137||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PDUP|||||||||SB|||Y|N|N|Y|3312302137|20031009000000|
SB|PEA|11400DC3F26C041EE043814FD881041E|1.0|SB-PEA|IU|IUSBA|SB|SB|5003409252||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PEA|||||||||SB|||Y|Y|Y|N|5003409252|20030919000000|
SB|PHIL|11400DC3F433041EE043814FD881041E|1.0|SB-PHIL|IU||||2671604827||||||||||||||||||||||||||SB|||||||2671604827|20040707000000|
SB|PHLM|11400DC3F26D041EE043814FD881041E|1.0|SB-PHLM|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PHLM|||||||||SB|||Y|N|N|Y|3501703237|20050131000000|
SB|PHPA|11400DC3F26E041EE043814FD881041E|1.0|SB-PHPA|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PHPA|||||||||SB|||Y|N|N|Y|3501703237|20050131000000|
SB|PHPC|11400DC3F26F041EE043814FD881041E|1.0|SB-PHPC|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PHPC|||||||||SB|||Y|N|N|Y|3501703237|20050131000000|
SB|PHYP|11400DC3F270041EE043814FD881041E|1.0|SB-PHYP|IU|IUSBA|SB|SB|2056202906||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PHYP|||||||||SB|||N|N|N|N|2056202906|20040220000000|
SB|PHYS|11400DC3F271041EE043814FD881041E|1.0|SB-PHYS|IU|IUSBA|SB|SB|4534802023||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PHYS|||||||||SB|||Y|Y|Y|N|4534802023|20030919000000|
SB|PL|11400DC3F272041EE043814FD881041E|1.0|SB-PL|IU|IUSBA|SB|SB|2671604827||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PL|||||||||SB|||Y|Y|Y|N|2671604827|20040521000000|
SB|PLAC|11400DC3F273041EE043814FD881041E|1.0|SB-PLAC|IU|IUSBA|SB|SB|4464505768||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PLAC|||||||||SB|||Y|N|N|N|4464505768|20030919000000|
SB|PLPL|11400DC3F274041EE043814FD881041E|1.0|SB-PLPL|IU|IUSBA|SB|SB|4464505768||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PLPL|||||||||SB|||Y|N|N|N|4464505768|20030919000000|
SB|PMG|11400DC3F275041EE043814FD881041E|1.0|SB-PMG|IU|IUSBA|SB|SB|4426706986||630.0|D||15||||IU||N|N|N|Y|Y|N|SB-PMG|||||||||SB|||Y|N|N|N|4426706986|20030919000000|
