cust_nbr|cust_addr_id|obj_id|ver_nbr|cust_addr_nm|cust_line_1_addr|cust_line_2_addr|cust_city_nm|cust_state_cd|cust_zip_cd|cust_cntry_cd|cust_addr_intl_prov_nm|cust_intl_mail_cd|cust_email_addr|cust_addr_type_cd|cust_addr_end_dt|inv_tmplt_cd|copies_to_print_qty|inv_trns_mthd_cd|env_to_print_qty|
IND2923|2566.0|48A7ED7FBF02FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100084 MAIN STREET|SUITE 39M|SOUTH BEND|IN|46634-7111|US||||A||||||
IND2923|2567.0|48A7ED7FBF03FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100085 MAIN STREET||INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2568.0|48A7ED7FBF04FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100086 MAIN STREET|HALL 40M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2569.0|48A7ED7FBF05FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100087 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2570.0|48A7ED7FBF06FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100088 MAIN STREET|SUITE 41M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2571.0|48A7ED7FBF07FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100089 MAIN STREET|SUITE 42M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2572.0|48A7ED7FBF08FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100090 MAIN STREET|SUITE 43M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2573.0|48A7ED7FBF09FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100091 MAIN STREET|SUITE 44M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2574.0|48A7ED7FBF0AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100092 MAIN STREET|SUITE 45M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2575.0|48A7ED7FBF0BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100093 MAIN STREET|PO BOX 46M|BLOOMINGTON|IN|47402|US||||A||||||
IND2923|2576.0|48A7ED7FBF0CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100094 MAIN STREET|HALL 47M|BLOOMINGTON|IN|40705|US||||A||||||
IND2923|2577.0|48A7ED7FBF0DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100095 MAIN STREET|SUITE 48M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2578.0|48A7ED7FBF0EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100096 MAIN STREET|SUITE 49M|BLOOMINGTON|||US||||A||||||
IND2923|2579.0|48A7ED7FBF0FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100097 MAIN STREET||FH 302|||US||||A||||||
IND2923|2580.0|48A7ED7FBF10FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100098 MAIN STREET|SUITE 50M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2581.0|48A7ED7FBF11FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100099 MAIN STREET|SUITE 51M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2582.0|48A7ED7FBF12FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100100 MAIN STREET|SUITE 52M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2583.0|48A7ED7FBF13FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100101 MAIN STREET|SUITE 53M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2584.0|48A7ED7FBF14FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100102 MAIN STREET|SUITE 54M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2585.0|48A7ED7FBF15FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100103 MAIN STREET|SUITE 55M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2586.0|48A7ED7FBF16FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100104 MAIN STREET|SUITE 56M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2587.0|48A7ED7FBF17FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100105 MAIN STREET|SUITE 57M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2588.0|48A7ED7FBF18FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100106 MAIN STREET|SUITE 58M|MS 162|IN|46202|US||||A||||||
IND2923|2589.0|48A7ED7FBF19FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100107 MAIN STREET|OFFICE 59M|MS 122|IN|46202|US||||A||||||
IND2923|2590.0|48A7ED7FBF1AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100108 MAIN STREET|SUITE 60M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2591.0|48A7ED7FBF1BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100109 MAIN STREET|SUITE 61M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2592.0|48A7ED7FBF1CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100110 MAIN STREET|SUITE 62M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2593.0|48A7ED7FBF1DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100111 MAIN STREET|SUITE 63M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2594.0|48A7ED7FBF1EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100112 MAIN STREET|SUITE 64M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2595.0|48A7ED7FBF1FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100113 MAIN STREET|SUITE 65M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2596.0|48A7ED7FBF20FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100114 MAIN STREET|SUITE 66M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2597.0|48A7ED7FBF21FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100115 MAIN STREET|SUITE 67M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2598.0|48A7ED7FBF22FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100116 MAIN STREET|SUITE 68M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2599.0|48A7ED7FBF23FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100117 MAIN STREET|SUITE 69M|INDIANAPOLIS,|IN|46202|US||||A||||||
IND2923|2600.0|48A7ED7FBF24FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100118 MAIN STREET|SUITE 70M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2601.0|48A7ED7FBF25FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100119 MAIN STREET|SUITE 71M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2602.0|48A7ED7FBF26FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100120 MAIN STREET||CAMPUS MAIL|||US||||A||||||
IND2923|2603.0|48A7ED7FBF27FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100121 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2604.0|48A7ED7FBF28FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100122 MAIN STREET||INDIANAPOLIS|IN|46204|US||||A||||||
IND2923|2605.0|48A7ED7FBF29FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100123 MAIN STREET|PO BOX 72M|INDIANAPOLIS,|IN|46204|US||||A||||||
IND2923|2606.0|48A7ED7FBF2AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100124 MAIN STREET|SUITE 73M|BLOOMINGTON|IN|47405-1006|US||||A||||||
IND2923|2607.0|48A7ED7FBF2BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100125 MAIN STREET|SUITE 74M|IUPUI INDIANAPOLIS|||US||||A||||||
IND2923|2608.0|48A7ED7FBF2CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100126 MAIN STREET|SUITE 75M|INDPLS|IN|4622|US||||A||||||
IND2923|2609.0|48A7ED7FBF2DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100127 MAIN STREET||INDIANAPOLIS|IN|46204|US||||A||||||
IND2923|2610.0|48A7ED7FBF2EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100128 MAIN STREET|BY-PASS 76M|BLOOMINGTON|IN||US||||A||||||
IND2923|2611.0|48A7ED7FBF2FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100129 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2612.0|48A7ED7FBF30FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100130 MAIN STREET||BLOOMINGTON|IN|47402|US||||A||||||
IND2923|2613.0|48A7ED7FBF31FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100131 MAIN STREET||INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2614.0|48A7ED7FBF32FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100132 MAIN STREET|SUITE 77M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2615.0|48A7ED7FBF33FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100133 MAIN STREET|SUITE 78M|INDPLS|IN|46202|US||||A||||||
IND2923|2616.0|48A7ED7FBF34FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100134 MAIN STREET||INDPLS|IN|46202|US||||A||||||
IND2923|2617.0|48A7ED7FBF35FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100135 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2618.0|48A7ED7FBF36FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100136 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2619.0|48A7ED7FBF37FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100137 MAIN STREET||INDPLS|IN|46202|US||||A||||||
IND2923|2620.0|48A7ED7FBF38FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100138 MAIN STREET||SOUTH BEND|IN|46634-7111|US||||A||||||
IND2923|2621.0|48A7ED7FBF39FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100139 MAIN STREET||SOUTH BEND CAMPUS|IN|00000|US||||A||||||
IND2923|2622.0|48A7ED7FBF3AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100140 MAIN STREET|SUITE 79M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2623.0|48A7ED7FBF3BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100141 MAIN STREET|PO BOX 80M|SOUTH BEND|IN|466347111|US||||A||||||
IND2923|2624.0|48A7ED7FBF3CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100142 MAIN STREET||INDPLS|IN|46202|US||||A||||||
IND2923|2625.0|48A7ED7FBF3DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100143 MAIN STREET|SUITE 81M|SOUTH BEND|IN|46615|US||||A||||||
IND2923|2626.0|48A7ED7FBF3EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100144 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2627.0|48A7ED7FBF5DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100175 MAIN STREET|SUITE 97M|SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2628.0|48A7ED7FBF62FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100180 MAIN STREET|SUITE 100M|INDPLS|IN|46202|US||||A||||||
IND2923|2629.0|48A7ED7FBF65FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100183 MAIN STREET|SUITE 102M|INDPLS|IN|46202|US||||A||||||
IND2923|2630.0|48A7ED7FBF6CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100190 MAIN STREET|SUITE 106M|INDPLS|IN|46202|US||||A||||||
IND2923|2631.0|48A7ED7FBF6DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100191 MAIN STREET|SUITE 107M|INDPLS|IN|46202|US||||A||||||
IND2923|2632.0|48A7ED7FBF77FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100201 MAIN STREET|SUITE 112M|NEW ALBANY|IN|47150|US||||A||||||
IND2923|2633.0|48A7ED7FBF7CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100206 MAIN STREET|SUITE 114M|INDPLS|IN|46202|US||||A||||||
IND2923|2634.0|48A7ED7FBF88FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100218 MAIN STREET|SUITE 122M|INDIANAPOLIS|IN|46204|US||||A||||||
IND2923|2635.0|48A7ED7FBF89FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100219 MAIN STREET|SUITE 123M|CAMPUS MAIL|IN|47405|US||||A||||||
IND2923|2636.0|48A7ED7FBF8BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100221 MAIN STREET|ROOM 124M|SOUTH BEND CAMPUS|IN|466347111|US||||A||||||
IND2923|2637.0|48A7ED7FBF8CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100222 MAIN STREET|ROOM 125M|SOUTH BEND|IN|4663471111|US||||A||||||
IND2923|2638.0|48A7ED7FBF92FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100228 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2639.0|48A7ED7FBF94FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100230 MAIN STREET|SUITE 129M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2640.0|48A7ED7FBF9CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100238 MAIN STREET|SUITE 134M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2641.0|48A7ED7FBF9DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100239 MAIN STREET|SUITE 135M|INDIANAPOLIS CAMPUS|IN|46202|US||||A||||||
IND2923|2642.0|48A7ED7FBF9EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100240 MAIN STREET|SUITE 136M|INDPLS|IN|46202|US||||A||||||
IND2923|2643.0|48A7ED7FBF9FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100241 MAIN STREET|SUITE 137M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2644.0|48A7ED7FBFA9FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100251 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2645.0|48A7ED7FBFAAFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100252 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2646.0|48A7ED7FBFABFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100253 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2647.0|48A7ED7FBFACFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100254 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2648.0|48A7ED7FBFADFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100255 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2649.0|48A7ED7FBFB0FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100258 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2650.0|48A7ED7FBFB1FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100259 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2651.0|48A7ED7FBFB4FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100262 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2652.0|48A7ED7FBFB7FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100265 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2653.0|48A7ED7FBFBAFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100268 MAIN STREET||SOUTH BEND CAMPUS|IN|466347111|US||||A||||||
IND2923|2654.0|48A7ED7FBFBCFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100270 MAIN STREET||SOUTH BEND|IN|477347111|US||||A||||||
IND2923|2655.0|48A7ED7FBFC0FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100274 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2656.0|48A7ED7FBFC3FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100277 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2657.0|48A7ED7FBFCCFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100286 MAIN STREET|SUITE 149M|GARY|IN|46048|US||||A||||||
IND2923|2658.0|48A7ED7FBFCEFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100288 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2659.0|48A7ED7FC002FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100340 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2660.0|48A7ED7FC06FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100449 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2661.0|48A7ED7FC076FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100456 MAIN STREET|SUITE 244M|INDIANAPOLIS|IN|46204|US||||A||||||
IND2923|2662.0|48A7ED7FC078FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100458 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2663.0|48A7ED7FC09AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100492 MAIN STREET||BLOOMINGTON|IN|47405|US|||customer@domain.com|A||||||
IND2923|2664.0|48A7ED7FC0A2FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100500 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2665.0|48A7ED7FC0A3FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100501 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2666.0|48A7ED7FC0A5FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100503 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2667.0|48A7ED7FC0A6FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100504 MAIN STREET|ROOM 268M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2668.0|48A7ED7FC0A7FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100505 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2669.0|48A7ED7FC0A8FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100506 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2670.0|48A7ED7FC0A9FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100507 MAIN STREET|SUITE 269M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2671.0|48A7ED7FC0AAFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100508 MAIN STREET|SUITE 270M|BLOOMINGTON|IN|47408|US||||A||||||
IND2923|2672.0|48A7ED7FC0ABFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100509 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2673.0|48A7ED7FC0ACFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100510 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2674.0|48A7ED7FC0ADFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100511 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2675.0|48A7ED7FC0AEFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100512 MAIN STREET|SUITE 271M|INDIANAPOLIS|IN|46220|US||||A||||||
IND2923|2676.0|48A7ED7FC0AFFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100513 MAIN STREET||IUB|IN|47405|US||||A||||||
IND2923|2677.0|48A7ED7FC0B1FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100515 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2678.0|48A7ED7FC0B2FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100516 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2679.0|48A7ED7FC0B3FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100517 MAIN STREET||BLOOMINGTON|IN|47408|US||||A||||||
IND2923|2680.0|48A7ED7FC0B5FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100519 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2681.0|48A7ED7FC0B7FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100521 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2682.0|48A7ED7FC0BCFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100526 MAIN STREET||BLOOMINGTON|IN|47404|US||||A||||||
IND2923|2683.0|48A7ED7FC0BDFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100527 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2684.0|48A7ED7FC0BFFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100529 MAIN STREET||BLOMINGTON|IN|47405|US||||A||||||
IND2923|2685.0|48A7ED7FC0C6FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100536 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2686.0|48A7ED7FC0CAFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100540 MAIN STREET|SUITE 283M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2687.0|48A7ED7FC0CBFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100541 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2688.0|48A7ED7FC0CCFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100542 MAIN STREET|SUITE 284M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2689.0|48A7ED7FC0CDFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100543 MAIN STREET|SUITE 285M|INVOICES.|IN|47405|US||||A||||||
IND2923|2690.0|48A7ED7FC0D1FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100547 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2691.0|48A7ED7FC10BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100605 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2692.0|48A7ED7FC10CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100606 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2693.0|48A7ED7FC10DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100607 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2694.0|48A7ED7FC10EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100608 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2695.0|48A7ED7FC115FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100615 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2696.0|48A7ED7FC117FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100617 MAIN STREET|SUITE 317M|RICHMOND|IN|47274|US||||A||||||
IND2923|2697.0|48A7ED7FC11AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100620 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2698.0|48A7ED7FC11DFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100623 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
IND2923|2699.0|48A7ED7FC120FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100626 MAIN STREET|SUITE 323M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2700.0|48A7ED7FC122FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100628 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2701.0|48A7ED7FC124FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100630 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2702.0|48A7ED7FC12BFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100637 MAIN STREET|SUITE 328M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2703.0|48A7ED7FC13EFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100656 MAIN STREET||BLOOMINGTON|IN|47405-5501|US||||A||||||
IND2923|2704.0|48A7ED7FC13FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100657 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2705.0|48A7ED7FC140FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100658 MAIN STREET||BLOOMINGTON|IN|47408|US||||A||||||
IND2923|2706.0|48A7ED7FC141FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100659 MAIN STREET|HALL 337M|IUB|IN|47405|US||||A||||||
IND2923|2707.0|48A7ED7FC148FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100666 MAIN STREET||SOUTH BEND|IN|46615|US||||A||||||
IND2923|2708.0|48A7ED7FC14CFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100670 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2709.0|48A7ED7FC14FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100673 MAIN STREET|SUITE 344M|BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2710.0|48A7ED7FC154FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100678 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2711.0|48A7ED7FC157FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100681 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2712.0|48A7ED7FC158FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100682 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2713.0|48A7ED7FC159FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100683 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2714.0|48A7ED7FC15AFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100684 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2715.0|48A7ED7FC197FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100745 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2716.0|48A7ED7FC198FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100746 MAIN STREET||BLOOMINGTON CAMPUS|IN|47405|US||||A||||||
IND2923|2717.0|48A7ED7FC1C5FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100791 MAIN STREET||IUB|IN|47405|US||||A||||||
