fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_100_dlr_amt|fdoc_50_dlr_amt|fdoc_20_dlr_amt|fdoc_10_dlr_amt|fdoc_5_dlr_amt|fdoc_2_dlr_amt|fdoc_1_dlr_amt|fdoc_othr_dlr_amt|cshr_stat_cd|
TY5401204|CD|13EDF610118B4072E043814FD8814072|1.0||50.0|1540.0|80.0|105.0||19.0||X|
TY5401204|CR|13EDF610118C4072E043814FD8814072|1.0||50.0|1540.0|80.0|105.0||19.0||R|
TZ4587404|CD|13EDF6100C4C4072E043814FD8814072|1.0|||40.0||10.0||3.0||X|
TZ4587404|CR|13EDF6100C4D4072E043814FD8814072|1.0|||40.0||10.0||3.0||R|
TZ6652804|CD|13EDF6100E614072E043814FD8814072|1.0|||20.0|40.0|5.0||||X|
TZ6652804|CR|13EDF6100E624072E043814FD8814072|1.0|||20.0|40.0|5.0||||R|
UA0700204|CD|13EDF610110D4072E043814FD8814072|1.0||||10.0|||||X|
UA0700204|CR|13EDF610110E4072E043814FD8814072|1.0||||10.0|||||R|
UA8411404|CD|13EDF6100C8C4072E043814FD8814072|1.0|||200.0|10.0|||4.0||X|
UA8411404|CR|13EDF6100C8D4072E043814FD8814072|1.0|||200.0|10.0|||4.0||R|
UB7746304|CD|13EDF61010064072E043814FD8814072|1.0|||||15.0||4.0||X|
UB7746304|CR|13EDF61010074072E043814FD8814072|1.0|||||15.0||4.0||R|
UB9871104|CD|13EDF6100CE64072E043814FD8814072|1.0|100.0||680.0|160.0|35.0||65.0||X|
UB9871104|CR|13EDF6100CE74072E043814FD8814072|1.0|100.0||680.0|160.0|35.0||65.0||R|
UC2625604|CD|13EDF61013E04072E043814FD8814072|1.0|||820.0|180.0|105.0||10.0||X|
UC2625604|CR|13EDF61013E14072E043814FD8814072|1.0|||820.0|180.0|105.0||10.0||R|
UC5402304|CD|13EDF61011014072E043814FD8814072|1.0||||20.0|70.0||17.0||X|
UC5402304|CR|13EDF61011024072E043814FD8814072|1.0||||20.0|70.0||17.0||R|
UC7386904|CD|13EDF61017584072E043814FD8814072|1.0|||200.0|40.0|40.0||28.0||X|
UC7386904|CR|13EDF61017594072E043814FD8814072|1.0|||200.0|40.0|40.0||28.0||R|
UD7015904|CD|13EDF61012FC4072E043814FD8814072|1.0|||160.0||5.0||2.0||X|
UD7015904|CR|13EDF61012FD4072E043814FD8814072|1.0|||160.0||5.0||2.0||R|
UD7967104|CD|13EDF610146B4072E043814FD8814072|1.0||50.0|220.0|30.0|20.0||2.0||X|
UD7967104|CR|13EDF610146C4072E043814FD8814072|1.0||50.0|220.0|30.0|20.0||2.0||R|
UD8704804|CD|13EDF61010214072E043814FD8814072|1.0|||240.0|30.0|10.0||2.0||X|
UD8704804|CR|13EDF61010224072E043814FD8814072|1.0|||240.0|30.0|10.0||2.0||R|
UE8694704|CD|13EDF6100ED54072E043814FD8814072|1.0|||20.0||10.0||1.0||X|
UE8694704|CR|13EDF6100ED64072E043814FD8814072|1.0|||20.0||10.0||1.0||R|
UF9080204|CD|13EDF61014444072E043814FD8814072|1.0|||520.0|80.0|10.0||4.0||X|
UF9080204|CR|13EDF61014454072E043814FD8814072|1.0|||520.0|80.0|10.0||4.0||R|
UG5712304|CD|13EDF61017524072E043814FD8814072|1.0|||60.0||10.0||3.0||X|
UG5712304|CR|13EDF61017534072E043814FD8814072|1.0|||60.0||10.0||3.0||R|
UG6242304|CD|13EDF61014E54072E043814FD8814072|1.0||||10.0|5.0||3.0||X|
UG6242304|CR|13EDF61014E64072E043814FD8814072|1.0||||10.0|5.0||3.0||R|
UH0854904|CD|13EDF61010B94072E043814FD8814072|1.0|||80.0||||22.0||X|
UH0854904|CR|13EDF61010BA4072E043814FD8814072|1.0|||80.0||||22.0||R|
UH6216104|CD|13EDF6100F124072E043814FD8814072|1.0||50.0|180.0|10.0|10.0||12.0||X|
UH6216104|CR|13EDF6100F134072E043814FD8814072|1.0||50.0|180.0|10.0|10.0||12.0||R|
UI4205704|CD|13EDF61017284072E043814FD8814072|1.0|||80.0|30.0|10.0||||X|
UI4205704|CR|13EDF61017294072E043814FD8814072|1.0|||80.0|30.0|10.0||||R|
UI4914404|CD|13EDF6100E014072E043814FD8814072|1.0|||||10.0||||X|
UI4914404|CR|13EDF6100E024072E043814FD8814072|1.0|||||10.0||||R|
UI4947704|CD|13EDF61013824072E043814FD8814072|1.0||||10.0|10.0||2.0||X|
UI4947704|CR|13EDF61013834072E043814FD8814072|1.0||||10.0|10.0||2.0||R|
UI7522704|CD|13EDF61011514072E043814FD8814072|1.0|||260.0||10.0||10.0||X|
UI7522704|CR|13EDF61011524072E043814FD8814072|1.0|||260.0||10.0||10.0||R|
UI8189504|CR|13EDF61014524072E043814FD8814072|1.0|||||||||R|
UJ8783604|CD|13EDF610106D4072E043814FD8814072|1.0|||160.0|20.0|50.0||8.0||X|
UJ8783604|CR|13EDF610106E4072E043814FD8814072|1.0|||160.0|20.0|50.0||8.0||R|
UK2802304|CD|13EDF610149B4072E043814FD8814072|1.0|||60.0||||||X|
UK2802304|CR|13EDF610149C4072E043814FD8814072|1.0|||60.0||||||R|
UL4966104|CD|13EDF6100E574072E043814FD8814072|1.0|||300.0|10.0|5.0||||X|
UL4966104|CR|13EDF6100E584072E043814FD8814072|1.0|||300.0|10.0|5.0||||R|
UL6119704|CD|13EDF6100C664072E043814FD8814072|1.0|||900.0|160.0|35.0||5.0||X|
UL6119704|CR|13EDF6100C674072E043814FD8814072|1.0|||900.0|160.0|35.0||5.0||R|
UL8915104|CD|13EDF61017C04072E043814FD8814072|1.0|||||||1.0||X|
UL8915104|CR|13EDF61017C14072E043814FD8814072|1.0|||||||1.0||R|
UM0698904|CD|13EDF610127C4072E043814FD8814072|1.0|||120.0|30.0|60.0||3.0||X|
UM0698904|CR|13EDF610127D4072E043814FD8814072|1.0|||120.0|30.0|60.0||3.0||R|
UM8018604|CD|13EDF61017764072E043814FD8814072|1.0|||920.0|30.0|15.0||4.0||X|
UM8018604|CR|13EDF61017774072E043814FD8814072|1.0|||920.0|30.0|15.0||4.0||R|
UN7869304|CD|13EDF61010084072E043814FD8814072|1.0|||200.0|30.0|5.0||7.0||X|
UN7869304|CR|13EDF61010094072E043814FD8814072|1.0|||200.0|30.0|5.0||7.0||R|
UN9259204|CD|13EDF61013A64072E043814FD8814072|1.0|||780.0|30.0|85.0||6.0||X|
UN9259204|CR|13EDF61013A74072E043814FD8814072|1.0|||780.0|30.0|85.0||6.0||R|
UP4513204|CD|13EDF6100DB34072E043814FD8814072|1.0|||||||15.0||X|
UP4513204|CR|13EDF6100DB44072E043814FD8814072|1.0|||||||15.0||R|
UP6290604|CD|13EDF61016F64072E043814FD8814072|1.0|||80.0|10.0|10.0||1.0||X|
UP6290604|CR|13EDF61016F74072E043814FD8814072|1.0|||80.0|10.0|10.0||1.0||R|
UP6692904|CD|13EDF61010194072E043814FD8814072|1.0|||760.0|70.0|55.0||63.0||X|
UP6692904|CR|13EDF610101A4072E043814FD8814072|1.0|||760.0|70.0|55.0||63.0||R|
UQ5651404|CD|13EDF6100D244072E043814FD8814072|1.0||||20.0|15.0||4.0||X|
UQ5651404|CR|13EDF6100D254072E043814FD8814072|1.0||||20.0|15.0||4.0||R|
UR2621304|CD|13EDF6100DA34072E043814FD8814072|1.0|||680.0|270.0|145.0||38.0||X|
UR2621304|CR|13EDF6100DA44072E043814FD8814072|1.0|||680.0|270.0|145.0||38.0||R|
UR6906404|CD|13EDF610106B4072E043814FD8814072|1.0|||100.0|30.0|||11.0||X|
UR6906404|CR|13EDF610106C4072E043814FD8814072|1.0|||100.0|30.0|||11.0||R|
UR7172704|CD|13EDF61017ED4072E043814FD8814072|1.0|||340.0|30.0|95.0||37.0||X|
UR7172704|CR|13EDF61017EE4072E043814FD8814072|1.0|||340.0|30.0|95.0||37.0||R|
US1690004|CD|13EDF6100E8A4072E043814FD8814072|1.0|||40.0||75.0||9.0||X|
US1690004|CR|13EDF6100E8B4072E043814FD8814072|1.0|||40.0||75.0||9.0||R|
US6472404|CD|13EDF610152B4072E043814FD8814072|1.0|||120.0|20.0|5.0||1.0||X|
US6472404|CR|13EDF610152C4072E043814FD8814072|1.0|||120.0|20.0|5.0||1.0||R|
UT5413704|CD|13EDF61012004072E043814FD8814072|1.0|||20.0|50.0|25.0||27.0||X|
UT5413704|CR|13EDF61012014072E043814FD8814072|1.0|||20.0|50.0|25.0||27.0||R|
UU3627204|CD|13EDF61010F74072E043814FD8814072|1.0|||20.0|10.0|||3.0||X|
UU3627204|CR|13EDF61010F84072E043814FD8814072|1.0|||20.0|10.0|||3.0||R|
UU5069304|CD|13EDF610133E4072E043814FD8814072|1.0||50.0|420.0|30.0|85.0||26.0||X|
UU5069304|CR|13EDF610133F4072E043814FD8814072|1.0||50.0|420.0|30.0|85.0||26.0||R|
UU5287204|CD|13EDF61011F04072E043814FD8814072|1.0|||160.0|20.0|20.0||5.0||X|
UU5287204|CR|13EDF61011F14072E043814FD8814072|1.0|||160.0|20.0|20.0||5.0||R|
UU7172804|CD|13EDF61014A14072E043814FD8814072|1.0|||1620.0|120.0|120.0||141.0||X|
UU7172804|CR|13EDF61014A24072E043814FD8814072|1.0|||1620.0|120.0|120.0||141.0||R|
UU9175704|CD|13EDF6100E2D4072E043814FD8814072|1.0|||200.0|70.0|35.0||5.0||X|
UU9175704|CR|13EDF6100E2E4072E043814FD8814072|1.0|||200.0|70.0|35.0||5.0||R|
UU9590004|CD|13EDF6100F1C4072E043814FD8814072|1.0|||160.0|60.0|45.0||4.0||X|
UU9590004|CR|13EDF6100F1D4072E043814FD8814072|1.0|||160.0|60.0|45.0||4.0||R|
UV1100004|CD|13EDF61011A94072E043814FD8814072|1.0|||1160.0|240.0|185.0||38.0||X|
UV1100004|CR|13EDF61011AA4072E043814FD8814072|1.0|||1160.0|240.0|185.0||38.0||R|
UV1341904|CD|13EDF61014734072E043814FD8814072|1.0|||1480.0|150.0|150.0||21.0||X|
UV1341904|CR|13EDF61014744072E043814FD8814072|1.0|||1480.0|150.0|150.0||21.0||R|
UV3352804|CD|13EDF61016CC4072E043814FD8814072|1.0|||800.0|140.0|75.0||4.0||X|
UV3352804|CR|13EDF61016CD4072E043814FD8814072|1.0|||800.0|140.0|75.0||4.0||R|
UV3509904|CD|13EDF6100CB64072E043814FD8814072|1.0|||100.0|20.0|45.0||2.0||X|
UV3509904|CR|13EDF6100CB74072E043814FD8814072|1.0|||100.0|20.0|45.0||2.0||R|
UV8100604|CR|13EDF6100D3A4072E043814FD8814072|1.0|||20.0||5.0||2.0||R|
UV8605004|CD|13EDF61017A04072E043814FD8814072|1.0|||40.0||15.0||1.0||X|
UV8605004|CR|13EDF61017A14072E043814FD8814072|1.0|||40.0||15.0||1.0||R|
UV9591904|CD|13EDF6100F1E4072E043814FD8814072|1.0|||640.0|270.0|120.0||41.0||X|
UV9591904|CR|13EDF6100F1F4072E043814FD8814072|1.0|||640.0|270.0|120.0||41.0||R|
UW1715404|CD|13EDF61016054072E043814FD8814072|1.0|||500.0|40.0|30.0||3.0||X|
UW1715404|CR|13EDF61016064072E043814FD8814072|1.0|||500.0|40.0|30.0||3.0||R|
UW3032504|CD|13EDF61016F24072E043814FD8814072|1.0|||20.0||||3.0||X|
UW3032504|CR|13EDF61016F34072E043814FD8814072|1.0|||20.0||||3.0||R|
UW5696104|CD|13EDF610103F4072E043814FD8814072|1.0|||1020.0|60.0|110.0||25.0||X|
UW5696104|CR|13EDF61010404072E043814FD8814072|1.0|||1020.0|60.0|110.0||25.0||R|
UW6449804|CD|13EDF61017684072E043814FD8814072|1.0||100.0|1460.0|170.0|95.0||17.0||X|
UW6449804|CR|13EDF61017694072E043814FD8814072|1.0||100.0|1460.0|170.0|95.0||17.0||R|
UW7806004|CD|13EDF610148D4072E043814FD8814072|1.0|100.0||320.0|10.0|||8.0||X|
UW7806004|CR|13EDF610148E4072E043814FD8814072|1.0|100.0||320.0|10.0|||8.0||R|
UW8194004|CD|13EDF610134A4072E043814FD8814072|1.0|||40.0|20.0|15.0||12.0||X|
UW8194004|CR|13EDF610134B4072E043814FD8814072|1.0|||40.0|20.0|15.0||12.0||R|
UY3370404|CD|13EDF61010E74072E043814FD8814072|1.0|100.0||1580.0|150.0|30.0||14.0||X|
UY3370404|CR|13EDF61010E84072E043814FD8814072|1.0|100.0||1580.0|150.0|30.0||14.0||R|
UY8977304|CD|13EDF61010334072E043814FD8814072|1.0|||40.0|10.0|||3.0||X|
UY8977304|CR|13EDF61010344072E043814FD8814072|1.0|||40.0|10.0|||3.0||R|
VA2416804|CD|13EDF6100EFC4072E043814FD8814072|1.0||50.0|760.0|150.0|10.0||7.0||X|
VA2416804|CR|13EDF6100EFD4072E043814FD8814072|1.0||50.0|760.0|150.0|10.0||7.0||R|
VA4950004|CD|13EDF61016924072E043814FD8814072|1.0||||60.0|||5.0||X|
VA4950004|CR|13EDF61016934072E043814FD8814072|1.0||||60.0|||5.0||R|
VB4637204|CD|13EDF6100C504072E043814FD8814072|1.0|||||5.0||||X|
VB4637204|CR|13EDF6100C514072E043814FD8814072|1.0|||||5.0||||R|
VB5674704|CD|13EDF61016944072E043814FD8814072|1.0|||100.0|20.0|5.0||||X|
VB5674704|CR|13EDF61016954072E043814FD8814072|1.0|||100.0|20.0|5.0||||R|
VB6014104|CD|13EDF610107B4072E043814FD8814072|1.0|||40.0||5.0||||X|
VB6014104|CR|13EDF610107C4072E043814FD8814072|1.0|||40.0||5.0||||R|
VB6158404|CD|13EDF6100EAF4072E043814FD8814072|1.0|||20.0||50.0||1.0||X|
VB6158404|CR|13EDF6100EB04072E043814FD8814072|1.0|||20.0||50.0||1.0||R|
VB6196704|CD|13EDF61017664072E043814FD8814072|1.0|||260.0|10.0|20.0||2.0||X|
VB6196704|CR|13EDF61017674072E043814FD8814072|1.0|||260.0|10.0|20.0||2.0||R|
VB8365304|CD|13EDF610179E4072E043814FD8814072|1.0||||10.0|||1.0||X|
VB8365304|CR|13EDF610179F4072E043814FD8814072|1.0||||10.0|||1.0||R|
VB8705204|CD|13EDF61011744072E043814FD8814072|1.0||50.0|860.0|150.0|195.0||66.0||X|
VB8705204|CR|13EDF61011754072E043814FD8814072|1.0||50.0|860.0|150.0|195.0||66.0||R|
VC8545704|CD|13EDF61014164072E043814FD8814072|1.0|||300.0|10.0|||1.0||X|
VC8545704|CR|13EDF61014174072E043814FD8814072|1.0|||300.0|10.0|||1.0||R|
VC9388204|CD|13EDF61016984072E043814FD8814072|1.0|||100.0|40.0|20.0||6.0||X|
VC9388204|CR|13EDF61016994072E043814FD8814072|1.0|||100.0|40.0|20.0||6.0||R|
VC9538104|CD|13EDF610117E4072E043814FD8814072|1.0||50.0|1440.0|50.0|30.0||32.0||X|
VC9538104|CR|13EDF610117F4072E043814FD8814072|1.0||50.0|1440.0|50.0|30.0||32.0||R|
VD1101704|CD|13EDF610165A4072E043814FD8814072|1.0|||140.0|50.0|30.0||19.0||X|
VD1101704|CR|13EDF610165B4072E043814FD8814072|1.0|||140.0|50.0|30.0||19.0||R|
VD5510304|CD|13EDF61017FF4072E043814FD8814072|1.0|||40.0|40.0|5.0||4.0||X|
VD5510304|CR|13EDF61018004072E043814FD8814072|1.0|||40.0|40.0|5.0||4.0||R|
VF0219004|CD|13EDF6100CEC4072E043814FD8814072|1.0|||180.0|10.0|10.0||9.0||X|
VF0219004|CR|13EDF6100CED4072E043814FD8814072|1.0|||180.0|10.0|10.0||9.0||R|
VG9365704|CD|13EDF61017A64072E043814FD8814072|1.0|||800.0|170.0|100.0||5.0||X|
VG9365704|CR|13EDF61017A74072E043814FD8814072|1.0|||800.0|170.0|100.0||5.0||R|
VG9730804|CD|13EDF610127A4072E043814FD8814072|1.0||50.0|200.0|20.0|5.0||37.0||X|
VG9730804|CR|13EDF610127B4072E043814FD8814072|1.0||50.0|200.0|20.0|5.0||37.0||R|
VH5888404|CD|13EDF610169E4072E043814FD8814072|1.0|||720.0|80.0|5.0||7.0||X|
VH5888404|CR|13EDF610169F4072E043814FD8814072|1.0|||720.0|80.0|5.0||7.0||R|
VH5970304|CD|13EDF6100C094072E043814FD8814072|1.0|||140.0|10.0|15.0||1.0||X|
VH5970304|CR|13EDF6100C0A4072E043814FD8814072|1.0|||140.0|10.0|15.0||1.0||R|
VH8616304|CD|13EDF61015414072E043814FD8814072|1.0|100.0||140.0||||4.0||X|
VH8616304|CR|13EDF61015424072E043814FD8814072|1.0|100.0||140.0||||4.0||R|
VH8682404|CD|13EDF61011D14072E043814FD8814072|1.0|200.0||60.0|20.0|||5.0||X|
VH8682404|CR|13EDF61011D24072E043814FD8814072|1.0|200.0||60.0|20.0|||5.0||R|
VH8952404|CD|13EDF610120E4072E043814FD8814072|1.0|||100.0||||5.0||X|
VH8952404|CR|13EDF610120F4072E043814FD8814072|1.0|||100.0||||5.0||R|
VI1814804|CD|13EDF61010FD4072E043814FD8814072|1.0|||1080.0|110.0|||36.0||X|
VI1814804|CR|13EDF61010FE4072E043814FD8814072|1.0|||1080.0|110.0|||36.0||R|
VI7278204|CD|13EDF61017744072E043814FD8814072|1.0|||700.0|190.0|||4.0||X|
VI7278204|CR|13EDF61017754072E043814FD8814072|1.0|||700.0|190.0|||4.0||R|
VI9367604|CD|13EDF61017A84072E043814FD8814072|1.0|||40.0||||8.0||X|
VI9367604|CR|13EDF61017A94072E043814FD8814072|1.0|||40.0||||8.0||R|
VJ0476404|CD|13EDF610173C4072E043814FD8814072|1.0|||||5.0||2.0||X|
VJ0476404|CR|13EDF610173D4072E043814FD8814072|1.0|||||5.0||2.0||R|
VJ6188504|CD|13EDF610138A4072E043814FD8814072|1.0|100.0||80.0||5.0||1.0||X|
VJ6188504|CR|13EDF610138B4072E043814FD8814072|1.0|100.0||80.0||5.0||1.0||R|
VJ8242304|CD|13EDF61015694072E043814FD8814072|1.0|||20.0||||17.0||X|
VJ8242304|CR|13EDF610156A4072E043814FD8814072|1.0|||20.0||||17.0||R|
VL5031304|CD|13EDF61011DB4072E043814FD8814072|1.0|||40.0||5.0||||X|
VL5031304|CR|13EDF61011DC4072E043814FD8814072|1.0|||40.0||5.0||||R|
VL7546804|CD|13EDF61012C44072E043814FD8814072|1.0||200.0|2280.0|170.0|5.0||25.0||X|
VL7546804|CR|13EDF61012C54072E043814FD8814072|1.0||200.0|2280.0|170.0|5.0||25.0||R|
VL9356204|CD|13EDF610152F4072E043814FD8814072|1.0|||180.0||15.0||22.0||X|
VL9356204|CR|13EDF61015304072E043814FD8814072|1.0|||180.0||15.0||22.0||R|
VM7554504|CD|13EDF61013F24072E043814FD8814072|1.0|||40.0|10.0|5.0||1.0||X|
VM7554504|CR|13EDF61013F34072E043814FD8814072|1.0|||40.0|10.0|5.0||1.0||R|
VM9573504|CD|13EDF6100FD24072E043814FD8814072|1.0|100.0||100.0|10.0|||6.0||X|
VM9573504|CR|13EDF6100FD34072E043814FD8814072|1.0|100.0||100.0|10.0|||6.0||R|
VM9948504|CD|13EDF6100BDF4072E043814FD8814072|1.0|||80.0|10.0|||2.0||X|
VM9948504|CR|13EDF6100BE04072E043814FD8814072|1.0|||80.0|10.0|||2.0||R|
VN4446604|CD|13EDF6100EF04072E043814FD8814072|1.0|||160.0||10.0||7.0||X|
VN4446604|CR|13EDF6100EF14072E043814FD8814072|1.0|||160.0||10.0||7.0||R|
VN4627104|CD|13EDF6100F084072E043814FD8814072|1.0|100.0||140.0|30.0|||16.0||X|
VN4627104|CR|13EDF6100F094072E043814FD8814072|1.0|100.0||140.0|30.0|||16.0||R|
VN7349204|CD|13EDF61015014072E043814FD8814072|1.0|||||10.0||||X|
VN7349204|CR|13EDF61015024072E043814FD8814072|1.0|||||10.0||||R|
VO2012404|CD|13EDF61015574072E043814FD8814072|1.0||50.0|1160.0|190.0|30.0||70.0||X|
VO2012404|CR|13EDF61015584072E043814FD8814072|1.0||50.0|1160.0|190.0|30.0||70.0||R|
VO2459504|CD|13EDF61014F34072E043814FD8814072|1.0|||160.0|60.0|10.0||2.0||X|
VO2459504|CR|13EDF61014F44072E043814FD8814072|1.0|||160.0|60.0|10.0||2.0||R|
VQ3351204|CD|13EDF6100F2E4072E043814FD8814072|1.0|||60.0|30.0|5.0||||X|
VQ3351204|CR|13EDF6100F2F4072E043814FD8814072|1.0|||60.0|30.0|5.0||||R|
VQ6779404|CD|13EDF61011DF4072E043814FD8814072|1.0|||0.0|20.0|10.0|0.0|2.0||X|
VQ6779404|CR|13EDF61011E04072E043814FD8814072|1.0|||20.0|10.0||2.0|||R|
VR4254104|CR|13EDF61011674072E043814FD8814072|1.0|||20.0||||||R|
VR5884204|CD|13EDF61012AD4072E043814FD8814072|1.0|||420.0||5.0||3.0||X|
VR5884204|CR|13EDF61012AE4072E043814FD8814072|1.0|||420.0||5.0||3.0||R|
VS0180904|CD|13EDF6100F494072E043814FD8814072|1.0|300.0|50.0|1520.0|110.0|115.0||4.0||X|
VS0180904|CR|13EDF6100F4A4072E043814FD8814072|1.0|300.0|50.0|1520.0|110.0|115.0||4.0||R|
VS0505304|CD|13EDF61012444072E043814FD8814072|1.0|||40.0||||4.0||X|
VS0505304|CR|13EDF61012454072E043814FD8814072|1.0|||40.0||||4.0||R|
VS6527004|CD|13EDF61012024072E043814FD8814072|1.0|||20.0|40.0|5.0||3.0||X|
VS6527004|CR|13EDF61012034072E043814FD8814072|1.0|||20.0|40.0|5.0||3.0||R|
VS7544504|CD|13EDF6100E6B4072E043814FD8814072|1.0|||120.0|10.0|20.0||21.0||X|
VS7544504|CR|13EDF6100E6C4072E043814FD8814072|1.0|||120.0|10.0|20.0||21.0||R|
VS9727604|CD|13EDF6100FD44072E043814FD8814072|1.0|||20.0||5.0||2.0||X|
VS9727604|CR|13EDF6100FD54072E043814FD8814072|1.0|||20.0||5.0||2.0||R|
VT6854404|CD|13EDF61011394072E043814FD8814072|1.0|100.0||60.0||||3.0||X|
VT6854404|CR|13EDF610113A4072E043814FD8814072|1.0|100.0||60.0||||3.0||R|
VT9117304|CD|13EDF61011A74072E043814FD8814072|1.0|||1280.0|200.0|200.0||84.0||X|
VT9117304|CR|13EDF61011A84072E043814FD8814072|1.0|||1280.0|200.0|200.0||84.0||R|
VT9722604|CD|13EDF61011D54072E043814FD8814072|1.0||50.0|380.0|50.0|190.0||12.0||X|
VT9722604|CR|13EDF61011D64072E043814FD8814072|1.0||50.0|380.0|50.0|190.0||12.0||R|
VU6195504|CD|13EDF61015934072E043814FD8814072|1.0|200.0|100.0|980.0|110.0|15.0||126.0||X|
VU6195504|CR|13EDF61015944072E043814FD8814072|1.0|200.0|100.0|980.0|110.0|15.0||126.0||R|
VU9091604|CD|13EDF61010A14072E043814FD8814072|1.0|||20.0|40.0|25.0||3.0||X|
VU9091604|CR|13EDF61010A24072E043814FD8814072|1.0|||20.0|40.0|25.0||3.0||R|
VU9711404|CD|13EDF6100DD14072E043814FD8814072|1.0|||160.0|10.0|10.0||16.0||X|
VU9711404|CR|13EDF6100DD24072E043814FD8814072|1.0|||160.0|10.0|10.0||16.0||R|
VU9777504|CD|13EDF61016E24072E043814FD8814072|1.0|||60.0||||||X|
VU9777504|CR|13EDF61016E34072E043814FD8814072|1.0|||60.0||||||R|
VV0700304|CD|13EDF61012804072E043814FD8814072|1.0|||200.0|80.0|115.0||76.0||X|
VV0700304|CR|13EDF61012814072E043814FD8814072|1.0|||200.0|80.0|115.0||76.0||R|
VV4850804|CD|13EDF6100E554072E043814FD8814072|1.0|||80.0|10.0|||13.0||X|
VV4850804|CR|13EDF6100E564072E043814FD8814072|1.0|||80.0|10.0|||13.0||R|
VW3610304|CD|13EDF61014794072E043814FD8814072|1.0|||||||12.0||X|
VW3610304|CR|13EDF610147A4072E043814FD8814072|1.0|||||||12.0||R|
VX3790304|CD|13EDF6100C444072E043814FD8814072|1.0|100.0|50.0|360.0|10.0|||28.0||X|
VX3790304|CR|13EDF6100C454072E043814FD8814072|1.0|100.0|50.0|360.0|10.0|||28.0||R|
VY6621404|CD|13EDF6100D764072E043814FD8814072|1.0|||740.0|100.0|45.0||84.0||X|
VY6621404|CR|13EDF6100D774072E043814FD8814072|1.0|||740.0|100.0|45.0||84.0||R|
VZ8644004|CD|13EDF61012424072E043814FD8814072|1.0|||80.0||10.0||4.0||X|
VZ8644004|CR|13EDF61012434072E043814FD8814072|1.0|||80.0||10.0||4.0||R|
WA1817104|CD|13EDF61014004072E043814FD8814072|1.0|||40.0|10.0|5.0||1.0||X|
WA1817104|CR|13EDF61014014072E043814FD8814072|1.0|||40.0|10.0|5.0||1.0||R|
WA4554704|CD|13EDF61011FE4072E043814FD8814072|1.0|||860.0|80.0|130.0||4.0||X|
WA4554704|CR|13EDF61011FF4072E043814FD8814072|1.0|||860.0|80.0|130.0||4.0||R|
WA5155804|CD|13EDF61013CC4072E043814FD8814072|1.0|||40.0||5.0||3.0||X|
WA5155804|CR|13EDF61013CD4072E043814FD8814072|1.0|||40.0||5.0||3.0||R|
WB0776504|CD|13EDF6100F784072E043814FD8814072|1.0|||40.0||10.0||5.0||X|
WB0776504|CR|13EDF6100F794072E043814FD8814072|1.0|||40.0||10.0||5.0||R|
WB4159604|CD|13EDF61012164072E043814FD8814072|1.0|100.0|100.0|420.0|30.0|55.0||7.0||X|
WB4159604|CR|13EDF61012174072E043814FD8814072|1.0|100.0|100.0|420.0|30.0|55.0||7.0||R|
WB4369804|CD|13EDF6100EDD4072E043814FD8814072|1.0|||60.0|30.0|5.0||6.0||X|
WB4369804|CR|13EDF6100EDE4072E043814FD8814072|1.0|||60.0|30.0|5.0||6.0||R|
WB7999104|CD|13EDF610180F4072E043814FD8814072|1.0|||60.0||||||X|
WB7999104|CR|13EDF610180B4072E043814FD8814072|1.0|||60.0||||||R|
WC9154804|CR|13EDF61012A24072E043814FD8814072|1.0|||100.0|50.0|15.0||6.0||R|
WE2072204|CD|13EDF6100F284072E043814FD8814072|1.0||50.0|880.0|100.0|75.0||96.0||X|
WE2072204|CR|13EDF6100F294072E043814FD8814072|1.0||50.0|880.0|60.0|115.0||96.0||R|
WE8576004|CD|13EDF6100F184072E043814FD8814072|1.0|||620.0|30.0|85.0||61.0||X|
WE8576004|CR|13EDF6100F194072E043814FD8814072|1.0|||620.0|30.0|85.0||61.0||R|
WF0811304|CD|13EDF61011814072E043814FD8814072|1.0||50.0|120.0|20.0|15.0||2.0||X|
WF0811304|CR|13EDF61011824072E043814FD8814072|1.0||50.0|120.0|20.0|15.0||2.0||R|
WG1051604|CD|13EDF6100DE14072E043814FD8814072|1.0|||340.0|80.0|90.0||9.0||X|
WG1051604|CR|13EDF6100DE24072E043814FD8814072|1.0|||340.0|80.0|90.0||9.0||R|
WG8580504|CD|13EDF61010B74072E043814FD8814072|1.0||50.0|1460.0|60.0|10.0||12.0||X|
WG8580504|CR|13EDF61010B84072E043814FD8814072|1.0||50.0|1460.0|60.0|10.0||12.0||R|
WH3831804|CD|13EDF6100DAF4072E043814FD8814072|1.0|||80.0||10.0||1.0||X|
WH3831804|CR|13EDF6100DB04072E043814FD8814072|1.0|||80.0||10.0||1.0||R|
WH4287904|CD|13EDF61012D64072E043814FD8814072|1.0|||1400.0|120.0|70.0||40.0||X|
WH4287904|CR|13EDF61012D74072E043814FD8814072|1.0|||1400.0|120.0|70.0||40.0||R|
WH6158804|CD|13EDF6100FAC4072E043814FD8814072|1.0|||160.0|40.0|5.0||4.0||X|
WH6158804|CR|13EDF6100FAD4072E043814FD8814072|1.0|||160.0|40.0|5.0||4.0||R|
WH7364304|CD|13EDF6100EC34072E043814FD8814072|1.0|||40.0||5.0||3.0||X|
WH7364304|CR|13EDF6100EC44072E043814FD8814072|1.0|||40.0||5.0||3.0||R|
