fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_50_cent_amt|fdoc_25_cent_amt|fdoc_10_cent_amt|fdoc_5_cent_amt|fdoc_1_cent_amt|fdoc_othr_cent_amt|fdoc_100_cent_amt|cshr_stat_cd|
JI4065404|CD|14034DEF1CBE4D8CE043814FD8814D8C|1.0||0.5||2.0||||X|
JI4065404|CR|14034DEF1CBF4D8CE043814FD8814D8C|1.0||0.5||2.0||||R|
JJ2785304|CD|14034DEF17A84D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||X|
JJ2785304|CR|14034DEF17A94D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||R|
JL4370404|CD|14034DEF1F0F4D8CE043814FD8814D8C|1.0||1.25||||||X|
JL4370404|CR|14034DEF1F104D8CE043814FD8814D8C|1.0||1.25||||||R|
JM7555804|CD|14034DEF1A054D8CE043814FD8814D8C|1.0||0.75|1.5|0.4|0.12|||X|
JM7555804|CR|14034DEF1A064D8CE043814FD8814D8C|1.0||0.75|1.5|0.4|0.12|||R|
JN3439704|CD|14034DEF1B124D8CE043814FD8814D8C|1.0||0.75||||||X|
JN3439704|CR|14034DEF1B134D8CE043814FD8814D8C|1.0||0.75||||||R|
JN5402704|CD|14034DEF1D8E4D8CE043814FD8814D8C|1.0||0.5||||||X|
JN5402704|CR|14034DEF1D8F4D8CE043814FD8814D8C|1.0||0.5||||||R|
JN5673704|CD|14034DEF19774D8CE043814FD8814D8C|1.0||1.0||||||X|
JN5673704|CR|14034DEF19784D8CE043814FD8814D8C|1.0||1.0||||||R|
JN7923504|CD|14034DEF19C94D8CE043814FD8814D8C|1.0||0.75||||||X|
JN7923504|CR|14034DEF19CA4D8CE043814FD8814D8C|1.0||0.75||||||R|
JN8081004|CD|14034DEF1FAC4D8CE043814FD8814D8C|1.0||1.0|2.3|0.3|0.35||1.0|X|
JN8081004|CR|14034DEF1FAD4D8CE043814FD8814D8C|1.0||1.0|2.3|0.3|0.35||1.0|R|
JO0352304|CD|14034DEF1EED4D8CE043814FD8814D8C|1.0||1.0||||||X|
JO0352304|CR|14034DEF1EEE4D8CE043814FD8814D8C|1.0||1.0||||||R|
JQ5433504|CD|14034DEF1E794D8CE043814FD8814D8C|1.0||0.75||||||X|
JQ5433504|CR|14034DEF1E7A4D8CE043814FD8814D8C|1.0||0.75||||||R|
JQ8237404|CD|14034DEF1A074D8CE043814FD8814D8C|1.0||1.75|1.8|0.2||||X|
JQ8237404|CR|14034DEF1A084D8CE043814FD8814D8C|1.0||1.75|1.8|0.2||||R|
JS0018104|CD|14034DEF18274D8CE043814FD8814D8C|1.0||0.75||||||X|
JS0018104|CR|14034DEF18284D8CE043814FD8814D8C|1.0||0.75||||||R|
JS5143304|CD|14034DEF1CC04D8CE043814FD8814D8C|1.0||1.0||||||X|
JS5143304|CR|14034DEF1CC14D8CE043814FD8814D8C|1.0||1.0||||||R|
JU4102604|CD|14034DEF1F0D4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||X|
JU4102604|CR|14034DEF1F0E4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||R|
JU5263204|CD|14034DEF1AE64D8CE043814FD8814D8C|1.0||1.25|0.4|0.05|0.05|||X|
JU5263204|CR|14034DEF1AE74D8CE043814FD8814D8C|1.0||1.25|0.4|0.05|0.05|||R|
JV7845704|CD|14034DEF1EDF4D8CE043814FD8814D8C|1.0||0.5||||||X|
JV7845704|CR|14034DEF1EE04D8CE043814FD8814D8C|1.0||0.5||||||R|
JV9369004|CD|14034DEF19284D8CE043814FD8814D8C|1.0||1.0||||||X|
JV9369004|CR|14034DEF19294D8CE043814FD8814D8C|1.0||1.0||||||R|
JW0910504|CD|14034DEF1BB54D8CE043814FD8814D8C|1.0||0.75||||||X|
JW0910504|CR|14034DEF1BB64D8CE043814FD8814D8C|1.0||0.75||||||R|
JX5674404|CD|14034DEF1BA24D8CE043814FD8814D8C|1.0||0.25|0.4|0.05|0.05|||X|
JX5674404|CR|14034DEF1BA34D8CE043814FD8814D8C|1.0||0.75||||||R|
JX9387604|CD|14034DEF1A434D8CE043814FD8814D8C|1.0||0.75||||||X|
JX9387604|CR|14034DEF1A444D8CE043814FD8814D8C|1.0||0.75||||||R|
JY1748304|CD|14034DEF1E4B4D8CE043814FD8814D8C|1.0||1.25||||||X|
JY1748304|CR|14034DEF1E4C4D8CE043814FD8814D8C|1.0||1.25||||||R|
JY2455904|CD|14034DEF1D0A4D8CE043814FD8814D8C|1.0||0.75|||0.01|||X|
JY2455904|CR|14034DEF1D0B4D8CE043814FD8814D8C|1.0||0.75|||0.01|||R|
JY7607204|CD|14034DEF1ABE4D8CE043814FD8814D8C|1.0||0.75||||||X|
JY7607204|CR|14034DEF1ABF4D8CE043814FD8814D8C|1.0||0.75||||||R|
JZ7905904|CD|14034DEF17C44D8CE043814FD8814D8C|1.0||0.75||||||X|
JZ7905904|CR|14034DEF17C54D8CE043814FD8814D8C|1.0||0.75||||||R|
KA2307604|CD|14034DEF190A4D8CE043814FD8814D8C|1.0||1.0||||||X|
KA2307604|CR|14034DEF190B4D8CE043814FD8814D8C|1.0||1.0||||||R|
KA6250204|CD|14034DEF174C4D8CE043814FD8814D8C|1.0||0.5|||||2.0|X|
KA6250204|CR|14034DEF174D4D8CE043814FD8814D8C|1.0||0.5|||||2.0|R|
KA6390304|CD|14034DEF1A994D8CE043814FD8814D8C|1.0||0.75|0.1|0.05|0.1|||X|
KA6390304|CR|14034DEF1A9A4D8CE043814FD8814D8C|1.0||0.75|0.1|0.05|0.1|||R|
KA6780904|CD|14034DEF197D4D8CE043814FD8814D8C|1.0||0.5||||||X|
KA6780904|CR|14034DEF197E4D8CE043814FD8814D8C|1.0||0.5||||||R|
KC2620704|CD|14034DEF187E4D8CE043814FD8814D8C|1.0||0.25|1.5|0.5|||1.0|X|
KC2620704|CR|14034DEF187F4D8CE043814FD8814D8C|1.0||0.25|1.5|0.5|||1.0|R|
KC5525904|CD|14034DEF1D184D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||X|
KC5525904|CR|14034DEF1D194D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||R|
KC6221304|CD|14034DEF1D3E4D8CE043814FD8814D8C|1.0||0.75|1.0|0.1||||X|
KC6221304|CR|14034DEF1D3F4D8CE043814FD8814D8C|1.0||0.75|1.0|0.1||||R|
KD4950904|CR|14034DEF17474D8CE043814FD8814D8C|1.0||||||||R|
KD9606004|CD|14034DEF1A854D8CE043814FD8814D8C|1.0||0.5||||||X|
KD9606004|CR|14034DEF1A864D8CE043814FD8814D8C|1.0||0.5||||||R|
KE2699804|CD|14034DEF1E714D8CE043814FD8814D8C|1.0||1.5|0.1|0.1|0.05|||X|
KE2699804|CR|14034DEF1E724D8CE043814FD8814D8C|1.0||1.5|0.1|0.1|0.05|||R|
KE2739304|CD|14034DEF1A4D4D8CE043814FD8814D8C|1.0||0.75||||||X|
KE2739304|CR|14034DEF1A4E4D8CE043814FD8814D8C|1.0||0.75||||||R|
KE9079804|CD|14034DEF1F3B4D8CE043814FD8814D8C|1.0|||0.1|0.15||||X|
KE9079804|CR|14034DEF1F3C4D8CE043814FD8814D8C|1.0|||0.1|0.15||||R|
KF3626804|CD|14034DEF18D64D8CE043814FD8814D8C|1.0||0.5||||||X|
KF3626804|CR|14034DEF18D74D8CE043814FD8814D8C|1.0||0.5||||||R|
KG3369804|CD|14034DEF1A154D8CE043814FD8814D8C|1.0||0.75||||||X|
KG3369804|CR|14034DEF1A164D8CE043814FD8814D8C|1.0||0.75||||||R|
KG8770304|CD|14034DEF18B44D8CE043814FD8814D8C|1.0||0.75|0.8|||||X|
KG8770304|CR|14034DEF18B54D8CE043814FD8814D8C|1.0||0.75|0.8|||||R|
KH5855704|CD|14034DEF1D3A4D8CE043814FD8814D8C|1.0||0.75||||||X|
KH5855704|CR|14034DEF1D3B4D8CE043814FD8814D8C|1.0||0.75||||||R|
KH6620404|CD|14034DEF1E834D8CE043814FD8814D8C|1.0||0.75||||||X|
KH6620404|CR|14034DEF1E844D8CE043814FD8814D8C|1.0||0.75||||||R|
KI4145604|CD|14034DEF18904D8CE043814FD8814D8C|1.0||0.75||||||X|
KI4145604|CR|14034DEF18914D8CE043814FD8814D8C|1.0||0.75||||||R|
KI9536904|CD|14034DEF18714D8CE043814FD8814D8C|1.0||0.75||||||X|
KI9536904|CR|14034DEF18724D8CE043814FD8814D8C|1.0||0.75||||||R|
KK3373604|CD|14034DEF19124D8CE043814FD8814D8C|1.0||1.5|||||1.0|X|
KK3373604|CR|14034DEF19134D8CE043814FD8814D8C|1.0||1.5|||||1.0|R|
KK8014004|CD|14034DEF1DF34D8CE043814FD8814D8C|1.0||0.5||||||X|
KK8014004|CR|14034DEF1DF44D8CE043814FD8814D8C|1.0||0.5||||||R|
KL0856104|CD|14034DEF19D94D8CE043814FD8814D8C|1.0||0.5||||||X|
KL0856104|CR|14034DEF19DA4D8CE043814FD8814D8C|1.0||0.5||||||R|
KL1750304|CD|14034DEF1AD64D8CE043814FD8814D8C|1.0||0.25|0.2|0.55||||X|
KL1750304|CR|14034DEF1AD74D8CE043814FD8814D8C|1.0||0.25|0.2|0.55||||R|
KL2123204|CD|14034DEF187C4D8CE043814FD8814D8C|1.0||0.75||||||X|
KL2123204|CR|14034DEF187D4D8CE043814FD8814D8C|1.0||0.75||||||R|
KL8475604|CD|14034DEF18F44D8CE043814FD8814D8C|1.0||1.5||||||X|
KL8475604|CR|14034DEF18F54D8CE043814FD8814D8C|1.0||1.5||||||R|
KL9158104|CD|14034DEF19874D8CE043814FD8814D8C|1.0||0.25||||||X|
KL9158104|CR|14034DEF19884D8CE043814FD8814D8C|1.0||0.25||||||R|
KM4377104|CD|14034DEF1EF54D8CE043814FD8814D8C|1.0||1.0||||||X|
KM4377104|CR|14034DEF1EF64D8CE043814FD8814D8C|1.0||1.0||||||R|
KN8455304|CD|14034DEF1E454D8CE043814FD8814D8C|1.0||4.25||||||X|
KN8455304|CR|14034DEF1E464D8CE043814FD8814D8C|1.0||4.25||||||R|
KO5907004|CD|14034DEF1BCB4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05|0.01|||X|
KO5907004|CR|14034DEF1BCC4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05|0.01|||R|
KP5312104|CD|14034DEF19754D8CE043814FD8814D8C|1.0||1.0||||||X|
KP5312104|CR|14034DEF19764D8CE043814FD8814D8C|1.0||1.0||||||R|
KQ1321204|CD|14034DEF1B724D8CE043814FD8814D8C|1.0||0.75||||||X|
KQ1321204|CR|14034DEF1B734D8CE043814FD8814D8C|1.0||0.75||||||R|
KQ2875804|CD|14034DEF1F054D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
KQ2875804|CR|14034DEF1F064D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
KQ5691804|CD|14034DEF1B064D8CE043814FD8814D8C|1.0||0.5||||||X|
KQ5691804|CR|14034DEF1B074D8CE043814FD8814D8C|1.0||0.5||||||R|
KQ7441404|CD|14034DEF1EA54D8CE043814FD8814D8C|1.0||2.5|0.5|||||X|
KQ7441404|CR|14034DEF1EA64D8CE043814FD8814D8C|1.0||2.5|0.5|||||R|
KQ7682804|CD|14034DEF175C4D8CE043814FD8814D8C|1.0||1.5||||||X|
KQ7682804|CR|14034DEF175D4D8CE043814FD8814D8C|1.0||1.5||||||R|
KQ9923104|CD|14034DEF17354D8CE043814FD8814D8C|1.0||0.5||||||X|
KQ9923104|CR|14034DEF17364D8CE043814FD8814D8C|1.0||0.5||||||R|
KS3095004|CD|14034DEF1BDD4D8CE043814FD8814D8C|1.0||2.0||0.05||||X|
KS3095004|CR|14034DEF1BDE4D8CE043814FD8814D8C|1.0||2.0||0.05||||R|
KV6290104|CD|14034DEF1C304D8CE043814FD8814D8C|1.0||0.25||||||X|
KV6290104|CR|14034DEF1C314D8CE043814FD8814D8C|1.0||0.25||||||R|
KY1842504|CD|14034DEF1D064D8CE043814FD8814D8C|1.0||1.0||||||X|
KY1842504|CR|14034DEF1D074D8CE043814FD8814D8C|1.0||1.0||||||R|
KZ1076004|CD|14034DEF1B704D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
KZ1076004|CR|14034DEF1B714D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
LB9536304|CD|14034DEF1C424D8CE043814FD8814D8C|1.0||0.75|0.4|0.1|||1.0|X|
LB9536304|CR|14034DEF1C434D8CE043814FD8814D8C|1.0||1.0|0.2|0.05|||1.0|R|
LC3091704|CD|14034DEF1E2B4D8CE043814FD8814D8C|1.0||1.25||||||X|
LC3091704|CR|14034DEF1E2C4D8CE043814FD8814D8C|1.0||1.25||||||R|
LD0466804|CD|14034DEF182B4D8CE043814FD8814D8C|1.0||0.75||||||X|
LD0466804|CR|14034DEF182C4D8CE043814FD8814D8C|1.0||0.75||||||R|
LD4586604|CD|14034DEF1E0F4D8CE043814FD8814D8C|1.0||0.5||||||X|
LD4586604|CR|14034DEF1E104D8CE043814FD8814D8C|1.0||0.5||||||R|
LD8082404|CR|14034DEF1C604D8CE043814FD8814D8C|1.0||1.0||||||R|
LE3973704|CD|14034DEF1C714D8CE043814FD8814D8C|1.0||0.5||||||X|
LE3973704|CR|14034DEF1C724D8CE043814FD8814D8C|1.0||0.5||||||R|
LE5205204|CD|14034DEF1AB34D8CE043814FD8814D8C|1.0||1.0||||||X|
LE5205204|CR|14034DEF1AB44D8CE043814FD8814D8C|1.0||1.0||||||R|
LE6098204|CD|14034DEF1FA04D8CE043814FD8814D8C|1.0||0.5||||||X|
LE6098204|CR|14034DEF1FA14D8CE043814FD8814D8C|1.0||0.5||||||R|
LE9219804|CD|14034DEF1F874D8CE043814FD8814D8C|1.0||2.25||||||X|
LE9219804|CR|14034DEF1F884D8CE043814FD8814D8C|1.0||2.25||||||R|
LF6035704|CD|14034DEF1F9E4D8CE043814FD8814D8C|1.0||0.5||||||X|
LF6035704|CR|14034DEF1F9F4D8CE043814FD8814D8C|1.0||0.5||||||R|
LG2225704|CD|14034DEF19024D8CE043814FD8814D8C|1.0||1.25|0.6|0.15|||6.0|X|
LG2225704|CR|14034DEF19034D8CE043814FD8814D8C|1.0||1.25|0.6|0.15|||6.0|R|
LG5566904|CD|14034DEF1A334D8CE043814FD8814D8C|1.0||0.5||||||X|
LG5566904|CR|14034DEF1A344D8CE043814FD8814D8C|1.0||0.5||||||R|
LH3704204|CD|14034DEF19144D8CE043814FD8814D8C|1.0||21.25|1.3|0.55||||X|
LH3704204|CR|14034DEF19154D8CE043814FD8814D8C|1.0||21.25|1.3|0.55||||R|
LH6095904|CD|14034DEF18A64D8CE043814FD8814D8C|1.0||0.5||||||X|
LH6095904|CR|14034DEF18A74D8CE043814FD8814D8C|1.0||0.5||||||R|
LJ3143404|CD|14034DEF1EBB4D8CE043814FD8814D8C|1.0||0.5||||||X|
LJ3143404|CR|14034DEF1EBC4D8CE043814FD8814D8C|1.0||0.5||||||R|
LJ4448404|CD|14034DEF1A514D8CE043814FD8814D8C|1.0||1.0||||||X|
LJ4448404|CR|14034DEF1A524D8CE043814FD8814D8C|1.0||1.0||||||R|
LK2671704|CD|14034DEF1B104D8CE043814FD8814D8C|1.0||0.75||||||X|
LK2671704|CR|14034DEF1B114D8CE043814FD8814D8C|1.0||0.75||||||R|
LK9078404|CD|14034DEF179B4D8CE043814FD8814D8C|1.0||0.75||||||X|
LK9078404|CR|14034DEF179C4D8CE043814FD8814D8C|1.0||0.75||||||R|
LL2071104|CD|14034DEF1F534D8CE043814FD8814D8C|1.0||0.5|0.6|1.15||||X|
LL2071104|CR|14034DEF1F544D8CE043814FD8814D8C|1.0||0.5|0.6|1.15||||R|
LL8287104|CD|14034DEF1BAD4D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
LL8287104|CR|14034DEF1BAE4D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
LM7364704|CD|14034DEF19EB4D8CE043814FD8814D8C|1.0||0.5||||||X|
LM7364704|CR|14034DEF19EC4D8CE043814FD8814D8C|1.0||0.5||||||R|
LN0396004|CD|14034DEF1F714D8CE043814FD8814D8C|1.0||1.0||||||X|
LN0396004|CR|14034DEF1F724D8CE043814FD8814D8C|1.0||1.0||||||R|
LN6239604|CD|14034DEF1B904D8CE043814FD8814D8C|1.0||0.5||||||X|
LN6239604|CR|14034DEF1B914D8CE043814FD8814D8C|1.0||0.5||||||R|
LN7732604|CD|14034DEF18184D8CE043814FD8814D8C|1.0||1.25||||||X|
LN7732604|CR|14034DEF18194D8CE043814FD8814D8C|1.0||1.25||||||R|
LO1925104|CD|14034DEF1DE54D8CE043814FD8814D8C|1.0||0.5||||||X|
LO1925104|CR|14034DEF1DE64D8CE043814FD8814D8C|1.0||0.5||||||R|
LO4100604|CD|14034DEF1F0B4D8CE043814FD8814D8C|1.0||0.25||||||X|
LO4100604|CR|14034DEF1F0C4D8CE043814FD8814D8C|1.0||0.25||||||R|
LO8107504|CD|14034DEF19614D8CE043814FD8814D8C|1.0||1.25||||||X|
LO8107504|CR|14034DEF19624D8CE043814FD8814D8C|1.0||1.25||||||R|
LO8521004|CD|14034DEF1FAE4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||X|
LO8521004|CR|14034DEF1FAF4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||R|
LO9719904|CD|14034DEF1EFF4D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||X|
LO9719904|CR|14034DEF1F004D8CE043814FD8814D8C|1.0||0.25|0.1|0.15||||R|
LR6906804|CD|14034DEF1B624D8CE043814FD8814D8C|1.0||1.25||||||X|
LR6906804|CR|14034DEF1B634D8CE043814FD8814D8C|1.0||1.25||||||R|
LS2734804|CD|14034DEF19934D8CE043814FD8814D8C|1.0||0.5||||||X|
LS2734804|CR|14034DEF19944D8CE043814FD8814D8C|1.0||0.5||||||R|
LS8578604|CD|14034DEF1D464D8CE043814FD8814D8C|1.0||3.25|0.1|0.4||||X|
LS8578604|CR|14034DEF1D474D8CE043814FD8814D8C|1.0||3.25|0.1|0.4||||R|
LU0000004|CD|14034DEF1A894D8CE043814FD8814D8C|1.0||1.5||||||X|
LU0000004|CR|14034DEF1A8A4D8CE043814FD8814D8C|1.0||1.5||||||R|
LU2611404|CD|14034DEF17EE4D8CE043814FD8814D8C|1.0||10.0|||||1.0|X|
LU2611404|CR|14034DEF17EF4D8CE043814FD8814D8C|1.0||10.0|||||1.0|R|
LU5309404|CD|14034DEF17FC4D8CE043814FD8814D8C|1.0||0.5||||||X|
LU5309404|CR|14034DEF17FD4D8CE043814FD8814D8C|1.0||0.5||||||R|
LU7816304|CD|14034DEF1C834D8CE043814FD8814D8C|1.0|||0.2||0.05|||X|
LU7816304|CR|14034DEF1C844D8CE043814FD8814D8C|1.0|||0.2||0.05|||R|
LW7563504|CD|14034DEF1FC54D8CE043814FD8814D8C|1.0||2.25|0.8|0.75|0.55||1.0|X|
LW7563504|CR|14034DEF1FC64D8CE043814FD8814D8C|1.0||2.25|0.8|0.75|0.55||1.0|R|
LY8574104|CD|14034DEF1BB14D8CE043814FD8814D8C|1.0||0.25||||||X|
LY8574104|CR|14034DEF1BB24D8CE043814FD8814D8C|1.0||0.25||||||R|
LZ8208204|CD|14034DEF1BF94D8CE043814FD8814D8C|1.0||1.25|0.2|0.05||||X|
LZ8208204|CR|14034DEF1BFA4D8CE043814FD8814D8C|1.0||1.25|0.2|0.05||||R|
MB0593104|CD|14034DEF1BB34D8CE043814FD8814D8C|1.0||1.25||||||X|
MB0593104|CR|14034DEF1BB44D8CE043814FD8814D8C|1.0||1.25||||||R|
MB8774904|CD|14034DEF1C224D8CE043814FD8814D8C|1.0||0.25||||||X|
MB8774904|CR|14034DEF1C234D8CE043814FD8814D8C|1.0||0.25||||||R|
MC2016004|CD|14034DEF1A214D8CE043814FD8814D8C|1.0||0.75||||||X|
MC2016004|CR|14034DEF1A224D8CE043814FD8814D8C|1.0||0.75||||||R|
MC7677304|CD|14034DEF175A4D8CE043814FD8814D8C|1.0||0.25||||||X|
MC7677304|CR|14034DEF175B4D8CE043814FD8814D8C|1.0||0.25||||||R|
MD1535504|CD|14034DEF1DC54D8CE043814FD8814D8C|1.0||0.75|1.2|0.05||||X|
MD1535504|CR|14034DEF1DC64D8CE043814FD8814D8C|1.0||0.75|1.2|0.05||||R|
ME0185204|CD|14034DEF1C4A4D8CE043814FD8814D8C|1.0||0.75||||||X|
ME0185204|CR|14034DEF1C4B4D8CE043814FD8814D8C|1.0||0.75||||||R|
ME5257304|CD|14034DEF1C774D8CE043814FD8814D8C|1.0||1.75|||||2.0|X|
ME5257304|CR|14034DEF1C784D8CE043814FD8814D8C|1.0||1.75|||||2.0|R|
ME5695204|CD|14034DEF1C564D8CE043814FD8814D8C|1.0||0.5||||||X|
ME5695204|CR|14034DEF1C574D8CE043814FD8814D8C|1.0||0.5||||||R|
MF6950804|CD|14034DEF18534D8CE043814FD8814D8C|1.0|||0.2|0.05||||X|
MF6950804|CR|14034DEF18544D8CE043814FD8814D8C|1.0|||0.2|0.05||||R|
MG0723404|CD|14034DEF182D4D8CE043814FD8814D8C|1.0||0.5||||||X|
MG0723404|CR|14034DEF182E4D8CE043814FD8814D8C|1.0||0.5||||||R|
MG1843204|CD|14034DEF1BC14D8CE043814FD8814D8C|1.0||0.75||0.05||||X|
MG1843204|CR|14034DEF1BC24D8CE043814FD8814D8C|1.0||0.75||0.05||||R|
MG9155404|CD|14034DEF1F1D4D8CE043814FD8814D8C|1.0||0.5||||||X|
MG9155404|CR|14034DEF1F1E4D8CE043814FD8814D8C|1.0||0.5||||||R|
MH3712704|CD|14034DEF1C6F4D8CE043814FD8814D8C|1.0||0.5||||||X|
MH3712704|CR|14034DEF1C704D8CE043814FD8814D8C|1.0||0.5||||||R|
MI7275604|CD|14034DEF178D4D8CE043814FD8814D8C|1.0||0.75||||||X|
MI7275604|CR|14034DEF178E4D8CE043814FD8814D8C|1.0||0.75||||||R|
MJ0350204|CD|14034DEF19314D8CE043814FD8814D8C|1.0||0.5|||||1.0|X|
MJ0350204|CR|14034DEF19324D8CE043814FD8814D8C|1.0||0.5|||||1.0|R|
MJ4141904|CD|14034DEF188E4D8CE043814FD8814D8C|1.0||0.75|0.5|||||X|
MJ4141904|CR|14034DEF188F4D8CE043814FD8814D8C|1.0||0.75|0.5|||||R|
MJ9022304|CD|14034DEF1AF04D8CE043814FD8814D8C|1.0||2.0|0.6|0.1|3.55|||X|
MJ9022304|CR|14034DEF1AF14D8CE043814FD8814D8C|1.0||2.0|0.6|0.1|3.55|||R|
MK1746904|CD|14034DEF17E64D8CE043814FD8814D8C|1.0||1.25||||||X|
MK1746904|CR|14034DEF17E74D8CE043814FD8814D8C|1.0||1.25||||||R|
MK6852504|CD|14034DEF18E64D8CE043814FD8814D8C|1.0||0.5|0.6|0.15|1.75|||X|
MK6852504|CR|14034DEF18E74D8CE043814FD8814D8C|1.0||0.5|0.6|0.15|1.75|||R|
MK7382204|CD|14034DEF1FAA4D8CE043814FD8814D8C|1.0||0.75||||||X|
MK7382204|CR|14034DEF1FAB4D8CE043814FD8814D8C|1.0||0.75||||||R|
ML3144204|CD|14034DEF1C8C4D8CE043814FD8814D8C|1.0||0.5|0.9|0.1||||X|
ML3144204|CR|14034DEF1C8D4D8CE043814FD8814D8C|1.0||0.5|0.9|0.1||||R|
MN8428804|CD|14034DEF1D664D8CE043814FD8814D8C|1.0||0.25||||||X|
MN8428804|CR|14034DEF1D674D8CE043814FD8814D8C|1.0||0.25||||||R|
MP2453404|CD|14034DEF17EC4D8CE043814FD8814D8C|1.0||0.5||||||X|
MP2453404|CR|14034DEF17ED4D8CE043814FD8814D8C|1.0||0.5||||||R|
MP7731404|CD|14034DEF1D644D8CE043814FD8814D8C|1.0||1.25|0.2|0.05||||X|
MP7731404|CR|14034DEF1D654D8CE043814FD8814D8C|1.0||1.25|0.2|0.05||||R|
MQ1103004|CD|14034DEF1A454D8CE043814FD8814D8C|1.0||1.0|0.1|0.35|0.05|||X|
MQ1103004|CR|14034DEF1A464D8CE043814FD8814D8C|1.0||1.0|0.1|0.35|0.05|||R|
MQ3030204|CD|14034DEF1F774D8CE043814FD8814D8C|1.0||1.25|1.1|0.1|0.05|||X|
MQ3030204|CR|14034DEF1F784D8CE043814FD8814D8C|1.0||1.25|1.1|0.1|0.05|||R|
MR2464804|CD|14034DEF1A8D4D8CE043814FD8814D8C|1.0||0.25||||||X|
MR2464804|CR|14034DEF1A8E4D8CE043814FD8814D8C|1.0||0.25||||||R|
MR4330704|CD|14034DEF18DC4D8CE043814FD8814D8C|1.0||0.5||||||X|
MR4330704|CR|14034DEF18DD4D8CE043814FD8814D8C|1.0||0.5||||||R|
MS5306804|CD|14034DEF17484D8CE043814FD8814D8C|1.0||0.25|||||2.0|X|
MS5306804|CR|14034DEF17494D8CE043814FD8814D8C|1.0||0.25|||||2.0|R|
MS6330604|CD|14034DEF1D7A4D8CE043814FD8814D8C|1.0||1.75|0.1|0.1|0.01|||X|
MS6330604|CR|14034DEF1D7B4D8CE043814FD8814D8C|1.0||1.75|0.1|0.1|0.01|||R|
MS8922904|CD|14034DEF1C404D8CE043814FD8814D8C|1.0||||0.15|0.37|||X|
MS8922904|CR|14034DEF1C414D8CE043814FD8814D8C|1.0||||0.15|0.37|||R|
MT6192604|CD|14034DEF1A354D8CE043814FD8814D8C|1.0||2.25||||||X|
MT6192604|CR|14034DEF1A364D8CE043814FD8814D8C|1.0||2.25||||||R|
MU4943904|CD|14034DEF1B144D8CE043814FD8814D8C|1.0||0.75|0.2|0.05|0.0|||X|
MU4943904|CR|14034DEF1B154D8CE043814FD8814D8C|1.0||0.75|0.2||0.05|||R|
MU8462604|CD|14034DEF1C854D8CE043814FD8814D8C|1.0||0.5||||||X|
MU8462604|CR|14034DEF1C864D8CE043814FD8814D8C|1.0||0.5||||||R|
MU8994504|CD|14034DEF19654D8CE043814FD8814D8C|1.0||1.0||||||X|
MU8994504|CR|14034DEF19664D8CE043814FD8814D8C|1.0||1.0||||||R|
MW0562404|CD|14034DEF1E914D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||X|
MW0562404|CR|14034DEF1E924D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||R|
MW1689304|CD|14034DEF183D4D8CE043814FD8814D8C|1.0||2.25|0.3|0.2||||X|
MW1689304|CR|14034DEF183E4D8CE043814FD8814D8C|1.0||2.25|0.3|0.2||||R|
MX2741704|CD|14034DEF1C134D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||X|
MX2741704|CR|14034DEF1C144D8CE043814FD8814D8C|1.0||0.25|0.2|0.05||||R|
MZ6246404|CD|14034DEF1CE84D8CE043814FD8814D8C|1.0||0.25||||||X|
MZ6246404|CR|14034DEF1CE94D8CE043814FD8814D8C|1.0||0.25||||||R|
MZ6646104|CD|14034DEF1CCA4D8CE043814FD8814D8C|1.0||0.75||||||X|
MZ6646104|CR|14034DEF1CCB4D8CE043814FD8814D8C|1.0||0.75||||||R|
NA2423204|CD|14034DEF17EA4D8CE043814FD8814D8C|1.0||1.25||||||X|
NA2423204|CR|14034DEF17EB4D8CE043814FD8814D8C|1.0||1.25||||||R|
NB1055604|CD|14034DEF1CB04D8CE043814FD8814D8C|1.0||0.75||||||X|
NB1055604|CR|14034DEF1CB14D8CE043814FD8814D8C|1.0||0.75||||||R|
NC1171504|CD|14034DEF17E04D8CE043814FD8814D8C|1.0||1.25|||||1.0|X|
NC1171504|CR|14034DEF17E14D8CE043814FD8814D8C|1.0||1.25|||||1.0|R|
