univ_fiscal_yr|fin_coa_cd|account_nbr|fin_object_cd|fin_sub_obj_cd|obj_id|ver_nbr|fin_sub_obj_cd_nm|fin_subobj_shrt_nm|fin_subobj_actv_cd|
2014.0|EA|0366513|7900|049|0fc07d26-d58e-48f8-a906-4ae27e5a363a|2.0|RETIREMENT PAY ALL|RETIREMENT P|Y|
2014.0|EA|0366513|7900|050|051d6a07-0a3a-47b9-aa2e-35cdc9d0ae15|2.0|FUND BAL ADDITION|FUND BAL ADD|Y|
2014.0|EA|0366513|7900|051|13830d5a-479e-4818-a472-a56619ac9537|2.0|STRATEGIC DIRECTIONS ALLOC|STR DIR ALLO|Y|
2014.0|EA|0366513|7900|052|b228ca15-d854-4610-b4e2-4884bc40a8d5|2.0|FAC TEACH FOR EXCELLENCE|FAC EXCEL-TE|Y|
2014.0|EA|0366513|7900|053|45fde035-973c-42e8-bc4f-8e146a32de53|2.0|Quality Improvement Projects|Quality Impr|Y|
2014.0|EA|0366513|7900|BCP|85e92086-4bfe-402f-b71e-4131cf29c59a|2.0|BUDGET CONTINGENCY PLAN|B C Plan|Y|
2014.0|EA|0366513|7900|RET|b5ba9ddb-d7a2-445d-8079-8426c706497f|2.0|1% RETENTION INITIATIVE|RETENTION|Y|
2014.0|EA|0366513|7900|UTX|e829bdf0-4533-4565-8f2c-9ed2528eaba9|2.0|CONTINGENCY SAVINGS - UNIV TAX|Univ Tax Sav|Y|
2014.0|EA|0366520|4008|COL|9c132b52-6740-40a6-b9fa-720ff8ca4e14|2.0|COLOR COPIER OFFICE SERVICES|color copier|Y|
2014.0|EA|0366520|4008|FOC|a3f7a5dc-8e61-49bf-a010-24588ddc6935|2.0|Focus on Arts funding|Focus Art|Y|
2014.0|EA|0366520|4008|GRA|b7e579a8-b408-41f1-85fd-d115157b1b87|2.0|GRAF ENDOWED FACULTY|GRAF|Y|
2014.0|EA|0366520|4008|MLR|580b9bd1-fea5-4ea8-a6e1-13f81aaa24b2|2.0|Mailroom Allocation|Mailroom|Y|
2014.0|EA|0366520|4008|WCT|0de563b1-a16d-461a-a419-91eb40c8fa14|2.0|WCTV support funds|WCTV|Y|
2014.0|EA|0366520|4078|PRO|18e30ae0-3bd0-4d88-ad4e-118f99514196|2.0|Professional Council Funds|Prof Counc|Y|
2014.0|EA|0366520|4078|STF|d0e1e1ad-b0d6-442c-b8f7-a3821f66a4ac|2.0|Staff Council Funds|Staff Counc|Y|
2014.0|EA|0366520|7900|000|f110717c-06f9-4e4a-929d-5b5b00a76b08|2.0|NEW BLDG START ALL|NEW BLDG STA|Y|
2014.0|EA|0366520|9977|COL|ef75356a-7d98-4741-9a4a-70b914bf9773|2.0|COLOR COPIER OFFICE SERVICES|color copier|Y|
2014.0|EA|0366520|9977|FOC|d677ecbe-8a4d-4c46-aa96-c5a1cb60f687|2.0|Focus on Arts funding|Focus Art|Y|
2014.0|EA|0366520|9977|GRA|6d7cfbc7-e3ab-4252-92c7-cf659295c7bc|2.0|GRAF ENDOWED FACULTY|GRAF|Y|
2014.0|EA|0366520|9977|MLR|657da00c-c296-4fe8-b140-675e7eac44b2|2.0|Mailroom Allocation|Mailroom|Y|
2014.0|EA|0366520|9977|WCT|733b7ab0-0527-48ac-8dab-202ab7fbc3db|2.0|WCTV support funds|WCTV|Y|
2014.0|EA|0366530|1110|TEC|8f0c9add-324b-4d20-98ab-d9aca15f81ac|2.0|TECH FUNDING|tech fund|Y|
2014.0|EA|0366530|1110|UNI|e2d0a4e2-770c-4043-a00c-8d380cecb50d|2.0|UNIVERSITY INITIATIVES|univ init|Y|
2014.0|EA|0366530|4008|ERF|3efc3996-d2a2-4028-a27b-650c4e6a5c36|2.0|Early Retirement Funding Res|Erly Ret Fnd|Y|
2014.0|EA|0366530|4008|FCT|14601b9a-6a0d-488e-99ae-9741097b1948|2.0|FACULTY COLLOQ ON EXCELLANCE IN TEACHING|FACET|Y|
2014.0|EA|0366530|4008|SLC|5f128f8f-d31a-4ce8-bda5-75b6efa86032|2.0|STUDENT LOAN COLLECTIONS|Collections|Y|
2014.0|EA|0366530|4008|TEC|3ff87fe8-3278-4efa-ae5e-1d1f1d926b52|2.0|BASE TECH FUND|tech fund|Y|
2014.0|EA|0366530|4008|UNI|e1389fea-7aea-49b6-879c-9275cd296502|2.0|UNIVERSITY INITIATIVES|UNIV INIT|Y|
2014.0|EA|0366530|9956|DFC|0f07e5a8-1310-4574-94c9-afabe4979124|2.0|DEPENDENT FEE COURTESY|Fee courtesy|Y|
2014.0|EA|0366530|9956|DFS|c07239e5-33e6-4f0f-9dcf-8f0f3a9b3412|2.0|DEPENDENT FEE COURTESY|Fee courtesy|Y|
2014.0|EA|0366530|9977|ERF|18734486-7b73-4e72-be07-b773f7f3856b|2.0|Early Retirement Funding Res|Erly Ret Fnd|Y|
2014.0|EA|0366530|9977|FCT|e9660c17-065b-4008-8e33-b99a5c882acd|2.0|FACULTY COLLOQ ON EXCELLANCE IN TEACHING|FACET|Y|
2014.0|EA|0366530|9977|SLC|ef6e36a8-1dc8-465c-9aa9-b821f0255d37|2.0|STUDENT LOAN COLLECTIONS|Collections|Y|
2014.0|EA|0366530|9977|TEC|93a14025-24e9-4c1d-96c0-7d5ee2680eda|2.0|BASE TECH FUND|tech fund|Y|
2014.0|EA|0366530|9977|UNI|28b090f7-ccba-4b72-a70a-34374bc7ba34|2.0|UNIVERSITY INITIATIVES|UNIV INIT|Y|
2014.0|EA|0366550|9970|UAC|0e749e7f-c2f8-4081-9cb7-31f46ab0fd77|2.0|EQUIP REPLACE FUNDING UA COMPONENT|EQREP UA|Y|
2014.0|EA|0366571|4008|MSA|4a082d7a-c412-4f27-894b-19c780f0e3eb|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2014.0|EA|0366571|9977|MSA|6aceb7d8-6905-4c92-a7ca-e6f2772fed49|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2014.0|EA|0366586|1110|TEC|a875cb2e-3ffe-4c5c-8281-66b6ffc11894|2.0|STATE APPROP TECHNOLOGY|TECHNOLOGY|Y|
2014.0|EA|0366586|1110|UNI|19320456-8aec-48a4-8765-6030f3cfc644|2.0|STATE APPROP UNIVERSITY INITIATIVES|UNIV INITVE|Y|
2014.0|EA|0366600|4008|040|9c311bbb-5b7b-4295-bb11-013587ae2917|2.0|Alumni alloc|alumni|Y|
2014.0|EA|0366600|4008|041|86b8ce9e-1c8c-4931-9960-4ffb371b0cad|2.0|Special Events Allocation|Spec Events|Y|
2014.0|EA|0366600|4008|042|a5a471ea-77e0-454a-8df9-351cddccafbb|2.0|Lively Arts Alloc|Lively Arts|Y|
2014.0|EA|0366600|4008|043|9bddbb8b-5247-4475-8cd8-44b9c16a525f|2.0|Gallery Allocation|Gallery|Y|
2014.0|EA|0366600|4008|ALU|61806219-3da3-424b-9238-263fd5993d8d|2.0|ALUMNI RELATIONS|Alum|Y|
2014.0|EA|0366600|7900|040|2bc1199b-7df2-4a18-9548-af35a164e9ae|2.0|ALUM ASSN ALLOT|ALUM ASSN AL|Y|
2014.0|EA|0366600|7900|041|2bbf1f81-1ea2-467d-9ed6-e9c635bff5c7|2.0|SPEC EVENT ALLOT|SPEC EVENT A|Y|
2014.0|EA|0366600|7900|042|8ac0fda6-e33c-4826-9a33-4a9deaca1d47|2.0|LIVELY ARTS ALLOT|LIVELY ARTS|Y|
2014.0|EA|0366600|7900|043|25dbb64c-3fb6-46a8-a7b9-4f685c106efc|2.0|FUND RAISING ALL|FUND RAISING|Y|
2014.0|EA|0366600|9977|040|0eb2cefe-ef91-4a85-bbf1-acce36c695ad|2.0|Alumni alloc|alumni|Y|
2014.0|EA|0366600|9977|041|e78b76ad-4627-4d27-87c6-5bc10dca3a99|2.0|Special Events Allocation|Spec Events|Y|
2014.0|EA|0366600|9977|042|f81e9d43-fa4d-488f-8aa9-8682e2c88895|2.0|Lively Arts Alloc|Lively Arts|Y|
2014.0|EA|0366600|9977|043|bbdbaa79-2195-4c49-92a2-bd4065590c0d|2.0|Gallery Allocation|Gallery|Y|
2014.0|EA|0366600|9977|ALU|c28674f8-968a-4ba5-8978-19fab4dc77f2|2.0|ALUMNI RELATIONS|Alum|Y|
2014.0|EA|0367200|9977|ONB|b526e009-102a-4592-b9d8-111a6246fb22|2.0|ONBASE BUDGET ALLOCATION|ONB|Y|
2014.0|EA|0367235|9977|HMS|f2df0d54-6239-4bd2-8baa-1e4ba7e9414a|2.0|HRMS BUDGET ALLOCATION|HRMS|Y|
2014.0|EA|0367287|0110|SDC|31d85a07-a994-4d0b-b556-468b82459836|2.0|SDC TUITION RESERVE|SDC TUIT RES|Y|
2014.0|EA|0367287|0703|WVR|a9bdf280-3a61-43ec-8625-1cbb2f319bc7|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2014.0|EA|0367287|0790|WVR|fd2a3338-061c-4c7b-a4dd-64b65fcf9753|2.0|LATE REGISTRATION FEE WAIVER|LATE REG WVR|Y|
2014.0|EA|0367287|0791|WVR|7b9c6a51-50c3-42f5-b34b-3715fbf832b5|2.0|SUM2 NON CR HR FEE DEFERRED-WVR|S2NCR DF-WVR|Y|
2014.0|EA|0367287|0890|WVR|b1a657f9-9ed6-42b3-890f-85878839e783|2.0|LATE REGISTRATION FEE WAIVER|LATE REG WVR|Y|
2014.0|EA|0367287|0891|WVR|9444d13e-0e69-45a1-a349-6e7afc0d8895|2.0|FALL NON CR HR FEE DEFERRED-WVR|FLNCR DF-WVR|Y|
2014.0|EA|0367287|0990|WVR|fa35007b-2ba9-4c35-9f7b-f2d5d0fe4336|2.0|LATE REGISTRATION FEE WAIVER|LATE REG WVR|Y|
2014.0|EA|0367287|0991|WVR|f0a94dc0-f2f7-4697-bbb4-ae22df0e8fa9|2.0|SPRG NON CR HR FEE DEFERRED-WVR|SPNCR DF-WVR|Y|
2014.0|EA|0367287|1090|WVR|549cb00c-6614-4714-baff-5eb4ad45c8a1|2.0|LATE REGISTRATION FEE WAIVER|LATE REG WVR|Y|
2014.0|EA|0367287|1091|WVR|e31f12a6-d00c-43f4-a41d-95ae25554d3f|2.0|SUM1 NON CR HR FEE DEFERRED-WVR|S1NCR DF-WVR|Y|
2014.0|EA|0367287|1800|WVR|d1d11639-c429-45ef-888a-b2114579c24f|2.0|OTHER INCOME-WAIVER|OTHR INC-WVR|Y|
2014.0|EA|0367310|7900|000|984068e7-9e23-49d4-a57e-6ad913e55353|2.0|WEEKEND COVER ALLOC|WKEND COVER|Y|
2014.0|EA|0367318|7000|NRE|01fb52f9-99be-4100-831a-51a98ec02995|2.0|NONRECURRING EQUIPMENT|NONRECURRING|Y|
2014.0|EA|0367525|2502|WRI|af71af44-3cef-4190-bab6-b502c0272b93|2.0|WRIGHT|WRIGHT|Y|
2014.0|EA|0367587|0110|SCH|381aa278-2e8d-44aa-a29d-f4d18577b048|2.0|SCHOLAR CDV RESERVE|CDV SCHOL RE|Y|
2014.0|EA|0367720|5810|WVR|ff66c7e1-b02b-460d-8261-584161eba019|2.0|GRAD STUD FEE WVR|GRAD FEE WVR|Y|
2014.0|EA|0368000|2200|CTE|9a15f3b9-9d81-4db7-ab3a-eda8f17905be|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368000|4616|CTE|f2a2ecce-6c92-4c56-9f67-c2e473b8bacf|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368000|7900|000|18fb9818-99d1-473d-8888-ee16e344f831|2.0|UNALLOCATED|UNALLOCATED|Y|
2014.0|EA|0368000|7900|040|46279f35-e75f-418f-9bcd-97e387a0db19|2.0|ALLOC ECON ED CN|ALLOC ECON E|Y|
2014.0|EA|0368000|7900|CTE|65bcc130-e954-4ffa-9675-88a5a7036d03|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368000|9977|CHP|23236762-75d6-4452-8125-96fa85f557ad|2.0|CHP E219 BUDGET ALLOCATION|CHP|Y|
2014.0|EA|0368000|9977|EEC|cf4ced61-bf37-477d-98ea-692d4e392422|2.0|EEC BUDGET ALLOCATION|EEC|Y|
2014.0|EA|0368000|9977|GRF|51641a0d-5fe2-4bce-a7ae-d0088af2ce5c|2.0|GRAF E219 BUDGET ALLOCATION|GRF|Y|
2014.0|EA|0368010|2000|CTE|5304efcf-2a60-4168-b36a-bac097482ff9|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368014|4008|LAB|617c1882-1401-4546-8546-3e8c26008c9a|2.0|COMPUTER LAB|COMP LAB|Y|
2014.0|EA|0368014|4008|MSA|39b0562f-bbf7-421f-af23-5790d0ee7f5d|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2014.0|EA|0368014|7900|000|85587dc5-0b87-4431-9fa8-90728c139c07|2.0|STU NETWORK ALLOC|STU NETWORK|Y|
2014.0|EA|0368014|9977|LAB|92749be6-871a-4ee9-bd1f-bea7669156e6|2.0|COMPUTER LAB|COMP LAB|Y|
2014.0|EA|0368014|9977|MSA|50adfef6-1d2b-4b6c-b6e3-e66b388fc158|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2014.0|EA|0368016|3000|CTE|66a71bbc-654e-4534-8878-c9a1aaaaf62e|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368016|3500|CTE|c7ebbc20-49a4-408e-b506-e47d6b793e57|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368020|2000|CTE|5947f8a8-6ecd-40b3-b73e-9f6f1744ff09|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2014.0|EA|0368020|2500|CTE|31a3b03b-4839-4128-a397-05a548793a10|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2014.0|EA|0368025|5199|000|e21fe8d1-d122-48b5-b60d-e89cc35b7b2e|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0368025|9900|000|eac5c332-81d5-42a2-b962-2b383f6f2242|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0368030|3500|CTE|4d310e67-b868-400f-930c-7c61daa4da14|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2014.0|EA|0368035|2000|CTE|93eea5c7-3a72-4315-b79a-1f49def4b8f3|2.0|COMMITMENT|CTE|Y|
2014.0|EA|0368035|2400|CTE|ef7109d6-594b-429e-94e2-7c4a5f3b8a13|2.0|COMMITMENT|CTE|Y|
2014.0|EA|0368040|2000|ADM|41ba2e0b-8b24-473c-ae90-c818e81e7c7a|2.0|ADMINISTRATIVE SUPPORT|Admin Suppor|Y|
2014.0|EA|0368100|2000|CTE|7cc2122a-0fd9-48c8-a0a8-d6df659d4c02|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0368187|0110|SDC|ed294b66-2d02-4d63-86bc-3b57ea638ca2|2.0|SDC TUITION RESERVE|SDC RESERVE|Y|
2014.0|EA|0368187|0703|WVR|0618db15-05c0-411b-8e57-862e70581056|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2014.0|EA|0368187|0787|WVR|64e18f45-75c3-4e6c-9053-4a790b3bd905|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368187|0887|WVR|38349660-f3e6-41fc-9566-ebea448d85b5|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368187|0987|WVR|be2b6c10-5a7e-4cd0-a29f-b511f885f391|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368187|1087|WVR|7be91c86-77e1-4efd-b4d5-df1c94459a68|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368200|2000|CTE|b6610dca-8581-406d-a21f-fb2ebaba8f6b|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2014.0|EA|0368200|2400|CTE|2376af71-88e9-4bb9-bc56-25474a5e040f|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2014.0|EA|0368200|9920|CTE|1dd0fa25-3e50-4f98-ad5a-4b1938e03874|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2014.0|EA|0368451|0703|WVR|10a756e1-5c9f-46c5-9094-bbd5f802a046|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2014.0|EA|0368451|0787|WVR|203d0090-8514-4695-b836-cb642f4a38f3|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368451|0796|WVR|9a465d9f-b6ab-4b3b-b6be-0f481020ae49|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|0368451|0887|WVR|c5be77f7-ccb1-4d48-bb64-a2233f0981b6|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368451|0896|WVR|e59662c9-13d3-47d5-8720-4112f5364035|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|0368451|0987|WVR|61c62435-5f8b-46d9-8456-9c4cab94d6a0|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368451|0996|WVR|f94eb55f-405b-4211-953d-65b735f08bd4|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|0368451|1087|WVR|deeb33cd-3575-4023-9f25-bcdc928e8527|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|0368451|1096|WVR|948fc4e3-52b1-4fbf-a257-79a00754a0a9|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|0368500|5199|000|e0b83bb2-883d-4ed3-817b-f5ef0ceea402|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0368500|9900|000|1a4a8cc5-2631-4e2f-99b4-8b5e9c421055|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0368700|2000|CTE|faef72b9-50cb-45e6-b6d7-f3bac2f5f748|2.0|CTE|CTE|Y|
2014.0|EA|0368720|2000|CTE|84f3cf03-4d25-4601-bbae-3848e632a3b5|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2014.0|EA|0368900|2000|CTE|81c4343f-25ef-4cee-995d-b73c321efc2e|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2014.0|EA|0369303|5199|000|80da0a85-c63f-4aa1-97af-b665596a35a4|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0369303|9900|000|dec2175b-264b-4a82-bc0c-7ce5985f4144|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2014.0|EA|0369306|2502|MAR|2bcce8b3-49df-4063-9802-4c1098032fd1|2.0|MARCUM|MARCUM|Y|
2014.0|EA|0369308|2502|WAL|c5cad5cf-9200-4cb9-ad6c-363800de839d|2.0|WALKER|WALKER|Y|
2014.0|EA|0369400|4084|ARE|782f74d3-ead7-4574-9dff-a87b942bfc45|2.0|AREA 9 T-1|ARE|Y|
2014.0|EA|0369400|4084|CON|f10eaae3-20fe-48ca-8cb1-4a553411c93d|2.0|CONNERSVILLE T-1|CON|Y|
2014.0|EA|0369400|4084|NEW|b62097ac-b50a-48d2-a62c-f47b8e66b15f|2.0|NEW CASTLE - T-1|NEW|Y|
2014.0|EA|0369400|9940|LCF|422b864e-855f-4f3e-9614-e7c98f61d772|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2014.0|EA|0369400|9977|TSC|2f2ffac5-1759-41f7-8b3f-22b2dbb72adb|2.0|TECH SUPPORT CLASSROOM TEACHING|TSC|Y|
2014.0|EA|0369405|9940|LCF|d4232ba0-5fee-44e5-a402-aac7e56e7cb0|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2014.0|EA|2366556|1635|BUR|aeaf1f41-3226-451d-bcd0-8c9d9b467d6e|2.0|BURSAR|burs|Y|
2014.0|EA|2367519|5199|000|5c624884-ba09-4ee1-8a0d-7bda85ff6db7|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2014.0|EA|2367519|9900|000|1d6504b8-9d4b-40c7-8295-8bfd63a94459|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2014.0|EA|2367520|0703|WVR|08710886-5ede-46d8-8674-88eb65cdbc6c|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2014.0|EA|2367520|0796|WVR|5b34e920-5f49-457e-932d-22869da98c71|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|2367520|0896|WVR|473c48e7-4ea3-43e4-9428-2b98e41c3a24|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|2367520|0996|WVR|a59a1062-adc1-44f0-8181-0e2e56e639bb|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|2367520|1096|WVR|8928e29c-ba58-4ce7-ae01-7d8c0930a9a0|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2014.0|EA|2367520|5199|000|c26093c1-efeb-434b-a91d-a4f1aad1cbdb|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2014.0|EA|2367520|7900|000|c8b8032a-3fd4-4406-978d-28e3b33b5bc8|2.0|UNALLOCATED|UNALLOCATED|Y|
2014.0|EA|2367520|8160|07|e6f01d45-1700-4bdf-b9ae-3307a33a1f73|2.0|SUM I BURSAR AR|SUM I AR|Y|
2014.0|EA|2367520|8160|08|1f415142-be48-4d33-ad4a-ca6108dec5d6|2.0|FALL BURSAR AR|FALL AR|Y|
2014.0|EA|2367520|8160|09|553fe20d-5516-4f6a-a87b-e671ee106009|2.0|SPRING BURSAR AR|SPRING AR|Y|
2014.0|EA|2367520|8160|10|b03e383e-2371-4f89-abf9-5d3aeb150398|2.0|SUM II BURSAR AR|SUM II AR|Y|
2014.0|EA|2367520|9465|07|356cd03c-59ca-4a79-8207-a5f3656ce8bf|2.0|SUM I DEF REV|SUM I DF RV|Y|
2014.0|EA|2367520|9465|08|c0b5dae0-fe03-4614-b2f0-647b0fc03011|2.0|FALL DEF REV|FALL DF RV|Y|
2014.0|EA|2367520|9465|09|81cd98f7-8dd6-4abb-9ba9-c1b768efc254|2.0|SPRING DEF REV|SPRING DF RV|Y|
2014.0|EA|2367520|9465|10|21cfffb7-e643-4b3b-9439-508ccaa45660|2.0|SUM II DEF REV|SUM II DF RV|Y|
2014.0|EA|2367520|9900|000|f68c939d-d197-4df1-9695-f76a0e6e4f7b|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2014.0|EA|2367526|4900|MCF|084ca257-c9c0-4a77-8616-2c760bdfc86d|2.0|MCFARLING|Mcfarling|Y|
2014.0|EA|2367526|4900|MEJ|3a892392-de8c-4aef-8580-a1f33cfa9751|2.0|MEIJER|MEIJER|Y|
2014.0|EA|2367526|4900|RED|de7de23a-91e5-436f-97f8-133fbe81c1ff|2.0|REID HOSPITAL|REID|Y|
2014.0|EA|2367526|4900|VAL|f32fd57d-7785-4e48-a081-87fc53845544|2.0|VALLEY SERVICES|VALLEY|Y|
2014.0|EA|2868101|9915|PRS|0f60904e-eace-4814-87e4-47b02d64e910|2.0|FEMP PRES. MATCH|FEMPPRESMTCH|Y|
2014.0|EA|2868101|9915|SCH|f909e2a4-9b5f-43f0-af33-0d24bf228c38|2.0|FEMP CAMPUS MATCH|FEMPCMPSMTCH|Y|
2014.0|EA|6067000|8300|INV|dbf7bb9d-dc6e-4e57-9d18-f05184840661|2.0|IU INV NOT PURCH|Inv Not Purc|Y|
2014.0|EA|6067100|1464|WVR|483b32e7-9bc0-4e17-97ba-fd43a664135b|2.0|PARKING PERMIT FEE WAIVER|PARK FEE WVR|Y|
2014.0|EA|6067100|5199|071|eb2f3b30-d538-49ab-9468-80e1514c6888|2.0|INT DEBT SERV|INT DEBT SER|Y|
2014.0|EA|6067100|9900|071|657b5609-0b06-4fad-9aee-fefd43875b30|2.0|INT DEBT SERV|INT DEBT SER|Y|
2014.0|EA|6669400|1500|CPY|ba324c7c-6eb0-4a06-9404-32883af25b5d|2.0|COPY MACHINE SALES|Copy|Y|
2014.0|EA|6669400|1500|PRT|4a5c92d0-6641-4a40-8a5c-40b52fe6105e|2.0|PRINTER SALES|Print|Y|
2014.0|EA|6669400|4115|STF|26bbe8bd-dd23-41b1-90dc-34c8651cd6b1|2.0|STAFF|Staff|Y|
2014.0|EA|6669400|4115|STU|2bd4c4f0-1ce1-47e2-9acb-1a48bc70f7aa|2.0|STUDENT|Student|Y|
2014.0|EA|6669400|4690|STF|c67c214a-0f74-43f2-a7c9-33f0e837fefa|2.0|STAFF|Staff|Y|
2014.0|EA|6669400|4690|STU|a7bbe5fa-2a9d-47de-8236-6aa0b5b1c4de|2.0|STUDENT|Student|Y|
2014.0|EA|6669400|5215|STF|8cb6f785-0269-4fae-9b33-211f8258ae70|2.0|STAFF|Staff|Y|
2014.0|EA|6669400|5215|STU|c53ca737-3d71-4ba6-8f4f-041e0cceb1e2|2.0|STUDENT|Student|Y|
2014.0|EA|6868451|0703|WVR|61051a88-2bf3-4907-ae20-252b03fa2cd0|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2014.0|EA|6868451|0787|WVR|983f23e2-20e9-40f9-8a14-adf184b433b9|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|6868451|0887|WVR|b68b02d4-f64f-4e11-94f7-3ff978642665|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|6868451|0987|WVR|cc218e51-378b-4d91-9afb-afd724d30ba8|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2014.0|EA|9067011|7303|ASV|c6b07a5f-b867-41eb-93d5-fb23d8e901c8|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2014.0|EA|9067011|7303|FEE|60652f63-8019-45fa-bce1-eda5513f1911|2.0|ARCHITECT FEES|archt|Y|
2014.0|EA|9067011|7303|REM|fdc47d80-75cb-406c-b161-fe6095377fa6|2.0|REIMBURSABLES|reimb|Y|
2014.0|EA|9067017|4520|ASV|1841633d-a44c-430f-845c-9950a1e26040|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2014.0|EA|9067017|4520|REM|00c20ee6-5013-4d31-a46b-f383f0b41a83|2.0|REIMBURSABLES|reimb|Y|
2014.0|EA|9067017|7301|ASV|2dd6ad95-1a85-498c-8081-9fe72a6906c8|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2014.0|EA|9067018|7301|ASV|2aa22dc8-908f-4159-bbf3-ba5e8897e346|2.0|ADDITIONAL SERVICES|Add't Srvcs|Y|
2014.0|EA|9067018|7301|FEE|6d917275-a46e-43be-b729-72b96d6057a3|2.0|ARCHITECTURAL|Arch fees|Y|
2014.0|EA|9067018|7301|REM|9d6cfd44-e425-4bd2-8e15-6857dcbf78b7|2.0|REIMBURSABLES|Reimb|Y|
2014.0|EA|9067019|7301|ASV|d14e610b-7c42-4749-92fc-1d5c61b0efa2|2.0|ADDITIONAL SERVICES|Add't svcs|Y|
2014.0|EA|9067019|7301|FEE|5024de39-f409-49bb-88e8-c97673219968|2.0|ARCHITECTURUAL|arch fees|Y|
2014.0|EA|9067019|7301|REM|9cc5758d-b735-4be8-9dd4-a4d63d4a33fd|2.0|REIMBURSABLES|reimb|Y|
2014.0|EA|9067019|7468|ASV|3d05985f-6964-4bee-a21f-6c48014cc2ac|2.0|ADDITIONAL SERVICE|Add't Svcs|Y|
