fin_coa_cd|fin_obj_level_cd|obj_id|ver_nbr|fin_obj_level_nm|fin_objlvl_shrt_nm|fin_cons_obj_cd|fin_objlvl_actv_cd|fin_report_sort_cd|
IU|ACSA|014FEE34CD689BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
IU|ADV|014FEE34CD699BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
IU|AR|014FEE34CD6A9BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
IU|ASSE|014FEE34CD6B9BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
IU|AUX|014FEE34CFA19BEEE043814FD8819BEE|1.0|AUXILIARY ENTERPRISES|AUX ENT|AUXE|N|AA|
IU|BASE|014FEE34CD6C9BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
IU|BASR|014FEE34CD6D9BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
IU|BASS|014FEE34CD6E9BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
IU|BCAS|014FEE34CD6F9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
IU|BCOM|014FEE34CD709BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
IU|BENF|014FEE34CD719BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
IU|BFRE|014FEE34CD729BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
IU|BGEX|014FEE34CD739BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
IU|BISA|014FEE34CD749BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
IU|BLIA|014FEE34CD759BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
IU|BNDP|014FEE34CD769BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
IU|BORE|014FEE34CD779BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
IU|BSTF|014FEE34CD789BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
IU|C&G|014FEE34CD799BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
IU|CAP|014FEE34CD7A9BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
IU|CASH|014FEE34CD7B9BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
IU|COMP|014FEE34CD7C9BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
IU|CORE|014FEE34CF829BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
IU|CORI|014FEE34CF8E9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
IU|COSV|014FEE34CD7D9BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
IU|CREX|014FEE34CD7E9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
IU|CRIN|014FEE34CD7F9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
IU|CSEQ|014FEE34CF4B9BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
IU|DEBT|014FEE34CD809BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
IU|DEFR|014FEE34CF569BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
IU|DEPR|014FEE34CF3D9BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
IU|DIST|014FEE34CD819BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
IU|FINA|014FEE34CD829BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|GENX|Y|HA|
IU|FUBL|014FEE34CD839BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
IU|GIFT|014FEE34CD849BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
IU|HRCO|014FEE34CD859BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
IU|ICOE|014FEE34CD869BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
IU|ICOR|014FEE34CD879BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
IU|INS1|014FEE34CD889BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
IU|INS2|014FEE34CD899BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
IU|INSF|014FEE34CD8A9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
IU|INSS|014FEE34CD8B9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
IU|INV|014FEE34CD8C9BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
IU|INVA|014FEE34CD8D9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
IU|INVR|014FEE34CD8E9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
IU|NORE|014FEE34CD8F9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
IU|NOTP|014FEE34CD909BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
IU|OASS|014FEE34CD919BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
IU|OEXP|014FEE34CD929BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
IU|OLIA|014FEE34CD939BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
IU|OTH1|014FEE34CD949BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
IU|OTH2|014FEE34CD959BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
IU|OTHF|014FEE34CD969BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
IU|OTHL|014FEE34CF799BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIABILITIES|OTH LT LIAB|LIAB|Y|OL|
IU|OTHR|014FEE34CD979BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
IU|OTHS|014FEE34CD989BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
IU|PART|014FEE34CD999BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
IU|PHON|014FEE34CD9A9BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
IU|PLNT|014FEE34CD9B9BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
IU|PRIN|014FEE34CD9C9BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
IU|PRSA|014FEE34CD9D9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
IU|R&M|014FEE34CD9E9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
IU|RENT|014FEE34CD9F9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
IU|RESA|014FEE34CDA09BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
IU|RESV|014FEE34CDA19BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
IU|S&E|014FEE34CDA29BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
IU|SAAC|014FEE34CDA39BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
IU|SAAP|014FEE34CDA49BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
IU|SASV|014FEE34CDA59BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
IU|SERV|014FEE34CDA69BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
IU|SINV|014FEE34CF629BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
IU|STAP|014FEE34CDA79BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
IU|STUF|014FEE34CDA89BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
IU|SUPL|014FEE34CDA99BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
IU|TAX|014FEE34CDAA9BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
IU|TAXP|014FEE34CDAB9BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
IU|TRAN|014FEE34CDAC9BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|N|SP|
IU|TRAV|014FEE34CDAD9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
IU|TREX|014FEE34CF9B9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
IU|TRFE|014FEE34CDAE9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
IU|TRFI|014FEE34CDAF9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
IU|TRIN|014FEE34CDB09BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
IU|UTIL|014FEE34CDB19BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
IU|VADJ|014FEE34CDB29BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
KO|ACLI|014FEE34CDB39BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
KO|ACPA|014FEE34CDB49BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
KO|ACPY|014FEE34CDB59BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
KO|ACSA|014FEE34CDB69BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
KO|ADV|014FEE34CDB79BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
KO|AR|014FEE34CDB89BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
KO|ASSE|014FEE34CDB99BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
KO|BASE|014FEE34CDBA9BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
KO|BASR|014FEE34CDBB9BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
KO|BASS|014FEE34CDBC9BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|N|NF|
KO|BCAS|014FEE34CDBD9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
KO|BCOM|014FEE34CDBE9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
KO|BENF|014FEE34CDBF9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
KO|BFRE|014FEE34CDC09BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
KO|BGEX|014FEE34CDC19BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
KO|BISA|014FEE34CDC29BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
KO|BLIA|014FEE34CDC39BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
KO|BNDP|014FEE34CDC49BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
KO|BORE|014FEE34CDC59BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
KO|BSTF|014FEE34CDC69BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
KO|C&G|014FEE34CDC79BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
KO|CAP|014FEE34CDC89BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
KO|CASH|014FEE34CDC99BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
KO|COMP|014FEE34CDCA9BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
KO|CORE|014FEE34CF839BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
KO|CORI|014FEE34CF8F9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
KO|COSV|014FEE34CDCB9BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
KO|CREX|014FEE34CDCC9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
KO|CRIN|014FEE34CDCD9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
KO|CSEQ|014FEE34CF559BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
KO|DEBT|014FEE34CDCE9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
KO|DEFR|014FEE34CF609BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
KO|DEPR|014FEE34CF449BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
KO|DIST|014FEE34CDCF9BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
KO|FINA|014FEE34CDD09BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
KO|FUBL|014FEE34CDD19BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
KO|GIFT|014FEE34CDD29BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
KO|HRCO|014FEE34CDD39BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
KO|ICOE|014FEE34CDD49BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
KO|ICOR|014FEE34CDD59BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
KO|INS1|014FEE34CDD69BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
KO|INS2|014FEE34CDD79BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
KO|INSF|014FEE34CDD89BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
KO|INSS|014FEE34CDD99BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
KO|INV|014FEE34CDDA9BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
KO|INVA|014FEE34CDDB9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
KO|INVR|014FEE34CDDC9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
KO|NC|014FEE34CDDD9BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
KO|NORE|014FEE34CDDE9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
KO|NOTP|014FEE34CDDF9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
KO|OASS|014FEE34CDE09BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
KO|OEXP|014FEE34CDE19BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
KO|OLIA|014FEE34CDE29BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
KO|OTH1|014FEE34CDE39BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
KO|OTH2|014FEE34CDE49BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
KO|OTHF|014FEE34CDE59BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
KO|OTHL|014FEE34CF6E9BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
KO|OTHR|014FEE34CDE69BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
KO|OTHS|014FEE34CDE79BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
KO|PART|014FEE34CDE89BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
KO|PHON|014FEE34CDE99BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
KO|PLNT|014FEE34CDEA9BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
KO|PRIN|014FEE34CDEB9BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
KO|PRSA|014FEE34CDEC9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
KO|R&M|014FEE34CDED9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
KO|RENT|014FEE34CDEE9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
KO|RESA|014FEE34CDEF9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
KO|RESV|014FEE34CDF09BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
KO|S&E|014FEE34CDF19BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
KO|SAAC|014FEE34CDF29BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
KO|SAAP|014FEE34CDF39BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
KO|SASV|014FEE34CDF49BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
KO|SERV|014FEE34CDF59BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
KO|SINV|014FEE34CF6B9BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
KO|STAP|014FEE34CDF69BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
KO|STUF|014FEE34CDF79BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
KO|SUPL|014FEE34CDF89BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
KO|TAX|014FEE34CDF99BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
KO|TAXP|014FEE34CDFA9BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
KO|TRAN|014FEE34CDFB9BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
KO|TRAV|014FEE34CDFC9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
KO|TREX|014FEE34CF9C9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
KO|TRFE|014FEE34CDFD9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
KO|TRFI|014FEE34CDFE9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
KO|TRIN|014FEE34CDFF9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
KO|UTIL|014FEE34CE009BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
KO|VADJ|014FEE34CE019BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
NW|ACLI|014FEE34CE029BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
NW|ACPA|014FEE34CE039BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
NW|ACPY|014FEE34CE049BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
NW|ACSA|014FEE34CE059BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
NW|ADV|014FEE34CE069BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
NW|AR|014FEE34CE079BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
NW|ASSE|014FEE34CE089BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
NW|BASE|014FEE34CE099BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
NW|BASR|014FEE34CE0A9BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
NW|BASS|014FEE34CE0B9BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|N|NF|
NW|BCAS|014FEE34CE0C9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
NW|BCOM|014FEE34CE0D9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
NW|BENF|014FEE34CE0E9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
NW|BFRE|014FEE34CE0F9BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
NW|BGEX|014FEE34CE109BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
NW|BISA|014FEE34CE119BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
NW|BLIA|014FEE34CE129BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
NW|BNDP|014FEE34CE139BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
NW|BORE|014FEE34CE149BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
NW|BSTF|014FEE34CE159BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
NW|C&G|014FEE34CE169BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
NW|CAP|014FEE34CE179BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
NW|CASH|014FEE34CE189BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
NW|COMP|014FEE34CE199BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
NW|CORE|014FEE34CF849BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
NW|CORI|014FEE34CF909BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
NW|COSV|014FEE34CE1A9BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
NW|CREX|014FEE34CE1B9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
NW|CRIN|014FEE34CE1C9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
NW|CSEQ|014FEE34CF529BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
