univ_fiscal_yr|fin_series_id|awrd_icr_entry_nbr|obj_id|ver_nbr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|trn_debit_crdt_cd|awrd_icr_rate_pct|acct_icr_rate_actv_ind|
2011.0|054|2.0|4DBB5FC8-339D-FF5E-AEE3-6F792B92AD0D|2.0|#|#|-----|1803|---|C|25.0|Y|
2011.0|055|1.0|16488288-44EC-090D-CC04-9C1745D493FF|2.0|@|@|@|5500|---|D|25.3|Y|
2011.0|055|2.0|58B3DC95-8BA2-0EBB-12C7-3134F3248064|2.0|#|#|-----|1803|---|C|25.3|Y|
2011.0|056|1.0|A91D2986-BBC5-6B1C-C07D-C7A5BAC59F12|2.0|@|@|@|5500|---|D|26.0|Y|
2011.0|056|2.0|798FA374-D222-1DA7-9886-70CEAB5EBC5F|2.0|#|#|-----|1803|---|C|26.0|Y|
2011.0|057|1.0|3A74BC4B-6B90-5CC5-F7D7-3693EB5D7FA0|2.0|@|@|@|5500|---|D|26.2|Y|
2011.0|057|2.0|1CB99B18-4B5C-D782-EA0E-56A7612CCF1E|2.0|#|#|-----|1803|---|C|26.2|Y|
2011.0|058|1.0|CE3DF5B9-3079-6E95-D985-8385677A94DF|2.0|@|@|@|5500|---|D|26.4|Y|
2011.0|058|2.0|6CDB211D-79CA-1F17-E88A-46525866AF5B|2.0|#|#|-----|1803|---|C|26.4|Y|
2011.0|059|1.0|F3656F25-C39A-C7BD-9B68-2CD8A79798D2|2.0|@|@|@|5500|---|D|26.5|Y|
2011.0|059|2.0|8EB377E5-1D2D-8D40-BC10-C561C4B2D7AF|2.0|#|#|-----|1803|---|C|26.5|Y|
2011.0|060|1.0|F16D2B67-7E4C-92B7-557E-6E37213F7220|2.0|@|@|@|5500|---|D|27.0|Y|
2011.0|060|2.0|0EB8FE84-4990-9F8F-B848-1B3D22CA04DC|2.0|#|#|-----|1803|---|C|27.0|Y|
2011.0|061|1.0|58F149AE-718A-CC5E-54F2-A26AD93CC4D3|2.0|@|@|@|5500|---|D|27.3|Y|
2011.0|061|2.0|6ED32AD2-4197-12C5-E5CB-81A502924F4C|2.0|#|#|-----|1803|---|C|27.3|Y|
2011.0|062|1.0|0DD169F2-CA01-0D77-FEC2-BC87D0325CDE|2.0|@|@|@|5500|---|D|27.7|Y|
2011.0|062|2.0|B89D61D9-BF09-6D54-86C0-F86C831B60C2|2.0|#|#|-----|1803|---|C|27.7|Y|
2011.0|063|1.0|9CE8C8AB-A7A7-85E6-89AC-E4436C2B8759|2.0|@|@|@|5500|---|D|28.0|Y|
2011.0|063|2.0|CEC41272-BCEA-A78F-863F-0834F8F553CB|2.0|#|#|-----|1803|---|C|28.0|Y|
2011.0|064|1.0|CEFBB568-B1BB-CACC-690D-E13B7B411F35|2.0|@|@|@|5500|---|D|28.66|Y|
2011.0|064|2.0|97BDE33A-F6D1-FA51-DBCD-9ABD5B27BCA2|2.0|#|#|-----|1803|---|C|28.66|Y|
2011.0|065|1.0|3FD87DDF-9D2A-03FE-C030-D552F6CC185F|2.0|@|@|@|5500|---|D|28.76|Y|
2011.0|065|2.0|EADCE6AA-FE69-9891-C1D3-6DEA241C403B|2.0|#|#|-----|1803|---|C|28.76|Y|
2011.0|066|1.0|F0069D0A-3F0B-C3FA-BC9E-72609B0DE70A|2.0|@|@|@|5500|---|D|28.8|Y|
2011.0|066|2.0|837744FA-BCFE-22CE-F5E3-7BC61979E7A9|2.0|#|#|-----|1803|---|C|28.8|Y|
2011.0|067|1.0|04CA154E-6F5B-6591-2E4E-67D8A0ADAE0D|2.0|@|@|@|5500|---|D|29.0|Y|
2011.0|067|2.0|087022BB-73F7-2BEF-D9C6-E08412F4387D|2.0|#|#|-----|1803|---|C|29.0|Y|
2011.0|068|1.0|5D0E67C3-8AE1-F2D3-5679-6003F96A3F08|2.0|@|@|@|5500|---|D|30.0|Y|
2011.0|068|2.0|EE42D45A-34B9-8F7D-89CD-844828570472|2.0|#|#|-----|1803|---|C|30.0|Y|
2011.0|069|1.0|B38230B0-3441-7DC7-6B49-A07C6173C213|2.0|@|@|@|5500|---|D|30.1|Y|
2011.0|069|2.0|EF402832-C401-5D65-C338-ADF21030F2C3|2.0|#|#|-----|1803|---|C|30.1|Y|
2011.0|070|1.0|9B83F632-90F8-A6D2-045C-FAE6547B7C83|2.0|@|@|@|5500|---|D|30.2|Y|
2011.0|070|2.0|93DEDCDF-5009-7A70-10A2-532D04542E3E|2.0|#|#|-----|1803|---|C|30.2|Y|
2011.0|071|1.0|F0B2EBBB-29AA-0264-2BB8-BFC4E4E7928F|2.0|@|@|@|5500|---|D|30.7|Y|
2011.0|071|2.0|335C37A8-1BF7-0386-545B-2C0D269B09D1|2.0|#|#|-----|1803|---|C|30.7|Y|
2011.0|072|1.0|69A722D1-F80A-B983-3D21-38EB885D220B|2.0|@|@|@|5500|---|D|31.0|Y|
2011.0|072|2.0|E3707D13-1789-C084-11D4-1FB793BAA869|2.0|#|#|-----|1803|---|C|31.0|Y|
2011.0|073|1.0|298C5367-9492-906E-B998-EFF66AD5BDFF|2.0|@|@|@|5500|---|D|31.3|Y|
2011.0|073|2.0|1F5587DA-A2A1-DBE3-01AB-A0F2FC7B09CB|2.0|#|#|-----|1803|---|C|31.3|Y|
2011.0|074|1.0|5725CC54-8ECE-202F-28D0-3819391899B3|2.0|@|@|@|5500|---|D|31.33|Y|
2011.0|074|2.0|567D0122-9957-6742-46E8-FED00758AB70|2.0|#|#|-----|1803|---|C|31.33|Y|
2011.0|075|1.0|B1A6A522-2B73-FAD2-5CEE-AB9AF7C15362|2.0|@|@|@|5500|---|D|31.48|Y|
2011.0|075|2.0|E11D8895-53D8-656F-553E-3ED654FFBB43|2.0|#|#|-----|1803|---|C|31.48|Y|
2011.0|076|1.0|19E79F5F-77D2-5898-74D9-8F97BAA6ABD0|2.0|@|@|@|5500|---|D|31.5|Y|
2011.0|076|2.0|EBA6182D-EE05-58BF-6060-B83EC4596D48|2.0|#|#|-----|1803|---|C|31.5|Y|
2011.0|077|1.0|895670F6-97E7-4690-3195-DA036F723C55|2.0|@|@|@|5500|---|D|32.0|Y|
2011.0|077|2.0|587EBB4F-A711-CA30-896A-1E918A2A1C9E|2.0|#|#|-----|1803|---|C|32.0|Y|
2011.0|078|1.0|DA0E2230-4069-8FD9-5051-86D5F56FB1CE|2.0|@|@|@|5500|---|D|32.57|Y|
2011.0|078|2.0|E41F71F9-A126-3CE0-235E-09961F886DBB|2.0|#|#|-----|1803|---|C|32.57|Y|
2011.0|079|1.0|CFF682AA-0C4C-DBB6-EF0E-64991EE4F924|2.0|@|@|@|5500|---|D|32.8|Y|
2011.0|079|2.0|8D50B787-7518-0119-AC73-478D94D771A7|2.0|#|#|-----|1803|---|C|32.8|Y|
2011.0|080|1.0|CBABA04E-1E04-D132-5F25-00F873304995|2.0|@|@|@|5500|---|D|37.75|Y|
2011.0|080|2.0|62B2FE96-B0FC-6F27-DBA3-73BD6EAD6A78|2.0|#|#|-----|1803|---|C|37.75|Y|
2011.0|081|1.0|D61DB0C8-F67E-F274-8BCD-A9278B52898A|2.0|@|@|@|5500|---|D|39.2|Y|
2011.0|081|2.0|7517D4B2-D3FD-677F-85EC-0A2BEB0F2866|2.0|#|#|-----|1803|---|C|39.2|Y|
2011.0|082|1.0|7FA2BA6F-2ED5-8B74-7008-FD3758907FC7|2.0|@|@|@|5500|---|D|40.0|Y|
2011.0|082|2.0|A557A515-502C-A704-E5EE-BC306A63DD49|2.0|#|#|-----|1803|---|C|40.0|Y|
2011.0|083|1.0|C9EF2DFA-297F-8E83-E5E8-82C6DBD2539F|2.0|@|@|@|5500|---|D|41.0|Y|
2011.0|083|2.0|1617D56C-AB39-6115-618F-AFF3027AFE5E|2.0|#|#|-----|1803|---|C|41.0|Y|
2011.0|084|1.0|AC2E0A80-2713-BBC7-DA94-95ED37643689|2.0|@|@|@|5500|---|D|42.2|Y|
2011.0|084|2.0|8D7EDCC0-F03B-B6F9-6AF0-D70758A26389|2.0|#|#|-----|1803|---|C|42.2|Y|
2011.0|085|1.0|B2A0AE4E-D587-3661-B14A-3CCF94E994BC|2.0|@|@|@|5500|---|D|43.0|Y|
2011.0|085|2.0|0200DF33-15F5-E15C-5B2D-B911A8FD2F6C|2.0|#|#|-----|1803|---|C|43.0|Y|
2011.0|086|1.0|5F51A3A1-44E5-B15E-26F9-D04C0E4061E6|2.0|@|@|@|5500|---|D|44.0|Y|
2011.0|086|2.0|D27121B0-9975-8C32-C0C3-743F7F8E6F8E|2.0|#|#|-----|1803|---|C|44.0|Y|
2011.0|087|1.0|858831CF-CBB2-14FB-14AA-152AB4758C87|2.0|@|@|@|5500|---|D|45.0|Y|
2011.0|087|2.0|B56C3D52-5CD1-6E1A-8EA5-46C083D8C446|2.0|#|#|-----|1803|---|C|45.0|Y|
2011.0|088|1.0|6BCFA953-E9CB-4436-6388-E12C344F33BA|2.0|@|@|@|5500|---|D|46.0|Y|
2011.0|088|2.0|FCE63CEC-C850-00AB-D313-0E42BBC4E2C3|2.0|#|#|-----|1803|---|C|46.0|Y|
2011.0|089|1.0|56D7D6E4-7F46-F611-8398-F4DFE1E3D611|2.0|@|@|@|5500|---|D|47.0|Y|
2011.0|089|2.0|3EB6496C-025E-B07A-A8DB-426D6D27A8AD|2.0|#|#|-----|1803|---|C|47.0|Y|
2011.0|090|1.0|9E069ADA-9F01-C0D4-5C65-44E20B7F8BE2|2.0|@|@|@|5500|---|D|47.1|Y|
2011.0|090|2.0|44D99BEF-77E8-5220-13D8-D55443F7B686|2.0|#|#|-----|1803|---|C|47.1|Y|
2011.0|091|1.0|05666FD3-2D34-9050-B1BB-919E9B38AB4E|2.0|@|@|@|5500|---|D|47.5|Y|
2011.0|091|2.0|6CD36638-4887-73DD-5963-2AA5932B449F|2.0|#|#|-----|1803|---|C|47.5|Y|
2011.0|092|1.0|FA6A3CE5-C50C-5C74-B65B-1E873BBC78B0|2.0|@|@|@|5500|---|D|49.0|Y|
2011.0|092|2.0|6CBCDE1E-402D-B5D3-D85E-138400D5A2F4|2.0|#|#|-----|1803|---|C|49.0|Y|
2011.0|093|1.0|2AC4C3EB-9405-B0D4-947C-6BF6795006AC|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|093|2.0|5C4AE444-FC6E-F7B9-3BFF-AE9B200A0B99|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|094|1.0|034135DC-EA5A-5B80-8EF4-9E4E2A1292DC|2.0|@|@|@|5500|---|D|51.0|Y|
2011.0|094|2.0|DC1C54D1-B5C1-CA93-60A5-73406F2C8F42|2.0|#|#|-----|1803|---|C|51.0|Y|
2011.0|095|1.0|338340F8-9BE4-3D23-89C2-9A99341F2312|2.0|@|@|@|5500|---|D|51.25|Y|
2011.0|095|2.0|DE3C078C-28FB-578A-435C-4A27C061D378|2.0|#|#|-----|1803|---|C|51.25|Y|
2011.0|096|1.0|052EAAC8-2E2B-9125-BF2A-E6A304EF4E7D|2.0|@|@|@|5500|---|D|51.8|Y|
2011.0|096|2.0|066B1DEF-2F14-72E1-0970-2CC78CDCE59B|2.0|#|#|-----|1803|---|C|51.8|Y|
2011.0|097|1.0|D242FCF0-9B5F-31B2-2013-4545EC4E1D43|2.0|@|@|@|5500|---|D|52.0|Y|
2011.0|097|2.0|945C65A3-B797-3E33-1A3C-A002BF9E3F88|2.0|#|#|-----|1803|---|C|52.0|Y|
2011.0|098|1.0|3EF27886-B381-EAF8-B88D-6ED856A799EB|2.0|@|@|@|5500|---|D|52.5|Y|
2011.0|098|2.0|B81FE58D-F9A3-692F-D81C-4CA17654347A|2.0|#|#|-----|1803|---|C|52.5|Y|
2011.0|099|1.0|66E43B3B-3901-9C89-92EE-628926C87274|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|099|2.0|560D82EF-DEA7-5D8F-2D51-E500A6E1C399|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|100|1.0|227B0E43-8AF7-4A44-8A95-14E7DD93902D|2.0|@|@|@|5500|---|D|53.0|Y|
2011.0|100|2.0|48B6F9C6-EFAD-F687-E639-C9FA180B4EFB|2.0|#|#|-----|1803|---|C|53.0|Y|
2011.0|101|1.0|81866317-52B3-AE9C-AA81-AA59B9588205|2.0|@|@|@|5500|---|D|64.5|Y|
2011.0|101|2.0|F2CB53D0-8EA2-5CBD-FCB0-6C6CF279F224|2.0|#|#|-----|1803|---|C|64.5|Y|
2011.0|102|1.0|94F2A708-C8D9-5D35-5F42-0679AC46AF21|2.0|@|@|@|5500|---|D|70.0|Y|
2011.0|102|2.0|4B8CD803-614F-D9E5-4269-16B3FA9F1FDB|2.0|#|#|-----|1803|---|C|70.0|Y|
2011.0|103|1.0|E373776C-6A57-EA6C-8434-AE4960A17704|2.0|@|@|@|5500|---|D|72.6|Y|
2011.0|103|2.0|F086AAF2-38D4-725A-A00F-51BD9DE4203B|2.0|#|#|-----|1803|---|C|72.6|Y|
2011.0|104|1.0|45220014-6101-6EF0-D138-A4CE4903C340|2.0|@|@|@|5500|---|D|33.1|Y|
2011.0|104|2.0|120CB502-0016-EA96-D94B-1A44067D92CC|2.0|#|#|-----|1803|---|C|33.1|Y|
2011.0|105|1.0|0E5E5F69-332E-704F-9907-4A8A73AD5A58|2.0|@|@|@|5500|---|D|52.9|Y|
2011.0|105|2.0|563A80C6-F5FE-6C27-F265-0EE59B1EFE46|2.0|#|#|-----|1803|---|C|52.9|Y|
2011.0|106|1.0|581F8595-A26D-93E7-62EF-03A2EF44E8A5|2.0|@|@|@|5500|---|D|8.43|Y|
2011.0|106|2.0|4CF3FD06-8F96-F829-7AC5-9B0D049310C7|2.0|#|#|-----|1803|---|C|8.43|Y|
2011.0|107|1.0|4FFC82E4-131B-E596-8AF8-7C5B42E1AA2A|2.0|@|@|@|5500|---|D|25.54|Y|
2011.0|107|2.0|BB8C0C42-7EC9-3F7D-0E84-806429C427CA|2.0|#|#|-----|1803|---|C|25.54|Y|
2011.0|108|1.0|A2650029-2D52-54B1-84D2-2B706ED0ADBC|2.0|@|@|@|5500|---|D|5.8|Y|
2011.0|108|2.0|0DF90702-E885-5F34-839E-40960A54E05D|2.0|#|#|-----|1803|---|C|5.8|Y|
2011.0|109|1.0|A4AE5BE7-8B74-E80A-1E92-C65884932CC9|2.0|@|@|@|5500|---|D|44.79|Y|
2011.0|109|2.0|A8F3BEBC-58B9-94F7-F631-81E3B46AA577|2.0|#|#|-----|1803|---|C|44.79|Y|
2011.0|110|1.0|3944C047-9700-5DC2-6D9E-82AA6DD86BAD|2.0|@|@|@|5500|---|D|49.5|Y|
2011.0|110|2.0|ED21AA94-21DD-1270-4B7A-D079925CCBFF|2.0|#|#|-----|1803|---|C|49.5|Y|
2011.0|111|1.0|F6FFDDEB-12AF-E35F-1335-FC9297EABF9F|2.0|@|@|@|5500|---|D|20.31|Y|
2011.0|111|2.0|D1994AB6-BD8D-E1FF-FA5D-6F7F36843E95|2.0|#|#|-----|1803|---|C|20.31|Y|
2011.0|112|1.0|00B83441-87BF-C455-8D89-A9175DBE993F|2.0|@|@|@|5500|---|D|24.62|Y|
2011.0|112|2.0|37FEFAD6-5A61-398C-A336-82598410F981|2.0|#|#|-----|1803|---|C|24.62|Y|
2011.0|113|1.0|4048C6B3-9DC9-1A5C-1D7F-E77D2B70516C|2.0|@|@|@|5500|---|D|54.0|Y|
2011.0|113|2.0|CEC6749A-734D-55F5-301E-8A18E5AB6C68|2.0|#|#|-----|1803|---|C|54.0|Y|
2011.0|114|1.0|BF54509C-50CA-550D-4FE0-E9DB1C8A1BD8|2.0|@|@|@|5500|---|D|30.4|Y|
2011.0|114|2.0|FB31A073-8A9F-8416-E35F-207E70C3EBA9|2.0|#|#|-----|1803|---|C|30.4|Y|
2011.0|115|1.0|5959F845-F229-1687-0000-E69585512121|2.0|@|@|@|5500|---|D|52.7|Y|
2011.0|115|2.0|9254E5D5-867A-CF9B-7910-3D438D37305C|2.0|#|#|-----|1803|---|C|52.7|Y|
2011.0|116|1.0|0E9AF391-4609-893D-98D4-0323351355F6|2.0|@|@|@|5500|---|D|26.0|Y|
2011.0|116|2.0|6537B0E6-AFA4-687B-00CC-286B9A2BA8F7|2.0|#|#|-----|1803|---|C|26.0|Y|
2011.0|117|1.0|72D24392-16BA-F9C8-A99A-4A311E55C31F|2.0|@|@|@|5500|---|D|25.3|Y|
2011.0|117|2.0|38599857-B473-FBE9-E921-8A27DAB0805F|2.0|#|#|-----|1803|---|C|25.3|Y|
2011.0|118|1.0|8792D43E-F2CA-D6F6-9823-920A37A3A0CD|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|118|2.0|F9FF7986-B950-096A-113F-1366B108DC0D|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|119|1.0|A77FACE4-F954-98FD-6146-3DCEBEAA9C55|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|119|2.0|483A3B36-5983-FFC6-D97C-9E00CBC97408|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|120|1.0|BC6EDB30-6AF3-A33D-8599-F22CBA956D83|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|120|2.0|863CC847-9E7E-547E-34B5-517C7B0FA925|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|121|1.0|28EC3DB2-4EC0-692F-9432-CA5B70DAA933|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|121|2.0|9C286DB0-8BC3-85D7-7BF6-A4014004FBE1|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|122|1.0|B48AD785-B2ED-85FD-D301-15FAD2ED6BD5|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|122|2.0|DAC2C261-3A94-05A9-FEF7-6F6AC35AB8E5|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|123|1.0|656B6531-49B6-27E8-FCCF-ABF14E2C4298|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|123|2.0|E4F86421-21D1-5A48-AC25-9EB116A46C80|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|124|1.0|5D112590-2CB3-6D40-3117-F0992F472FE7|2.0|@|@|@|5500|---|D|8.43|Y|
2011.0|124|2.0|D9516934-1F33-9FC6-3B6F-4874C6C9F3F2|2.0|#|#|-----|1803|---|C|8.43|Y|
2011.0|125|1.0|75128B51-81F9-6625-C276-D9295EB37250|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|125|2.0|42299D3F-D78F-8CDF-FA22-36827569C5BB|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|126|1.0|175A735E-0F36-0BE4-4350-F98F1D749039|2.0|@|@|@|5500|---|D|50.0|Y|
2011.0|126|2.0|57E63623-FF6E-F1D7-BE26-DBFE7D00AA5B|2.0|#|#|-----|1803|---|C|50.0|Y|
2011.0|127|1.0|99DDB86C-5203-27D7-E260-1F70C96460B7|2.0|@|@|@|5500|---|D|35.0|Y|
2011.0|127|2.0|08FEEEC2-F784-EA18-332B-D5E9BC93D47B|2.0|#|#|-----|1803|---|C|35.0|Y|
2011.0|128|1.0|D18C621D-4378-86F9-97E9-9ECD426FB3F6|2.0|@|@|@|5500|---|D|20.5|Y|
2011.0|128|2.0|C268F0EE-BFB3-D924-7C8A-6DC874F208B3|2.0|#|#|-----|1803|---|C|20.5|Y|
2011.0|129|1.0|C4C4DF50-8DF0-1BD5-79A7-A9582D29C8A5|2.0|@|@|@|5500|---|D|2.0|Y|
2011.0|129|2.0|51DE386C-1577-BA13-CA21-A7CE5E8983E5|2.0|#|#|-----|1803|---|C|2.0|Y|
2011.0|130|1.0|8203D7BF-756D-B00A-8B87-7BA7EA03359D|2.0|@|@|@|5500|---|D|33.6|Y|
2011.0|130|2.0|EAC5FBAF-583E-421A-9B55-98780EB8EC50|2.0|#|#|-----|1803|---|C|33.6|Y|
2011.0|131|1.0|86D20FF0-522C-13E6-9C5A-C8CC4B73944E|2.0|@|@|@|5500|---|D|30.4|Y|
2011.0|131|2.0|E9A8A83F-1B6E-8DAE-90F0-AA786EAE72F6|2.0|#|#|-----|1803|---|C|30.4|Y|
2012.0|000|1.0|7118503F-15DA-6705-06B5-6808A991DED9|2.0|@|@|@|5500|---|D|0.0|Y|
2012.0|000|2.0|565F6100-5BFC-E647-CB52-5163D9C3FFB2|2.0|#|#|-----|1803|---|C|0.0|Y|
2012.0|001|1.0|307FB2BC-33D4-9CE8-08DB-958AA62C74A1|2.0|@|@|@|5500|---|D|3.13|Y|
2012.0|001|2.0|6864D98A-78BC-4C1F-4DEC-6B09D1D2C0E1|2.0|#|#|-----|1803|---|C|3.13|Y|
2012.0|002|1.0|2D5A8096-6C59-6355-C932-5789C3F7E00D|2.0|@|@|@|5500|---|D|3.8|Y|
2012.0|002|2.0|041C455F-C3E3-4909-6C74-739E89D97DE2|2.0|#|#|-----|1803|---|C|2.0|Y|
2012.0|002|3.0|46137B92-DB77-53BD-5D33-A2E1ED0D2D8E|2.0|BL|1031400|-----|1803|---|C|1.8|Y|
2012.0|003|1.0|32A0858C-8FA0-62A5-3DF0-7DCCD18B45DC|2.0|@|@|@|5500|---|D|4.0|Y|
2012.0|003|2.0|655865BC-EE48-23F2-7612-4349BF39A80F|2.0|#|#|-----|1803|---|C|4.0|Y|
2012.0|004|1.0|4D5BD0F1-0226-D9D3-CCDD-26CC13A8D09E|2.0|@|@|@|5500|---|D|4.92|Y|
2012.0|004|2.0|A816ED41-3C6F-3511-C4DF-9A78D7FE6CD9|2.0|#|#|-----|1803|---|C|4.92|Y|
2012.0|005|1.0|80C87BA2-2AC5-0887-3CA1-5F143F09CBF0|2.0|@|@|@|5500|---|D|5.0|Y|
2012.0|005|2.0|820234CD-393B-C375-4325-6DE41AFD28BC|2.0|#|#|-----|1803|---|C|5.0|Y|
2012.0|006|1.0|8B80EFA1-CB62-7916-E73D-5986D7B49ED1|2.0|@|@|@|5500|---|D|5.28|Y|
2012.0|006|2.0|B3787FCD-3A2C-F481-307C-FFA2DCEDC888|2.0|#|#|-----|1803|---|C|5.28|Y|
2012.0|007|1.0|9EBF8E86-5B01-55CE-7E18-91F51A5F6136|2.0|@|@|@|5500|---|D|5.54|Y|
2012.0|007|2.0|D09613DB-D3C5-1230-BBCA-562CE6AD2901|2.0|#|#|-----|1803|---|C|5.54|Y|
2012.0|008|1.0|284D2DD5-1F3A-1441-8C2F-881689BDB3BD|2.0|@|@|@|5500|---|D|6.0|Y|
2012.0|008|2.0|DA6C840E-C3DF-B6D7-417C-0EC5CA193681|2.0|#|#|-----|1803|---|C|6.0|Y|
2012.0|009|1.0|BBCA352A-369F-2E51-9DD1-1A97088B1055|2.0|@|@|@|5500|---|D|6.4|Y|
2012.0|009|2.0|6BEB5201-9BEE-289A-19A7-2150BDC0B394|2.0|#|#|-----|1803|---|C|6.4|Y|
2012.0|010|1.0|26912DD9-51E5-45BA-8BBA-2D2F051CB3E9|2.0|@|@|@|5500|---|D|7.0|Y|
2012.0|010|2.0|E424B235-7908-BB9E-8C3C-97D34011F748|2.0|#|#|-----|1803|---|C|7.0|Y|
2012.0|011|1.0|251435EC-D7F0-048C-E79D-624E6D18E44A|2.0|@|@|@|5500|---|D|7.45|Y|
2012.0|011|2.0|782DB535-5693-8734-0664-F2AEFF928234|2.0|#|#|-----|1803|---|C|7.45|Y|
2012.0|012|1.0|44601AE9-DFBA-07BC-AED5-8A47C6CDBB87|2.0|@|@|@|5500|---|D|7.64|Y|
2012.0|012|2.0|88EA4DE4-7BA6-6C89-6867-0327BC00A565|2.0|#|#|-----|1803|---|C|7.64|Y|
2012.0|013|1.0|9E257C4D-1494-0372-4E75-790A4F313827|2.0|@|@|@|5500|---|D|7.8|Y|
2012.0|013|2.0|0975EED8-D950-7D96-7616-B2CB1B95AD87|2.0|#|#|-----|1803|---|C|7.8|Y|
2012.0|014|1.0|82890CD6-2AEF-3758-A4F3-6E0340226C37|2.0|@|@|@|5500|---|D|8.0|Y|
2012.0|014|2.0|BBC3F752-F452-3044-822C-97D555ABA7E9|2.0|#|#|-----|1803|---|C|8.0|Y|
2012.0|015|1.0|161CC7D6-8773-CAB1-7E45-8F9FB09E7F20|2.0|@|@|@|5500|---|D|8.64|Y|
2012.0|015|2.0|7663D5AF-6CCD-7AD5-AF03-1AA05E99E10F|2.0|#|#|-----|1803|---|C|8.64|Y|
2012.0|016|1.0|DB7D9E16-0E54-8F6B-5A8D-6F910339C2B8|2.0|@|@|@|5500|---|D|9.0|Y|
2012.0|016|2.0|25ACA2BE-425B-2409-AC67-8B50E53B7FAB|2.0|#|#|-----|1803|---|C|9.0|Y|
2012.0|017|1.0|88057F47-FD7C-41FF-2B69-038D0046FB91|2.0|@|@|@|5500|---|D|9.8|Y|
2012.0|017|2.0|D2D64EDE-17A5-3604-1E3C-551BDC204C8F|2.0|#|#|-----|1803|---|C|9.8|Y|
2012.0|018|1.0|88484A2A-B888-F6A7-5F1D-E6B9C3FA737B|2.0|@|@|@|5500|---|D|10.0|Y|
2012.0|018|2.0|C988E2C9-FC4D-6E17-C40D-918F36AE00E9|2.0|#|#|-----|1803|---|C|10.0|Y|
2012.0|019|1.0|81DBDDAD-F87F-4AAA-6BDE-FBBB723E6707|2.0|@|@|@|5500|---|D|10.95|Y|
2012.0|019|2.0|57AC33D9-9DA1-EC54-D997-5E023737435F|2.0|#|#|-----|1803|---|C|10.95|Y|
2012.0|020|1.0|4410982E-41B5-59FD-683D-CAC176652932|2.0|@|@|@|5500|---|D|11.0|Y|
2012.0|020|2.0|D29CD941-89B0-72B4-2F79-EA6CCE723AAA|2.0|#|#|-----|1803|---|C|11.0|Y|
2012.0|021|1.0|49863DA4-320F-BF6C-09FD-7384EBBEF036|2.0|@|@|@|5500|---|D|11.11|Y|
2012.0|021|2.0|EFD49B39-2F6B-6483-9D72-3E621B1F3540|2.0|#|#|-----|1803|---|C|11.11|Y|
2012.0|022|1.0|28DA5AD1-0C83-1980-9666-914908A39B14|2.0|@|@|@|5500|---|D|11.14|Y|
2012.0|022|2.0|F82BE6F1-83BD-0FE6-98FD-225D9F5354C7|2.0|#|#|-----|1803|---|C|11.14|Y|
2012.0|023|1.0|01AB1120-124C-1D97-3AF9-929DC11D38CF|2.0|@|@|@|5500|---|D|11.5|Y|
2012.0|023|2.0|7725D405-B1EA-E746-0692-8A7136CC005B|2.0|#|#|-----|1803|---|C|11.5|Y|
2012.0|024|1.0|F5DCF7E9-DDCF-1B55-F79C-403BCCA8098F|2.0|@|@|@|5500|---|D|12.0|Y|
2012.0|024|2.0|4092010B-CC86-1829-B454-8E65B1A9EB72|2.0|#|#|-----|1803|---|C|12.0|Y|
2012.0|025|1.0|762C9EBA-EBDE-2F2F-5450-C2F3F73A8AC1|2.0|@|@|@|5500|---|D|12.46|Y|
2012.0|025|2.0|A3EAAD8F-3D1A-EF80-7664-45434C04BA05|2.0|#|#|-----|1803|---|C|12.46|Y|
2012.0|026|1.0|98187797-5583-4D5D-5F44-F0DD4779E85C|2.0|@|@|@|5500|---|D|12.5|Y|
2012.0|026|2.0|D45F0AE2-8E21-D25A-62A8-60AA726202F6|2.0|#|#|-----|1803|---|C|12.5|Y|
2012.0|027|1.0|82FC9C1A-9856-2132-B49A-91DCDA6F2794|2.0|@|@|@|5500|---|D|12.54|Y|
2012.0|027|2.0|44EA9999-A3AA-699D-F714-5D6DF2CE724E|2.0|#|#|-----|1803|---|C|12.54|Y|
2012.0|028|1.0|171382D9-EEE3-ADD6-C71F-B8E329853497|2.0|@|@|@|5500|---|D|12.78|Y|
2012.0|028|2.0|14EB8ED5-79EB-39D4-F71A-35C2E2C6ADAF|2.0|#|#|-----|1803|---|C|12.78|Y|
