fin_coa_cd|org_cd|obj_id|ver_nbr|org_mgr_unvl_id|org_nm|rc_cd|org_phys_cmp_cd|org_typ_cd|org_dflt_acct_nbr|org_ln1_addr|org_ln2_addr|org_city_nm|org_state_cd|org_zip_cd|org_cntry_cd|org_begin_dt|org_end_dt|rpts_to_fin_coa_cd|rpts_to_org_cd|org_active_cd|org_in_fp_cd|org_plnt_acct_nbr|cmp_plnt_acct_nbr|org_plnt_coa_cd|cmp_plnt_coa_cd|
SB|ANTH|014F3DAF7FCDA448E043814FD28EA448|1.0|3158308097|ANTHROPOLOGY|04|SB|H|0754498|DW2289||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SOCA|Y|N|9554004|9554000|SB|SB|
SB|ARC|014F3DAF8004A448E043814FD28EA448|1.0|4426706986|ACADEMIC RESOURCE CENTER|70|SB|O|0754498|N160||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|SASS|Y|N|9554070|9554000|SB|SB|
SB|ARSC|014F3DAF7E48A448E043814FD28EA448|1.0|5163907497|COLLEGE OF LIBERAL ARTS ~ SCIENCES|04|SB|R|0754498|N462||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554004|9554000|SB|SB|
SB|ARTA|014F3DAF7E49A448E043814FD28EA448|1.0|1298309000|ARTS ACADEMY|43|SB|O|0754498|N101C||SOUTH BEND|IN|46634-7111|US|20930701000000|20960208000000|SB|ARTD|N|N|9554043|9554000|SB|SB|
SB|ARTD|014F3DAF7E4AA448E043814FD28EA448|1.0|1867601981|ARTS|43|SB|R|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554043|9554000|SB|SB|
SB|ARTH|014F3DAF8091A448E043814FD28EA448|1.0|1867601981|ART HISTORY|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|FINA|Y|N|9554043|9554000|SB|SB|
SB|ASOC|014F3DAF8062A448E043814FD28EA448|1.0|5186102229|ASSOCIATES BUILDING|78|SB|M|0754498|N136E||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|ADAF|Y|N|9554500|9554000|SB|SB|
SB|ASSE|014F3DAF800EA448E043814FD28EA448|1.0|3907601072|ASSESSMENT|58|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|ACAD|Y|N|9554058|9554000|SB|SB|
SB|ASSO|014F3DAF7FA7A448E043814FD28EA448|1.0|3907601072|OFFICE OF ASSOCIATE VICE CHANCELLOR|58|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|ACAD|Y|N|9554058|9554000|SB|SB|
SB|ASST|014F3DAF7F9EA448E043814FD28EA448|1.0|4426706986|ASST VC ACADEMIC AFFAIRS OFC|70|SB|O|0754498|A248B||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|SSER|Y|N|9554070|9554000|SB|SB|
SB|AST|014F3DAF7FC3A448E043814FD28EA448|1.0|4362002859|ASTRONOMY|04|SB|H|0754498|N0049A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|PHYS|Y|N|9554004|9554000|SB|SB|
SB|ASU|014F3DAF7F9FA448E043814FD28EA448|1.0|3235207704|ACADEMIC SUPPORT SERVICES|70|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|SSER|Y|N|9554070|9554000|SB|SB|
SB|ATHL|014F3DAF7E4BA448E043814FD28EA448|1.0|5186102229|ATHLETICS|70|SB|I|0754498|1109 ESTHER ST||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|STLP|Y|N|9554070|9554000|SB|SB|
SB|AUTM|014F3DAF8098A448E043814FD28EA448|1.0|1867601981|AUDITORIUM|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|MUSC|Y|N|9554043|9554000|SB|SB|
SB|AUX|014F3DAF8061A448E043814FD28EA448|1.0|5186102229|AUXILIARY SUPPORT SERVICES|78|SB|O|0754498|N136E||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|ADAF|Y|N|9554500|9554000|SB|SB|
SB|BALS|014F3DAF7E4CA448E043814FD28EA448|1.0|2559901166|BALANCE SHEET|01|SB|R|0754498|A245B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554001|9554000|SB|SB|
SB|BBER|014F3DAF806AA448E043814FD28EA448|1.0|5535405928|BUREAU OF BUSINESS ~ ECONOMIC RESEARCH|24|SB|H|0754498|AI204B||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|SBUE|Y|N|9554078|9554000|SB|SB|
SB|BI|014F3DAF7E4DA448E043814FD28EA448|1.0|2210808811|BIOLOGY|04|SB|H|0754498|N138||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|BSCI|Y|N|9554004|9554000|SB|SB|
SB|BIOL|014F3DAF7E4EA448E043814FD28EA448|1.0|5526807351|BIOLOGY|04|SB|O|0754498|N138||SOUTH BEND|IN|46634-7111|US|20930701000000|20010820000000|SB|DLAS|N|N|9554004|9554000|SB|SB|
SB|BLAN|014F3DAF7FCFA448E043814FD28EA448|1.0|5535405928|BUSINESS, LAW|24|SB|H|0754498|AI204B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|BLLT|014F3DAF8097A448E043814FD28EA448|1.0|1867601981|BALLET|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|MUSC|Y|N|9554043|9554000|SB|SB|
SB|BNDS|014F3DAF80A1A448E043814FD28EA448|1.0|1867601981|BANDS|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|MUSC|Y|N|9554043|9554000|SB|SB|
SB|BOOK|014F3DAF7E4FA448E043814FD28EA448|1.0|2559901166|BOOKSTORE|78|SB|B|0754498|N136E||SOUTH BEND|IN|46634-7111|US|20960326000000||SB|ADAF|Y|N|9554500|9554000|SB|SB|
SB|BOT|014F3DAF7FB7A448E043814FD28EA448|1.0|2617807722|BOTANY|04|SB|H|0754498|N462||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|BSCI|Y|N|9554004|9554000|SB|SB|
SB|BSCI|014F3DAF7E50A448E043814FD28EA448|1.0|2210808811|BIOLOGICAL SCIENCES|04|SB|O|0754498|N138||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COLS|Y|N|9554004|9554000|SB|SB|
SB|BUED|014F3DAF8024A448E043814FD28EA448|1.0|5518608449|BUSINESS EDUCATION|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|BLAN|Y|N|9554024|9554000|SB|SB|
SB|BUEP|014F3DAF801DA448E043814FD28EA448|1.0|5535405928|ENTREPRENEURSHIP PROGRAM|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|BURS|014F3DAF7E51A448E043814FD28EA448|1.0|2559901166|SB BURSAR|78|SB|O|0754498|ADM 245||SOUTH BEND|IN|46634-7111|US|20950301000000||SB|ADAF|Y|N|9554078|9554000|SB|SB|
SB|BUS|014F3DAF7E52A448E043814FD28EA448|1.0|5535405928|BUSINESS AND ECONOMICS|24|SB|R|0754498|A204B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554024|9554000|SB|SB|
SB|BUSA|014F3DAF8022A448E043814FD28EA448|1.0|5518608449|BUSINESS ADMINISTRATION|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|BLAN|Y|N|9554024|9554000|SB|SB|
SB|BUSB|014F3DAF809BA448E043814FD28EA448|1.0|5518608449|GRADUATE PROGRAM|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|BUSE|014F3DAF7E53A448E043814FD28EA448|1.0|5518608449|DIVISION OF BUSINESS AND ECONOMICS|24|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000|20020228000000|SB|BUS|N|N|9554024|9554000|SB|SB|
SB|BUSI|014F3DAF8021A448E043814FD28EA448|1.0|5518608449|BUSINESS|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|BLAN|Y|N|9554024|9554000|SB|SB|
SB|CACA|014F3DAF7E54A448E043814FD28EA448|1.0|4468200913|CAMPUS ACADEMIC AFFAIRS|58|SB|R|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20930701000000|20960207000000|SB|SB|N|N|9554058|9554000|SB|SB|
SB|CADM|014F3DAF7E55A448E043814FD28EA448|1.0|4182800995|CAMPUS ADMINISTRATION|NO|SB|O|0754498|A250A||SOUTH BEND|IN|46634-7111|US|20930701000000|20960208000000|SB|SB|N|N|9554000|9554000|SB|SB|
SB|CAIR|014F3DAF8076A448E043814FD28EA448|1.0|5003409252|CTR FOR INSTITUTIONAL/COMM RES|36|SB|O|0754498|A236||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|PEA|Y|N|9554036|9554000|SB|SB|
SB|CAMD|014F3DAF801AA448E043814FD28EA448|1.0|1624505499|OFFICE OF DIVERSITY|70|SB|O|0754498|U120||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COMR|Y|N|9554070|9554000|SB|SB|
SB|CART|014F3DAF7FDFA448E043814FD28EA448|1.0|1867601981|COMMUNICATION ARTS|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SART|Y|N|9554043|9554000|SB|SB|
SB|CAT|014F3DAF805CA448E043814FD28EA448|1.0|1674805643|CATALOGING|68|SB|H|0754498|L304B||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|LIBR|Y|N|9557700|9554000|SB|SB|
SB|CGED|014F3DAF805AA448E043814FD28EA448|1.0|5176701495|CENTER FOR GLOBAL EDUCATION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|CHAN|014F3DAF7E56A448E043814FD28EA448|1.0|2056202906|CHANCELLOR|76|SB|O|0754498|A245B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|GENA|Y|N|9554076|9554000|SB|SB|
SB|CHCR|014F3DAF7E57A448E043814FD28EA448|1.0|1522307114|CHILD DEVELOPMENT CENTER|26|SB|D|0754498|U120||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|EDUC|Y|N|9554070|9554000|SB|SB|
SB|CHEM|014F3DAF7E58A448E043814FD28EA448|1.0|6218805472|CHEMISTRY|04|SB|O|0754498|N057||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COLS|Y|N|9554004|9554000|SB|SB|
SB|CMLT|014F3DAF7FC5A448E043814FD28EA448|1.0|2954107527|COMPARATIVE LITERATURE|04|SB|H|0754498|N426||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|ENG|Y|N|9554004|9554000|SB|SB|
SB|CNCR|014F3DAF7FF2A448E043814FD28EA448|1.0|1624505499|COUNSELING CENTER - IUSB|70|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000|20010820000000|SB|COM|N|N|9554070|9554000|SB|SB|
SB|COCE|014F3DAF8018A448E043814FD28EA448|1.0|1522307114|COUNSELING CENTER - IUSB|26|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|COHS|014F3DAF806DA448E043814FD28EA448|1.0|5176701495|COUNSELING ~ HUMAN SERVICES|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|COIS|014F3DAF8068A448E043814FD28EA448|1.0|3606307807|COMPUTER ~ INFORMATION SCIENCE|04|SB|O|0754498|N138||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|COLS|Y|N|9554004|9554000|SB|SB|
SB|COLK|014F3DAF8063A448E043814FD28EA448|1.0|3417804797|COMMUNITY LINKS|79|SB|O|0754498|A100||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|ALUM|Y|N|9554079|9554000|SB|SB|
SB|COLS|014F3DAF8010A448E043814FD28EA448|1.0|5163907497|COLLEGE-LIBERAL ARTS/SCIENCES|04|SB|O|0754498|N462||SOUTH BEND|IN|46634-7111|US|20010301000000||SB|ARSC|Y|N|9554004|9554000|SB|SB|
SB|COM|014F3DAF7FA4A448E043814FD28EA448|1.0|1624505499|COMMUNITY RELATIONS|70|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000|20020111000000|SB|SSER|N|N|9554058|9554000|SB|SB|
SB|COMK|014F3DAF8015A448E043814FD28EA448|1.0|5876509454|COMMUNICATIONS ~ MARKETING|79|SB|O|0754498|A100||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|EXAF|Y|N|9554079|9554000|SB|SB|
SB|COMR|014F3DAF801BA448E043814FD28EA448|1.0|1624505499|COMMUNITY RELATIONS|70|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|SSER|Y|N|9554058|9554000|SB|SB|
SB|COMU|014F3DAF80A0A448E043814FD28EA448|1.0|1867601981|COMMUNICATION|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|CART|Y|N|9554043|9554000|SB|SB|
SB|CPH|014F3DAF8054A448E043814FD28EA448|1.0|2722708015|CENTER FOR POPULATION HEALTH|36|SB|O|0754498|A236||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|PEA|Y|N|9554036|9554000|SB|SB|
SB|CRCA|014F3DAF809FA448E043814FD28EA448|1.0|1867601981|COMMUNICATION ~ CREATIVE ARTA|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|CART|Y|N|9554043|9554000|SB|SB|
SB|CRIM|014F3DAF7FEAA448E043814FD28EA448|1.0|2722708015|CRIMINAL JUSTICE|36|SB|H|0754498|A236||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|PEA|Y|N|9554036|9554000|SB|SB|
SB|CSCI|014F3DAF7FC0A448E043814FD28EA448|1.0|3606307807|COMPUTER SCIENCE|04|SB|H|0754498|N307||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COIS|Y|N|9554004|9554000|SB|SB|
SB|CSER|014F3DAF7E59A448E043814FD28EA448|1.0|2683109793|INFORMATION TECHNOLOGIES|66|SB|R|0754498|N0070E||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554066|9554000|SB|SB|
SB|CTEC|014F3DAF8065A448E043814FD28EA448|1.0|2683109793|COMPUTER TECHNOLOGY|66|SB|O|0754498|N075A||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|CSER|Y|N|9554066|9554000|SB|SB|
SB|CTED|014F3DAF7FE1A448E043814FD28EA448|1.0|6221706714|CONTINUING EDUCATION PROGRAM|52|SB|O|0754498|A247A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|OACA|Y|N|9554052|9554000|SB|SB|
SB|CTSD|014F3DAF7E5AA448E043814FD28EA448|1.0|2997600421|CONTINUING STUDIES|04|SB|O|0754498|A101||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COLS|Y|N|9554052|9554000|SB|SB|
SB|DAED|014F3DAF7FF1A448E043814FD28EA448|1.0|6011107934|DENTAL EDUCATION|12|SB|O|0754498|NS460||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|NUHP|Y|N|9554012|9554000|SB|SB|
SB|DANC|014F3DAF808AA448E043814FD28EA448|1.0|1867601981|DANCE|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|MUSC|Y|N|9554043|9554000|SB|SB|
SB|DCID|014F3DAF7FE0A448E043814FD28EA448|1.0|5535405928|DECISION SCIENCES|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|DCL|014F3DAF7FFAA448E043814FD28EA448|1.0|6011107934|DENTAL CLINIC|12|SB|H|0754498|NS360||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|DAED|Y|N|9554012|9554000|SB|SB|
SB|DCLC|014F3DAF7E5BA448E043814FD28EA448|1.0|6011107934|DENTAL CLINIC|12|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000|20010320000000|SB|DEDU|N|N|9554012|9554000|SB|SB|
SB|DEBT|014F3DAF7E5CA448E043814FD28EA448|1.0|2559901166|FACILITIES DEBT SERVICE|85|SB|R|0754498|A246B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554085|9554000|SB|SB|
SB|DEDU|014F3DAF7E5DA448E043814FD28EA448|1.0|6011107934|DENTAL EDUCATION|12|SB|O|0754498|R102||SOUTH BEND|IN|46634-7111|US|20930701000000|20010820000000|SB|NURS|N|N|9554012|9554000|SB|SB|
SB|DENA|014F3DAF7E5EA448E043814FD28EA448|1.0|6011107934|DENTAL ASSISTING|12|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|DAED|Y|N|9554012|9554000|SB|SB|
SB|DENE|014F3DAF7E5FA448E043814FD28EA448|1.0|6011107934|DENTAL EDUCATION|12|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000|20010322000000|SB|DEDU|N|N|9554012|9554000|SB|SB|
SB|DENT|014F3DAF7FF9A448E043814FD28EA448|1.0|6011107934|DENTISTRY, SCHOOL OF|12|SB|H|0754498|NS460||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|DAED|Y|N|9554012|9554000|SB|SB|
SB|DEV|014F3DAF8014A448E043814FD28EA448|1.0|5876509454|DEVELOPMENT OFFICE|79|SB|O|0754498|A249A||SOUTH BEND|IN|46634-7111|US|20940703000000||SB|EXAF|Y|N|9554079|9554000|SB|SB|
SB|DHYG|014F3DAF7E60A448E043814FD28EA448|1.0|6011107934|DENTAL HYGIENE|12|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|DAED|Y|N|9554012|9554000|SB|SB|
SB|DIVS|014F3DAF7FA5A448E043814FD28EA448|1.0|1624505499|OFFICE OF DIVERSITY|70|SB|O|0754498|U120||SOUTH BEND|IN|46634-7111|US|20930701000000|20010820000000|SB|COM|N|N|9554070|9554000|SB|SB|
SB|DLAS|014F3DAF7E61A448E043814FD28EA448|1.0|2617807722|DIVISION OF LIBERAL ARTS AND SCIENCES|04|SB|O|0756100|DW3300C||SOUTH BEND|IN|46634-7111|US|20970913000000|20010820000000|SB|ARSC|N|N|9554004|9554000|SB|SB|
SB|DVOF|014F3DAF7E62A448E043814FD28EA448|1.0|4750006100|DEVELOPMENT OFFICE|79|SB|O|0754498|A249A||SOUTH BEND|IN|46634-7111|US|20940703000000|20960208000000|SB|EXAF|N|N|9554079|9554000|SB|SB|
SB|EALC|014F3DAF7FBEA448E043814FD28EA448|1.0|4464505705|EAST ASIAN LANGUAGES AND CULTURES|04|SB|H|0754498|DW3227||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|FORN|Y|N|9554004|9554000|SB|SB|
SB|ECFI|014F3DAF7FD6A448E043814FD28EA448|1.0|5518608449|ECONOMICS AND FINANCE|24|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|ECON|Y|N|9554024|9554000|SB|SB|
SB|ECHE|014F3DAF806EA448E043814FD28EA448|1.0|5176701495|EARLY CHILDHOOD EDUCATION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|ECON|014F3DAF7E63A448E043814FD28EA448|1.0|5535405928|ECONOMICS- BUSINESS|24|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|EDAD|014F3DAF8058A448E043814FD28EA448|1.0|5176701495|SCHOOL ADMINISTRATION ~ SUPERVISION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|EDGR|014F3DAF7FD9A448E043814FD28EA448|1.0|5176701495|EDUCATION GRADUATE PROGRAM|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|EDSC|014F3DAF8059A448E043814FD28EA448|1.0|5176701495|SECONDARY EDUCATION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|EDSP|014F3DAF8074A448E043814FD28EA448|1.0|5176701495|SPECIAL EDUCATION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|EDUA|014F3DAF7FD8A448E043814FD28EA448|1.0|5176701495|SCHOOL OF EDUCATION|26|SB|R|0754498|G101A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554026|9554000|SB|SB|
SB|EDUC|014F3DAF7E64A448E043814FD28EA448|1.0|1522307114|EDUCATION|26|SB|O|0754498|G101A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|EDUA|Y|N|9554026|9554000|SB|SB|
SB|EDUD|014F3DAF7E65A448E043814FD28EA448|1.0|5176701495|DIVISION OF EDUCATION|26|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000|20010820000000|SB|EDUC|N|N|9554026|9554000|SB|SB|
SB|ELED|014F3DAF806FA448E043814FD28EA448|1.0|5176701495|ELEMENTARY EDUCATION|26|SB|H|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|EDUC|Y|N|9554026|9554000|SB|SB|
SB|ENG|014F3DAF7E66A448E043814FD28EA448|1.0|3910806448|ENGLISH|04|SB|O|0754498|N426||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COLS|Y|N|9554004|9554000|SB|SB|
SB|ENGL|014F3DAF7FE8A448E043814FD28EA448|1.0|2954107527|ENGLISH AND LINGUISTICS|04|SB|H|0754498|N426||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|ENG|Y|N|9554004|9554000|SB|SB|
SB|ENI|014F3DAF8071A448E043814FD28EA448|1.0|1624505499|SB ENGLISH INSTITUTE|70|SB|O|0754498|A153||SOUTH BEND|IN|46634-7111|US|20010820000000||SB|COMR|Y|N|9554070|9554000|SB|SB|
SB|ENRL|014F3DAF7F9AA448E043814FD28EA448|1.0|2661408831|ENROLLMENT MANAGEMENT|58|SB|O|0754498|A153||SOUTH BEND|IN|46634-7111|US|20000701000000|20010820000000|SB|ACSP|N|N|9554070|9554000|SB|SB|
SB|ESL|014F3DAF7FBFA448E043814FD28EA448|1.0|2954107527|ENGLISH AS A SECOND LANGUAGE|04|SB|H|0754498|N426||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|ENG|Y|N|9554004|9554000|SB|SB|
SB|ESSC|014F3DAF7FC6A448E043814FD28EA448|1.0|4362002859|EARTH AND SPACE SCIENCES|04|SB|H|0754498|N0049A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|PHYS|Y|N|9554004|9554000|SB|SB|
SB|EXAF|014F3DAF7E67A448E043814FD28EA448|1.0|5284404032|PUBL AFF ~ UNIV ADVANCEMENT|79|SB|R|0754498|A249A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554079|9554000|SB|SB|
SB|FAFF|014F3DAF7E68A448E043814FD28EA448|1.0|2056202906|ADMIN ~ FISCAL AFFAIRS|78|SB|O|0754498|A245B||SOUTH BEND|IN|46634-7111|US|20991021000000||SB|ADAF|Y|N|9554078|9554000|SB|SB|
SB|FAID|014F3DAF7FE7A448E043814FD28EA448|1.0|5246301400|FINANCIAL AID|70|SB|O|0754498|A153||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|SEMS|Y|N|9554070|9554000|SB|SB|
SB|FDEV|014F3DAF7FA9A448E043814FD28EA448|1.0|3907601072|FACULTY DEVELOPMENT|52|SB|O|0754498|A101||SOUTH BEND|IN|46634-7111|US|20000701000000||SB|OACA|Y|N|9554052|9554000|SB|SB|
SB|FILM|014F3DAF7FB1A448E043814FD28EA448|1.0|2954107527|FILM STUDIES (ENG~ARTS)|04|SB|H|0754498|N426||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|ENG|Y|N|9554004|9554000|SB|SB|
SB|FINA|014F3DAF7F9CA448E043814FD28EA448|1.0|1867601981|FINE ARTS|43|SB|O|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SART|Y|N|9554043|9554000|SB|SB|
SB|FINB|014F3DAF7FD5A448E043814FD28EA448|1.0|5535405928|FINANCE, BUSINESS|24|SB|O|0754498|P.O. BOX 7111||SOUTH BEND|IN|46634-7111|US|20980619000000||SB|SBUE|Y|N|9554024|9554000|SB|SB|
SB|FLRC|014F3DAF8094A448E043814FD28EA448|1.0|3910806448|FOREIGN LANGUAGES RESOURCE CENTER|04|SB|O|0754498|DW3227||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|FORN|Y|N|9554004|9554000|SB|SB|
SB|FM|014F3DAF7FEFA448E043814FD28EA448|1.0|3501703237|FACILITIES MANAGEMENT|82|SB|O|0754498|A246B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|PHYP|Y|N|9554082|9554000|SB|SB|
SB|FOOD|014F3DAF7FFDA448E043814FD28EA448|1.0|5876509454|FOOD SERVICES|79|SB|E|0754498|N136E||SOUTH BEND|IN|46634-7111|US|20001215000000||SB|EXAF|Y|N|9554805|9554000|SB|SB|
SB|FORN|014F3DAF7E69A448E043814FD28EA448|1.0|3910806448|FOREIGN LANGUAGES|04|SB|O|0754498|DW3227||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|COLS|Y|N|9554004|9554000|SB|SB|
SB|FRCH|014F3DAF7FBCA448E043814FD28EA448|1.0|4464505705|FRENCH|04|SB|H|0754498|DW3227||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|FORN|Y|N|9554004|9554000|SB|SB|
SB|FREN|014F3DAF7FC4A448E043814FD28EA448|1.0|4464505705|FRENCH AND ITALIAN|04|SB|H|0754498|DW3227||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|FORN|Y|N|9554004|9554000|SB|SB|
SB|GBS|014F3DAF803AA448E043814FD28EA448|1.0|3103108378|GENERAL BUILDING SPACE|NO|SB|O|0754460|BRYAN 008||BLOOMINGTON|IN|47405-1201|US|20010518000000||SB|SB|Y|N|9554000|9554000|SB|SB|
SB|GDES|014F3DAF8086A448E043814FD28EA448|1.0|1867601981|GRAPHIC DESIGN|43|SB|H|0754498|N103A||SOUTH BEND|IN|46634-7111|US|20011121000000||SB|FINA|Y|N|9554043|9554000|SB|SB|
SB|GENA|014F3DAF7E6AA448E043814FD28EA448|1.0|2559901166|GENERAL ADMINISTRATION|76|SB|R|0754498|A205B||SOUTH BEND|IN|46634-7111|US|20930701000000||SB|SB|Y|N|9554076|9554000|SB|SB|
SB|GENS|014F3DAF7E6BA448E043814FD28EA448|1.0|4372401049|GENERAL STUDIES|52|SB|O|0754498|A101||SOUTH BEND|IN|46634-7111|US|20930701000000|20010321000000|SB|OACA|N|N|9554052|9554000|SB|SB|
