role_mbr_id|ver_nbr|obj_id|role_id|mbr_id|mbr_typ_cd|actv_frm_dt|actv_to_dt|last_updt_dt|
KFS913|1.0|KFS913|30|4052406505|P|||20121207233025|
KFS914|1.0|KFS914|30|3554107164|P|||20121207233025|
KFS915|1.0|KFS915|5|1730300231|P|||20121207233025|
KFS916|1.0|KFS916|5|3880605325|P|||20121207233025|
KFS917|1.0|KFS917|5|4325800307|P|||20121207233025|
KFS918|1.0|KFS918|5|2228809634|P|||20121207233025|
KFS919|1.0|KFS919|5|3879106523|P|||20121207233025|
KFS92|1.0|KFS92|54|1271001025|P|||20121207233027|
KFS920|1.0|KFS920|5|1516709007|P|||20121207233025|
KFS921|1.0|KFS921|5|3328902578|P|||20121207233025|
KFS922|1.0|KFS922|5|1896903531|P|||20121207233025|
KFS923|1.0|KFS923|5|5238208156|P|||20121207233025|
KFS924|1.0|KFS924|5|3334505644|P|||20121207233025|
KFS925|1.0|KFS925|5|5653408083|P|||20121207233025|
KFS926|1.0|KFS926|5|4655607592|P|||20121207233025|
KFS927|1.0|KFS927|5|1862105446|P|||20121207233025|
KFS928|1.0|KFS928|5|5275603672|P|||20121207233025|
KFS929|1.0|KFS929|5|4332503265|P|||20121207233025|
KFS93|1.0|KFS93|54|1659405606|P|||20121207233027|
KFS930|1.0|KFS930|5|4040902117|P|||20121207233025|
KFS931|1.0|KFS931|11|3264700400|P|||20121207233024|
KFS932|1.0|KFS932|11|1110101123|P|||20121207233024|
KFS933|1.0|KFS933|11|1610003826|P|||20121207233024|
KFS934|1.0|KFS934|11|4021000393|P|||20121207233024|
KFS935|1.0|KFS935|11|2037407017|P|||20121207233024|
KFS936|1.0|KFS936|11|3613806482|P|||20121207233024|
KFS937|1.0|KFS937|11|1729700072|P|||20121207233024|
KFS938|1.0|KFS938|11|2744604637|P|||20121207233024|
KFS939|1.0|KFS939|11|2051003056|P|||20121207233024|
KFS94|1.0|KFS94|54|5755900139|P|||20121207233027|
KFS940|1.0|KFS940|11|3312302137|P|||20121207233024|
KFS941|1.0|KFS941|11|3907601072|P|||20121207233024|
KFS942|1.0|KFS942|11|2253102501|P|||20121207233024|
KFS943|1.0|KFS943|11|5811904314|P|||20121207233024|
KFS944|1.0|KFS944|12|5238503444|P|||20121207233024|
KFS945|1.0|KFS945|12|4445203670|P|||20121207233024|
KFS946|1.0|KFS946|12|5331903365|P|||20121207233024|
KFS947|1.0|KFS947|12|4704600556|P|||20121207233024|
KFS948|1.0|KFS948|12|5412209968|P|||20121207233024|
KFS949|1.0|KFS949|12|4333007056|P|||20121207233024|
KFS95|1.0|KFS95|54|2591702869|P|||20121207233027|
KFS950|1.0|KFS950|12|4465100463|P|||20121207233024|
KFS951|1.0|KFS951|12|5729300245|P|||20121207233024|
KFS952|1.0|KFS952|12|3428508900|P|||20121207233024|
KFS953|1.0|KFS953|20|3889504703|P|||20121207233024|
KFS954|1.0|KFS954|20|4988707000|P|||20121207233024|
KFS955|1.0|KFS955|20|1985208153|P|||20121207233024|
KFS956|1.0|KFS956|20|1743101782|P|||20121207233024|
KFS958|1.0|KFS958|3|6162502038|P|||20121207233025|
KFS959|1.0|KFS959|3|2168808105|P|||20121207233025|
KFS96|1.0|KFS96|54|1239102444|P|||20121207233027|
KFS960|1.0|KFS960|50|3372102879|P|||20121207233025|
KFS961|1.0|KFS961|15|6139306823|P|||20121207233024|
KFS962|1.0|KFS962|16|2155107462|P|||20121207233024|
KFS963|1.0|KFS963|16|4191101345|P|||20121207233024|
KFS964|1.0|KFS964|16|5004802845|P|||20121207233024|
KFS965|1.0|KFS965|16|4685602389|P|||20121207233024|
KFS966|1.0|KFS966|16|6162502038|P|||20121207233024|
KFS967|1.0|KFS967|16|5778107441|P|||20121207233024|
KFS968|1.0|KFS968|16|4936104131|P|||20121207233024|
KFS97|1.0|KFS97|54|3639507871|P|||20121207233027|
KFS970|1.0|KFS970|17|2514300297|P|||20121207233024|
KFS971|1.0|KFS971|17|5263304328|P|||20121207233024|
KFS972|1.0|KFS972|19|3103108378|P|||20121207233024|
KFS973|1.0|KFS973|19|1917101392|P|||20121207233024|
KFS974|1.0|KFS974|50|6162502038|P|||20121207233025|
KFS975|1.0|KFS975|50|5421008748|P|||20121207233025|
KFS976|1.0|KFS976|22|4161901639|P|||20121207233024|
KFS977|1.0|KFS977|22|4052406505|P|||20121207233024|
KFS978|1.0|KFS978|22|2065607872|P|||20121207233024|
KFS979|1.0|KFS979|22|2930203477|P|||20121207233024|
KFS98|1.0|KFS98|54|1364506195|P|||20121207233027|
KFS980|1.0|KFS980|22|2133704704|P|||20121207233024|
KFS981|1.0|KFS981|22|2905401709|P|||20121207233024|
KFS982|1.0|KFS982|22|3420506415|P|||20121207233024|
KFS983|1.0|KFS983|22|3420502200|P|||20121207233024|
KFS984|1.0|KFS984|22|3247002806|P|||20121207233024|
KFS985|1.0|KFS985|22|5755900139|P|||20121207233024|
KFS986|1.0|KFS986|22|2999000040|P|||20121207233024|
KFS987|1.0|KFS987|22|3344600883|P|||20121207233024|
KFS988|1.0|KFS988|22|1610003826|P|||20121207233024|
KFS989|1.0|KFS989|22|1959008511|P|||20121207233024|
KFS99|1.0|KFS99|54|2642509031|P|||20121207233027|
KFS990|1.0|KFS990|22|4179703037|P|||20121207233024|
KFS991|1.0|KFS991|22|1509103107|P|||20121207233024|
KFS992|1.0|KFS992|22|6054309812|P|||20121207233024|
KFS994|1.0|KFS994|26|4025604325|P|||20121207233025|
KFS995|1.0|KFS995|26|5011403363|P|||20121207233025|
KFS996|1.0|KFS996|26|A000000006|P|||20121207233025|
KFS997|1.0|KFS997|26|A000000007|P|||20121207233025|
KFS998|1.0|KFS998|26|A000000008|P|||20121207233025|
KFS999|1.0|KFS999|26|A000000009|P|||20121207233025|
KFSENDOW1|1.0|KFSENDOW1|KFSENDOW1|3831904949|P|||20121207233027|
KFSMI4553-3|1.0|KFSMI4553-3|KFSMI4553-2|56|R|||20121207232901|
KFSMI6886-ROLE-P1|1.0|KFSMI6886-ROLE-P1|KFSMI6886-ROLE|1402703961|P|||20121207233027|
KFSMI6886-ROLE-P2|1.0|KFSMI6886-ROLE-P2|KFSMI6886-ROLE|1325700900|P|||20121207233027|
TEM-10000|1.0|KFS-TEM-ROLE-MBR-000|54|2|P|||20121207233144|
TEM-10001|1.0|KFS-TEM-ROLE-MBR-001|45|2|P|||20121207233144|
TEM-10002|1.0|KFS-TEM-ROLE-MBR-002|TEM-10008|6162502038|P|||20121207233144|
TEM-10003|1.0|KFS-TEM-ROLE-MBR-003|TEM-10009|6162502038|P|||20121207233144|
TEM-10004|1.0|KFS-TEM-ROLE-MBR-004|54|1817304397|P|||20121207233144|
TEM-10005|1.0|KFS-TEM-ROLE-MBR-005|TEM-10000|2599004561|P|||20121207233144|
TEM-10006|1.0|KFS-TEM-ROLE-MBR-006|TEM-10002|1860205280|P|||20121207233144|
TEM-10007|1.0|KFS-TEM-ROLE-MBR-007|TEM-10003|2422606713|P|||20121207233144|
TEM-10008|1.0|KFS-TEM-ROLE-MBR-008|TEM-10004|1325700900|P|||20121207233144|
TEM-10009|1.0|KFS-TEM-ROLE-MBR-009|TEM-10007|1271001025|P|||20121207233144|
TEM-10010|1.0|KFS-TEM-ROLE-MBR-010|TEM-10010|A000000008|P|||20121207233144|
TEM-10011|1.0|KFS-TEM-ROLE-MBR-011|TEM-10011|A000000005|P|||20121207233144|
TEM-10012|1.0|KFS-TEM-ROLE-MBR-012|TEM-10014|3002005569|P|||20121207233144|
TEM-10013|1.0|KFS-TEM-ROLE-MBR-013|51|6162502038|P|||20121207233144|
TEM-10014|1.0|KFS-TEM-ROLE-MBR-014|54|1325700900|P|||20121207233144|
TEM-10015|1.0|KFS-TEM-ROLE-MBR-015|TEM-10012|A000000005|P|||20121207233144|
TEM-10016|1.0|KFS-TEM-ROLE-MBR-016|TEM-10012|5472506840|P|||20121207233144|
TEM-10017|1.0|KFS-TEM-ROLE-MBR-017|TEM-10012|2905401709|P|||20121207233144|
TEM-10018|1.0|KFS-TEM-ROLE-MBR-018|TEM-10012|4161901639|P|||20121207233144|
TEM-10019|1.0|KFS-TEM-ROLE-MBR-019|TEM-10012|4052406505|P|||20121207233144|
